N	2gram	Voloshinov_1	Problema
1	и не	14	28
2	то есть	4	27
3	не только	27	24
4	только в	6	23
5	вовсе не	2	21
6	в том	2	20
7	и в	38	20
8	не просто	2	16
9	все эти	2	16
10	то что	8	15
11	потому что	5	15
12	у нас	4	14
13	было бы	7	14
14	той или	3	14
15	но и	13	14
16	точки зрения	10	14
17	перед нами	3	13
18	или иной	4	13
19	не в	6	13
20	также и	2	13
21	даже и	2	13
22	в нашем	5	12
23	в себе	9	12
24	том что	3	12
25	прежде всего	21	11
26	с точки	5	11
27	отнюдь не	10	10
28	в качестве	4	10
29	не является	5	10
30	так и	6	10
31	и его	7	10
32	может быть	13	9
33	все это	4	9
34	и даже	3	9
35	в этом	10	9
36	если бы	4	8
37	что он	2	8
38	таким образом	7	8
39	в той	5	8
40	и все	4	8
41	но в	5	8
42	это не	3	7
43	ясно что	2	7
44	еще не	3	7
45	мы не	9	7
46	и потому	2	7
47	и тем	6	7
48	то же	14	7
49	а не	6	7
50	сказать что	3	7
51	и с	5	7
52	в ней	8	7
53	здесь не	2	7
54	хотя бы	18	7
55	об этом	3	6
56	и без	4	6
57	и от	7	6
58	для нас	3	6
59	как и	10	6
60	но это	2	6
61	есть не	2	6
62	по своему	3	6
63	при этом	9	6
64	в виду	3	6
65	в каком	2	6
66	и вообще	2	6
67	же самое	5	6
68	мы имеем	2	6
69	не существует	4	5
70	но не	2	5
71	на самом	3	5
72	хотя и	3	5
73	в нем	4	5
74	можно сказать	4	5
75	в ее	3	5
76	да и	4	5
77	жизни и	3	5
78	вместе с	5	5
79	как в	2	5
80	так же	4	5
81	не может	12	5
82	так как	7	5
83	если мы	4	5
84	уже не	4	5
85	когда мы	6	5
86	или в	2	5
87	в этих	2	5
88	о том	4	5
89	и ни	2	5
90	уже в	5	4
91	времени и	2	4
92	с тем	8	4
93	но даже	2	4
94	в отношении	2	4
95	в какой	2	4
96	или даже	2	4
97	и для	3	4
98	в одном	3	4
99	в этой	6	4
100	тем самым	7	4
101	кроме того	2	4
102	одной из	2	4
103	несмотря на	2	4
104	в своей	2	4
105	тех или	4	4
106	как бы	28	4
107	во всех	6	4
108	с этим	2	4
109	в разных	3	4
110	а в	5	4
111	и наконец	5	4
112	можно было	4	4
113	в то	9	4
114	с ним	2	4
115	в связи	2	3
116	человека в	2	3
117	к тому	4	3
118	независимо от	5	3
119	для всех	2	3
120	были бы	4	3
121	само собой	4	3
122	если не	3	3
123	в жизни	2	3
124	ни на	3	3
125	с собой	2	3
126	или иного	5	3
127	и к	4	3
128	слова но	3	3
129	как мы	9	3
130	для него	3	3
131	здесь мы	3	3
132	и как	9	3
133	но все	4	3
134	в начале	3	3
135	связи с	3	3
136	себе и	2	3
137	совершенно не	3	3
138	себе в	2	3
139	конечно не	3	3
140	и является	5	3
141	в его	6	3
142	не так	3	3
143	что и	3	3
144	в зависимости	5	3
145	другими словами	7	3
146	не говоря	2	3
147	бы и	2	3
148	не было	2	3
149	еще и	2	3
150	самом деле	4	3
151	для того	9	3
152	из которых	3	3
153	что мы	11	3
154	к нему	2	3
155	с другими	2	3
156	и на	6	3
157	тем что	2	3
158	из них	3	3
159	или иных	3	3
160	но как	2	3
161	в сознании	3	3
162	мы должны	10	3
163	зависимости от	5	3
164	того или	5	3
165	нет ничего	2	3
166	как это	5	3
167	в области	5	3
168	мы можем	7	3
169	все время	5	2
170	до того	3	2
171	в частности	3	2
172	однако в	2	2
173	между собой	2	2
174	мы ни	3	2
175	то он	3	2
176	в конце	6	2
177	этом мы	3	2
178	представить себе	3	2
179	и жизнь	2	2
180	что именно	3	2
181	с его	7	2
182	нет и	3	2
183	при условии	2	2
184	тому же	2	2
185	самое время	2	2
186	себе все	2	2
187	не что	4	2
188	для них	2	2
189	тот же	2	2
190	что это	4	2
191	на его	5	2
192	в самом	4	2
193	он не	2	2
194	относится к	2	2
195	в котором	3	2
196	что перед	2	2
197	все же	7	2
198	себя в	4	2
199	не будет	3	2
200	не к	3	2
201	с ней	2	2
202	для всякого	2	2
203	если он	3	2
204	только на	3	2
205	и тогда	2	2
206	но эта	2	2
207	того чтобы	7	2
208	и больше	2	2
209	и он	2	2
210	ни к	2	2
211	друг друга	2	2
212	либо в	2	2
213	то мы	3	2
214	в значительной	2	2
215	и когда	2	2
216	что иное	2	2
217	и то	3	2
218	его в	4	2
219	и это	7	2
220	к своему	4	2
221	в которой	7	2
222	иное как	2	2
223	еще более	2	2
