N	2gram	Vygotskiy__3	Problema
1	и в	25	44
2	и не	10	35
3	не есть	3	35
4	может быть	13	28
5	потому что	6	25
6	по себе	7	25
7	то что	15	23
8	в том	23	21
9	только в	10	19
10	в этом	14	17
11	для нас	2	16
12	сказать что	4	16
13	если мы	3	16
14	не только	6	14
15	и то	2	14
16	не в	6	13
17	то же	2	13
18	так что	2	12
19	той или	2	12
20	том что	20	12
21	не является	8	11
22	не менее	6	10
23	но и	4	10
24	отнюдь не	4	10
25	как и	15	10
26	тем не	5	10
27	так и	5	10
28	и от	2	9
29	в нем	2	9
30	как бы	10	9
31	так как	12	9
32	что он	6	9
33	в то	4	9
34	в его	15	9
35	что и	10	9
36	во всяком	4	9
37	и это	4	9
38	таким образом	17	9
39	перед нами	10	8
40	что в	17	8
41	или иной	3	8
42	ни в	9	8
43	смысле слова	2	8
44	того что	10	8
45	что мы	7	8
46	но это	5	8
47	было бы	10	8
48	он не	4	8
49	как мы	8	8
50	в себе	2	8
51	связи с	9	8
52	с другой	6	7
53	не может	6	7
54	в связи	6	7
55	уже не	2	7
56	все эти	7	7
57	и что	10	7
58	мы должны	6	7
59	с ним	4	7
60	указывает на	2	7
61	и потому	2	7
62	мы не	9	7
63	ничего общего	3	7
64	значит что	4	7
65	никогда не	4	6
66	для этого	2	6
67	всяком случае	4	6
68	в целом	13	6
69	такого рода	2	6
70	и только	2	6
71	но только	3	6
72	того или	2	6
73	сами по	3	6
74	ясно что	2	6
75	и к	5	6
76	о том	5	6
77	все же	6	6
78	мы можем	7	6
79	в виде	3	6
80	что они	10	5
81	с тем	16	5
82	и сам	3	5
83	хотя и	2	5
84	с той	2	5
85	другой стороны	3	5
86	все это	6	5
87	то и	4	5
88	в своем	4	5
89	а в	4	5
90	точки зрения	6	5
91	и здесь	2	5
92	в таком	2	5
93	еще не	4	5
94	с ней	3	5
95	в своей	2	5
96	как в	9	5
97	так же	17	5
98	тем самым	2	5
99	и его	2	5
100	этого слова	4	5
101	едва ли	2	5
102	можно ли	2	4
103	тому что	2	4
104	мы могли	9	4
105	это значит	4	4
106	при этом	5	4
107	время как	4	4
108	отличается от	3	4
109	заключается в	9	4
110	но как	3	4
111	могли бы	11	4
112	на первый	2	4
113	то время	4	4
114	мы уже	5	4
115	мы в	2	4
116	а также	2	4
117	только при	2	4
118	на этот	2	4
119	в чем	2	4
120	или в	2	4
121	можно было	6	4
122	тем что	8	4
123	в каком	2	4
124	уже в	7	3
125	или иная	3	3
126	же как	6	3
127	что это	5	3
128	прежде всего	4	3
129	теми или	2	3
130	на то	4	3
131	в тех	2	3
132	к тому	4	3
133	ни было	2	3
134	и как	5	3
135	но все	2	3
136	в этой	5	3
137	для него	5	3
138	когда в	3	3
139	в самом	3	3
140	значение в	3	3
141	с этой	3	3
142	в которых	3	3
143	ни на	2	3
144	его в	3	3
145	бы быть	2	3
146	могло бы	4	3
147	если бы	5	3
148	само по	2	3
149	та или	3	3
150	с понятием	3	3
151	или иного	2	3
152	об этом	2	3
153	же в	2	3
154	то в	3	3
155	но не	6	3
156	в качестве	12	3
157	или другого	2	3
158	и все	4	3
159	из того	2	3
160	отличие от	6	3
161	знаком и	2	3
162	с другими	2	3
163	этот вопрос	3	3
164	как оно	3	3
165	слова и	6	3
166	в известном	4	2
167	мы будем	2	2
168	по типу	5	2
169	именно в	5	2
170	в частности	4	2
171	в этих	2	2
172	все они	2	2
173	в отношении	6	2
174	того же	6	2
175	не столько	4	2
176	всех этих	2	2
177	является не	2	2
178	что является	2	2
179	оно возникает	2	2
180	не стоит	2	2
181	в нашей	2	2
182	нас к	2	2
183	тем же	4	2
184	в котором	3	2
185	однако в	2	2
186	с ее	5	2
187	из них	4	2
188	от того	4	2
189	с одной	5	2
190	что оно	4	2
191	это так	2	2
192	этой точки	2	2
193	и по	5	2
194	друг друга	4	2
195	как на	2	2
196	что слово	4	2
197	ряд и	2	2
198	в результате	3	2
199	в основе	16	2
200	с этим	4	2
201	в начале	2	2
202	зрения на	2	2
203	с которыми	3	2
204	бы в	2	2
205	как это	7	2
206	мы имеем	4	2
207	виде как	2	2
208	является в	3	2
209	а как	2	2
210	были бы	3	2
211	на котором	2	2
212	и во	2	2
213	в понятии	5	2
214	с нею	2	2
215	между знаком	2	2
216	мы видели	6	2
217	только потому	2	2
218	по своему	11	2
219	том виде	2	2
220	есть и	2	2
221	с их	2	2
222	и может	2	2
223	с теми	2	2
224	синего цвета	2	2
225	мы говорили	4	2
226	и особенно	2	2
227	по сравнению	4	2
228	когда он	3	2
229	в процессе	27	2
230	вместе с	14	2
231	на основании	11	2
232	только что	2	2
233	в отличие	6	2
234	нами в	2	2
235	а с	3	2
236	и могут	2	2
237	к проблеме	2	2
238	из которых	5	2
239	и у	6	2
240	который в	3	2
241	и для	2	2
242	у человека	2	2
243	же типа	2	2
244	мы и	2	2
245	первый план	2	2
246	могут быть	5	2
247	как она	3	2
248	сравнению с	3	2
