N	2gram	Bakhtin_Pr_2	FransuaR
1	и в	45	41
2	то есть	50	24
3	и т.п	6	19
4	мы уже	3	18
5	во всех	4	17
6	таким образом	11	17
7	в нем	20	16
8	и с	7	16
9	и его	8	13
10	но и	15	13
11	как мы	8	12
12	в этом	20	12
13	все это	5	11
14	уже говорили	2	11
15	все эти	4	11
16	прежде всего	11	10
17	в самом	13	10
18	не только	16	10
19	и др	4	10
20	так как	5	10
21	то что	5	10
22	здесь в	2	9
23	и на	7	9
24	о том	3	9
25	никогда не	17	8
26	в сущности	7	8
27	здесь и	2	8
28	но в	6	8
29	у него	6	7
30	в них	4	7
31	вовсе не	7	7
32	том что	7	7
33	как бы	15	7
34	и до	4	7
35	в особенности	2	7
36	как и	14	7
37	что в	6	7
38	в его	22	7
39	в образе	3	6
40	что он	7	6
41	мы видим	2	6
42	например в	2	6
43	один из	2	6
44	или в	2	6
45	сказать что	5	6
46	в то	5	6
47	то же	5	5
48	с его	8	5
49	что образ	2	5
50	в одном	6	5
51	в литературе	6	5
52	в ее	3	5
53	так же	5	5
54	же время	3	5
55	и он	3	5
56	из них	9	5
57	так и	3	5
58	в своем	5	5
59	рядом с	3	5
60	большинстве случаев	2	5
61	в той	3	5
62	и что	2	5
63	тем что	2	5
64	в себе	5	5
65	все то	2	5
66	там где	6	5
67	подчеркнуть что	3	5
68	уже в	4	4
69	все время	3	4
70	нового времени	3	4
71	и от	3	4
72	именно в	3	4
73	у нас	2	4
74	и как	2	4
75	не в	8	4
76	все что	3	4
77	в большинстве	2	4
78	тот же	2	4
79	меньшей степени	2	4
80	в ней	7	4
81	в котором	7	4
82	даже в	6	4
83	все же	4	4
84	не может	24	4
85	как в	4	4
86	самом деле	4	4
87	и даже	3	4
88	одним из	3	4
89	а в	3	4
90	конечно и	2	4
91	более того	5	4
92	в результате	3	4
93	в основе	2	4
94	с ним	8	4
95	перед нами	4	3
96	поэтому и	3	3
97	он сам	6	3
98	в одной	5	3
99	романа в	5	3
100	и смерти	7	3
101	одной из	2	3
102	но это	2	3
103	есть в	8	3
104	как у	2	3
105	они и	2	3
106	до сих	2	3
107	было бы	4	3
108	и сам	3	3
109	в начале	2	3
110	конечно не	6	3
111	и их	6	3
112	и особенно	2	3
113	жизни и	15	3
114	сих пор	2	3
115	и для	2	3
116	этом отношении	2	3
117	в голове	2	3
118	при этом	2	3
119	и не	42	3
120	те же	2	3
121	они не	2	3
122	того что	3	3
123	что не	5	3
124	литературе и	2	3
125	между ними	4	3
126	к нему	11	3
127	есть только	4	3
128	с другими	7	3
129	людей и	2	3
130	только в	9	3
131	тело и	2	3
132	в чем	2	3
133	потому что	8	3
134	не был	2	2
135	что если	3	2
136	но уже	2	2
137	в этих	4	2
138	все они	4	2
139	для этого	3	2
140	характерно что	2	2
141	превращается в	4	2
142	одного и	2	2
143	в конце	4	2
144	почти вовсе	3	2
145	переходит в	2	2
146	а за	2	2
147	с образом	3	2
148	человека и	2	2
149	что все	3	2
150	представление о	2	2
151	себе самом	3	2
152	конечно в	2	2
153	своего романа	2	2
154	человека с	2	2
155	в том	8	2
156	как его	2	2
157	так что	2	2
158	в дальнейшем	2	2
159	что они	3	2
160	от него	3	2
161	но не	6	2
162	а на	2	2
163	есть и	3	2
164	должна быть	3	2
165	до конца	7	2
166	кажется что	2	2
167	может быть	18	2
168	одной плоскости	4	2
169	за пределы	5	2
170	в своей	6	2
171	они могут	3	2
172	хотя и	2	2
173	он не	9	2
174	и потому	6	2
175	в развитии	2	2
176	мы видели	3	2
177	себя в	2	2
178	в форме	2	2
179	а именно	3	2
180	и прежде	2	2
181	как раз	6	2
182	не на	4	2
183	и другие	4	2
184	как это	2	2
185	но с	3	2
186	в истории	2	2
187	лишь в	2	2
188	а не	10	2
189	и у	2	2
190	с точки	9	2
191	все ведущие	3	2
192	их в	7	2
193	образом в	2	2
194	точки зрения	19	2
195	на его	5	2
196	как он	4	2
197	так сказать	7	2
198	бы в	5	2
199	отметить что	2	2
200	в области	2	2
201	в романе	3	2
202	это было	2	2
