N	2gram	Vygotskiy__7	Problemy
1	и в	26	46
2	и не	18	27
3	может быть	7	23
4	как бы	6	19
5	не может	11	19
6	в нем	2	17
7	в этом	29	16
8	не только	24	14
9	слова в	5	13
10	перед нами	2	12
11	но и	11	12
12	как и	15	12
13	на пороге	4	12
14	как мы	14	12
15	точки зрения	28	11
16	а не	6	11
17	не в	4	10
18	между ними	3	10
19	прежде всего	7	9
20	в том	18	9
21	в большинстве	2	9
22	в самом	9	9
23	вовсе не	2	9
24	слово не	2	9
25	и к	7	9
26	в его	4	9
27	с точки	21	9
28	большинстве случаев	2	8
29	до сих	3	8
30	сих пор	3	8
31	или в	2	8
32	слова с	4	7
33	и с	5	7
34	по себе	3	7
35	еще не	4	7
36	в сущности	9	7
37	как раз	3	7
38	слово и	9	7
39	в себе	9	7
40	слова и	10	7
41	никогда не	4	6
42	ни в	2	6
43	но это	3	6
44	есть в	3	6
45	друг друга	4	6
46	но в	4	6
47	что он	8	6
48	то же	8	6
49	все это	3	6
50	и он	2	6
51	и его	12	6
52	только в	8	6
53	это не	3	5
54	друг с	2	5
55	в котором	4	5
56	к нему	3	5
57	по отношению	6	5
58	мы находим	3	5
59	в самой	3	5
60	в то	3	5
61	так как	14	5
62	к другому	3	5
63	о том	4	5
64	если же	2	5
65	отношению к	5	5
66	во всех	6	5
67	если мы	5	5
68	речи и	30	5
69	с другом	2	5
70	уже в	2	4
71	что в	12	4
72	в этих	2	4
73	можно сказать	5	4
74	слова но	3	4
75	до конца	5	4
76	в виду	5	4
77	по мере	7	4
78	в их	2	4
79	таким образом	23	4
80	все эти	6	4
81	и других	2	4
82	в направлении	5	4
83	и наконец	4	4
84	должно быть	2	4
85	потому что	16	4
86	и здесь	2	4
87	во всем	3	4
88	мы не	7	4
89	мы можем	3	4
90	как в	4	4
91	этих двух	2	4
92	том что	17	4
93	но не	3	4
94	совершенно не	2	4
95	том же	2	4
96	он не	3	4
97	все же	6	4
98	то что	24	4
99	в процессе	5	4
100	так и	3	4
101	приводит к	4	4
102	самом деле	6	4
103	себя и	2	3
104	в отношении	2	3
105	с другой	4	3
106	из этих	3	3
107	не могут	4	3
108	на то	4	3
109	словом и	10	3
110	мы и	2	3
111	такой же	3	3
112	одним из	2	3
113	но для	2	3
114	но если	2	3
115	и для	5	3
116	отношение к	2	3
117	и их	5	3
118	и до	2	3
119	так же	14	3
120	и только	4	3
121	с помощью	13	3
122	друга и	2	3
123	устной речи	3	3
124	также и	2	3
125	но он	2	3
126	но этот	2	3
127	в конце	4	3
128	в речь	2	3
129	бы в	5	3
130	чем у	3	3
131	если бы	5	3
132	и во	4	3
133	эти отношения	2	3
134	с собой	3	3
135	с ее	2	3
136	и при	2	3
137	по своей	10	3
138	ведь это	2	3
139	и что	6	3
140	слов и	2	3
141	она не	5	3
142	но именно	2	3
143	было бы	6	3
144	мы уже	3	3
145	в своей	3	3
146	и о	3	3
147	никак не	5	3
148	что и	3	3
149	что же	2	3
150	только на	3	3
151	в отличие	2	3
152	в той	4	3
153	в речи	5	3
154	тем же	5	3
155	той же	8	3
156	отличается от	3	3
157	в слове	11	3
158	почти всегда	2	3
159	слова как	5	3
160	между двумя	3	3
161	тем что	9	3
162	в этой	3	3
163	отличие от	2	3
164	не менее	4	2
165	зрения как	2	2
166	только и	3	2
167	для этого	3	2
168	в одной	3	2
169	мысли и	11	2
170	и речь	3	2
171	вопрос о	6	2
172	его к	2	2
173	к тому	7	2
174	для нас	2	2
175	так что	4	2
176	пути и	3	2
177	же как	8	2
178	для него	3	2
179	и следовательно	5	2
180	и является	3	2
181	если в	4	2
182	и тем	6	2
183	к слову	14	2
184	к внутренней	6	2
185	в первой	3	2
186	значение в	2	2
187	целый ряд	4	2
188	то и	4	2
189	того и	2	2
190	отношения к	2	2
191	лишь в	2	2
192	как слово	2	2
193	речь и	5	2
194	и по	3	2
195	а в	2	2
196	в которых	2	2
197	сказать что	8	2
198	самим собой	2	2
199	что мы	9	2
200	от одного	2	2
201	с ним	3	2
202	и свой	2	2
203	находим в	2	2
204	речь а	2	2
205	с этим	2	2
206	и другого	2	2
207	стороны и	4	2
208	о которых	2	2
209	но с	2	2
210	раз в	2	2
211	у нас	2	2
212	все что	6	2
213	и слова	6	2
214	своей природе	4	2
215	об этом	3	2
216	к ней	2	2
217	этого слова	3	2
218	только к	2	2
219	нет и	3	2
220	отношение между	4	2
221	вместе с	12	2
222	связи между	5	2
223	речи как	6	2
224	речь в	4	2
225	можно было	2	2
226	ничего не	2	2
227	в данном	5	2
228	во всяком	2	2
229	могут быть	2	2
230	ту же	2	2
231	которые в	2	2
232	того как	2	2
