N	2gram	Voloshinov_1	Problema
1	и не	10	28
2	не только	4	24
3	только в	6	23
4	в том	6	20
5	и в	12	20
6	ни в	3	17
7	все эти	3	16
8	то что	5	15
9	но и	3	14
10	точки зрения	14	14
11	не в	4	13
12	в нашем	11	12
13	не есть	2	12
14	в себе	3	12
15	том что	5	12
16	прежде всего	8	11
17	по себе	3	11
18	с точки	2	11
19	не менее	3	10
20	тем не	3	10
21	отнюдь не	5	10
22	так и	4	10
23	и его	13	10
24	едва ли	2	10
25	может быть	14	9
26	все это	3	9
27	в этом	4	9
28	если бы	9	8
29	таким образом	12	8
30	и все	2	8
31	но в	5	8
32	с другой	4	7
33	это не	2	7
34	ясно что	3	7
35	еще не	3	7
36	мы не	3	7
37	и потому	2	7
38	то же	5	7
39	а не	5	7
40	сказать что	7	7
41	и с	3	7
42	в ней	6	7
43	здесь не	3	7
44	хотя бы	5	7
45	для нас	7	6
46	как и	5	6
47	но это	2	6
48	при этом	6	6
49	в виду	5	6
50	другой стороны	2	6
51	в данном	2	6
52	в каком	3	6
53	и вообще	3	6
54	же самое	2	6
55	мы имеем	2	6
56	но не	2	5
57	на самом	4	5
58	в нем	6	5
59	можно сказать	5	5
60	да и	3	5
61	жизни и	4	5
62	вместе с	2	5
63	данном случае	2	5
64	как в	5	5
65	так же	3	5
66	не может	16	5
67	в них	3	5
68	так как	9	5
69	уже не	4	5
70	и вполне	2	5
71	в этих	2	5
72	о том	3	5
73	уже в	2	4
74	в отношении	2	4
75	в какой	2	4
76	и для	3	4
77	и ее	3	4
78	бы даже	2	4
79	кроме того	2	4
80	в своей	3	4
81	как бы	13	4
82	что не	4	4
83	и наконец	3	4
84	в то	2	4
85	в художественном	3	4
86	с ним	3	4
87	и более	3	3
88	независимо от	2	3
89	все они	2	3
90	в жизни	5	3
91	ни на	2	3
92	в условиях	2	3
93	поскольку они	2	3
94	и к	4	3
95	слова но	2	3
96	является для	2	3
97	для него	3	3
98	но все	2	3
99	конечно не	3	3
100	и является	4	3
101	в его	2	3
102	не так	2	3
103	что и	2	3
104	в зависимости	2	3
105	что в	2	3
106	в своем	2	3
107	самом деле	3	3
108	что мы	5	3
109	к нему	4	3
110	с другими	2	3
111	и на	4	3
112	мы все	4	3
113	имеем в	2	3
114	к его	2	3
115	зависимости от	4	3
116	нет ничего	2	3
117	как это	2	3
118	из этого	3	3
119	мы можем	2	3
120	все время	6	2
121	между собой	2	2
122	мы ни	5	2
123	в корне	2	2
124	была бы	2	2
125	на все	2	2
126	в литературе	4	2
127	стороны и	2	2
128	с его	2	2
129	как же	2	2
130	тому же	2	2
131	в пределах	3	2
132	в самом	4	2
133	общего с	2	2
134	за пределы	4	2
135	он не	2	2
136	перестает быть	2	2
137	относится к	2	2
138	в котором	3	2
139	все же	4	2
140	не к	3	2
141	эти и	2	2
142	только на	3	2
143	дело с	2	2
144	и притом	2	2
145	и что	2	2
146	ни было	4	2
147	и по	3	2
148	действия и	2	2
149	и то	2	2
150	и совершенно	2	2
151	но этот	2	2
152	его в	4	2
153	дело в	4	2
154	в чем	2	2
