N	2gram	Bakhtin_sl_2	Istorich
1	и в	39	24
2	что он	2	21
3	не только	24	21
4	и т	35	17
5	этих случаях	2	16
6	т д	2	16
7	может быть	37	14
8	не может	20	14
9	в этих	7	13
10	что в	3	13
11	как в	13	12
12	в этом	16	12
13	и здесь	2	12
14	но и	21	11
15	это не	5	10
16	у него	3	10
17	том что	5	10
18	а в	4	10
19	и другие	2	9
20	с другой	5	9
21	не в	9	9
22	все же	6	9
23	о том	2	9
24	еще не	7	8
25	что и	3	8
26	все это	16	8
27	то же	4	8
28	а не	14	8
29	или в	2	8
30	так как	4	8
31	один из	5	7
32	в том	5	7
33	мы видели	2	7
34	одна из	4	7
35	во всех	12	7
36	то что	2	7
37	вместе с	2	7
38	к нему	3	7
39	таким образом	8	7
40	всех этих	4	6
41	для нас	5	6
42	как и	6	6
43	но не	6	6
44	мы увидим	2	6
45	в нем	19	6
46	а именно	2	6
47	он не	2	6
48	и все	5	6
49	только в	5	6
50	как он	2	6
51	не менее	4	5
52	одной стороны	5	5
53	отношение к	4	5
54	так и	15	5
55	с одной	5	5
56	в чем	3	5
57	с ним	7	5
58	героя и	5	5
59	там где	6	5
60	но в	6	5
61	никогда не	7	4
62	не всегда	2	4
63	вовсе не	10	4
64	но все	5	4
65	при этом	7	4
66	мы уже	2	4
67	со своим	9	4
68	как бы	7	4
69	в их	2	4
70	и не	22	4
71	мы не	2	4
72	так в	2	4
73	точки зрения	8	4
74	в данном	2	4
75	уже в	2	3
76	с его	7	3
77	не столько	3	3
78	в них	6	3
79	тогда когда	2	3
80	в различных	2	3
81	в дальнейшем	2	3
82	кроме того	2	3
83	например в	5	3
84	его в	4	3
85	не все	2	3
86	связано с	3	3
87	сих пор	2	3
88	в свете	3	3
89	как мы	7	3
90	и наконец	5	3
91	и даже	7	3
92	и его	33	3
93	но это	3	3
94	хотя и	2	3
95	от него	5	3
96	связи с	3	3
97	того как	2	3
98	перед нами	3	2
99	и там	3	2
100	в прямой	2	2
101	и исторически	2	2
102	или даже	3	2
103	и от	3	2
104	но здесь	4	2
105	прежде всего	8	2
106	не могут	5	2
107	стороны и	3	2
108	в то	4	2
109	ни в	4	2
110	без всякого	2	2
111	и оно	2	2
112	только о	2	2
113	и нет	2	2
114	связанные с	4	2
115	в форме	2	2
116	она не	6	2
117	на его	2	2
118	но оно	2	2
119	к ней	2	2
120	в основном	4	2
121	и др	4	2
122	на него	2	2
123	отличается от	2	2
124	здесь не	4	2
125	в связи	2	2
126	уже не	5	2
127	в особенности	3	2
128	но эта	2	2
129	как это	3	2
130	его не	4	2
131	сказать что	3	2
132	в основе	4	2
133	с этим	2	2
134	но он	2	2
135	и на	4	2
136	они не	2	2
137	во всем	4	2
138	все эти	6	2
139	конечно не	5	2
140	это испытание	2	2
141	до сих	2	2
