N	2gram	Losev_Vlad_2	Istorich
1	и в	30	26
2	так как	5	18
3	никогда не	7	13
4	потому что	9	13
5	что в	12	12
6	таким образом	3	12
7	в том	18	12
8	и на	4	12
9	в этом	20	12
10	мы видели	2	11
11	может быть	7	11
12	том что	12	10
13	и не	18	10
14	не только	12	10
15	что он	13	9
16	но и	8	9
17	а именно	6	9
18	в нем	4	8
19	все же	9	8
20	вместе с	8	8
21	все эти	5	8
22	и это	3	8
23	с ним	5	8
24	здесь можно	2	7
25	уже не	3	7
26	и его	6	7
27	у него	19	7
28	о том	4	7
29	но в	8	7
30	то что	20	6
31	мы уже	2	6
32	как в	3	6
33	не может	9	6
34	в виде	3	6
35	в более	2	6
36	и с	14	6
37	как он	2	6
38	мы не	2	6
39	у нас	6	5
40	как и	5	5
41	в ней	4	5
42	в его	11	5
43	то это	4	5
44	так и	5	5
45	то же	4	5
46	и что	5	5
47	как это	7	5
48	в то	9	5
49	только в	6	5
50	его в	4	5
51	есть и	2	4
52	с тем	2	4
53	это не	2	4
54	из этих	3	4
55	прежде всего	6	4
56	с его	4	4
57	здесь мы	3	4
58	но это	4	4
59	в это	4	4
60	на его	4	4
61	как бы	5	4
62	что и	3	4
63	на земле	2	4
64	как мы	11	4
65	и он	4	4
66	и по	2	4
67	а также	10	4
68	в очень	3	4
69	себе в	2	4
70	в частности	2	3
71	в них	3	3
72	на котором	2	3
73	и от	2	3
74	к этому	6	3
75	меня в	2	3
76	на первый	2	3
77	так что	5	3
78	не в	9	3
79	к концу	5	3
80	то время	6	3
81	кроме того	9	3
82	она не	2	3
83	наряду с	2	3
84	еще в	2	3
85	другими словами	5	3
86	в своей	5	3
87	во сне	2	3
88	из этого	5	3
89	данном случае	2	3
90	со стороны	4	3
91	а в	11	3
92	при этом	5	3
93	и вот	3	3
94	там же	12	3
95	и наконец	4	3
96	время как	2	3
97	меня и	2	3
98	в своих	2	3
99	в данном	3	3
100	и то	5	3
101	их в	2	3
102	сказать что	11	3
103	приходит к	2	3
104	в себе	6	3
105	не было	10	3
106	как будто	2	3
107	него и	2	3
108	того как	2	3
109	с этой	4	2
110	о чем	6	2
111	и как	3	2
112	однако в	2	2
113	в этих	4	2
114	в своем	8	2
115	но он	3	2
116	того же	5	2
117	с этим	5	2
118	после смерти	4	2
119	первый план	2	2
120	вовсе не	4	2
121	на то	2	2
122	это мы	5	2
123	можно сказать	4	2
124	к тому	2	2
125	мы знаем	4	2
126	для нас	7	2
127	он был	6	2
128	но все	2	2
129	как у	2	2
130	но не	3	2
131	так же	4	2
132	и хотя	2	2
133	после того	2	2
134	уже давно	2	2
135	было бы	9	2
136	и сам	2	2
137	под названием	3	2
138	кажется что	2	2
139	него в	4	2
140	всяком случае	6	2
141	я его	3	2
142	даже в	2	2
143	что эти	2	2
144	не есть	4	2
145	нам кажется	3	2
146	не имеет	2	2
147	жизни и	6	2
148	ни в	7	2
149	и до	2	2
150	что же	8	2
151	точно так	3	2
152	он не	4	2
153	мы находим	2	2
154	а не	7	2
155	того что	5	2
156	и больше	3	2
157	что не	2	2
158	те кто	2	2
159	его не	2	2
160	можно было	2	2
161	где он	3	2
162	во всяком	6	2
163	что касается	3	2
164	он и	3	2
165	из его	2	2
166	мы должны	4	2
167	в этой	4	2
168	но вот	3	2
169	ее на	2	2
170	что это	4	2
171	здесь не	4	2
172	когда мы	3	2
173	не вполне	2	2
174	ничего не	2	2
175	или как	2	2
