N	2gram	Voloshinov_1	Istorich
1	что он	2	24
2	не только	7	18
3	может быть	17	17
4	никогда не	2	15
5	и в	16	15
6	но и	4	14
7	так как	4	14
8	так же	2	13
9	что в	3	12
10	знаем что	2	12
11	а в	3	12
12	то что	3	12
13	в этих	3	11
14	мы знаем	3	11
15	и не	4	11
16	в этом	9	11
17	его в	4	10
18	то же	2	10
19	еще не	5	9
20	один из	2	8
21	он не	2	8
22	мы видим	2	8
23	мы можем	9	8
24	том что	3	7
25	и пр	12	7
26	в нем	4	7
27	вместе с	3	7
28	сих пор	3	7
29	таким образом	9	7
30	до сих	3	6
31	мы уже	2	6
32	что это	2	6
33	в его	4	6
34	как бы	5	6
35	что и	2	6
36	в том	3	6
37	только в	4	6
38	но в	4	6
39	и есть	3	5
40	с этим	2	5
41	прежде всего	9	5
42	в одном	3	5
43	было бы	2	5
44	же как	2	5
45	так и	4	5
46	не может	8	5
47	и наконец	4	5
48	и др	3	4
49	у него	2	4
50	для нас	2	4
51	но это	2	4
52	в этой	4	4
53	при этом	6	4
54	в область	2	4
55	другими словами	2	4
56	они не	2	4
57	и с	8	4
58	и на	4	4
59	все эти	5	4
60	и его	8	3
61	из этих	2	3
62	как это	3	3
63	и она	3	3
64	о том	2	3
65	все это	4	3
66	мы не	2	3
67	что мы	2	3
68	и это	6	3
69	во время	3	2
70	самого начала	4	2
71	могут быть	3	2
72	себя и	2	2
73	и так	2	2
74	в жизни	2	2
75	к себе	3	2
76	на самом	4	2
77	не знает	2	2
78	ни в	5	2
79	в основном	3	2
80	как и	2	2
81	оно и	2	2
82	есть и	2	2
83	и может	4	2
84	и для	2	2
85	так называемый	2	2
86	хотя бы	4	2
87	ее в	2	2
88	с ее	4	2
89	на этой	3	2
90	во всех	3	2
91	и их	4	2
92	и только	9	2
93	с самого	4	2
94	самом деле	6	2
95	и по	2	2
96	ребенка и	3	2
97	с другими	3	2
98	с ними	4	2
99	мифов и	4	2
100	сказать что	7	2
101	находится в	2	2
102	и ее	4	2
103	их в	3	2
104	в него	5	2
105	в мир	2	2
