N	2gram	Bakhtin_fo_2	Narrotol
1	не только	11	31
2	но и	9	27
3	и не	9	23
4	при этом	6	19
5	может быть	7	15
6	в частности	5	14
7	в качестве	3	14
8	как и	8	13
9	а не	4	13
10	а в	3	13
11	только в	11	12
12	в этом	22	12
13	и в	46	11
14	в данном	2	11
15	и его	12	10
16	то что	7	9
17	во времени	3	9
18	то есть	10	9
19	то же	8	8
20	в том	10	8
21	и т.п	2	8
22	не может	2	8
23	уже не	3	8
24	у него	9	7
25	том что	4	7
26	на протяжении	3	7
27	но в	10	7
28	к тому	3	6
29	а также	3	6
30	не в	9	6
31	и он	4	6
32	не мог	2	6
33	как бы	10	6
34	один из	2	6
35	жизни и	8	6
36	в себе	4	6
37	в его	8	6
38	в этой	2	6
39	можно сказать	2	5
40	точка зрения	3	5
41	так и	7	5
42	и на	7	5
43	потому что	8	5
44	точки зрения	10	5
45	о чем	3	4
46	никогда не	6	4
47	из этих	4	4
48	к себе	4	4
49	в литературе	2	4
50	или иной	2	4
51	что на	3	4
52	все же	6	4
53	для него	3	4
54	то в	2	4
55	но не	5	4
56	же время	4	4
57	прежде всего	14	4
58	еще не	6	4
59	имеет место	3	4
60	вплоть до	2	4
61	в нем	5	4
62	в мире	4	4
63	из них	8	4
64	по себе	2	4
65	как в	4	4
66	того что	3	4
67	того чтобы	8	4
68	хотя и	3	4
69	в то	5	4
70	о том	4	4
71	в эпизоде	7	4
72	в одном	7	4
73	мира в	3	4
74	что в	5	3
75	в своем	5	3
76	это не	2	3
77	в пространстве	5	3
78	что он	3	3
79	у нас	2	3
80	и как	3	3
81	для того	8	3
82	картины мира	2	3
83	жизни а	2	3
84	и о	2	3
85	за ними	4	3
86	он не	5	3
87	не является	3	3
88	его жизни	4	3
89	не было	3	3
90	этом отношении	2	3
91	именно в	2	3
92	лишь в	2	3
93	также и	4	3
94	их в	4	3
95	и с	6	3
96	и все	6	3
97	беседы с	2	3
98	как это	2	3
99	мы имеем	2	3
100	отнюдь не	4	2
101	в этих	3	2
102	а на	2	2
103	в конце	2	2
104	в сущности	2	2
105	ему в	3	2
106	о его	2	2
107	как мы	6	2
108	же в	4	2
109	в романе	13	2
110	о смерти	2	2
111	по своему	2	2
112	все что	2	2
113	между ними	2	2
114	до конца	2	2
115	до сих	2	2
116	в пределах	5	2
117	она не	2	2
118	как у	3	2
119	к ним	2	2
120	если в	2	2
121	вместе с	9	2
122	быть и	2	2
123	сих пор	2	2
124	в форме	3	2
125	человеческой жизни	4	2
126	жизни в	4	2
127	в связи	8	2
128	не могла	2	2
129	и только	2	2
130	в особенности	6	2
131	если не	2	2
132	человека в	6	2
133	и вот	2	2
134	в той	2	2
135	тем же	2	2
136	и даже	3	2
137	времени в	7	2
138	жизни как	2	2
139	с другой	2	2
140	и для	9	2
141	столько же	2	2
142	особенно в	2	2
143	роль в	3	2
144	каждый из	2	2
145	друг на	2	2
146	сами по	2	2
147	во всяком	2	2
148	и от	2	2
149	на друга	2	2
150	связи с	8	2
151	же самое	3	2
152	жизни но	2	2
153	здесь не	2	2
154	так сказать	7	2
155	с ним	4	2
156	мыслится как	2	2
157	та же	3	2
