N	2gram	Bakhtin_Pr_1	Istorich
1	и в	29	24
2	что он	8	21
3	не только	15	21
4	и т	4	17
5	т е	21	16
6	может быть	24	14
7	не может	12	14
8	что в	8	13
9	что герой	2	12
10	как в	6	12
11	в этом	22	12
12	и здесь	3	12
13	но и	14	11
14	это не	9	10
15	у него	5	10
16	том что	7	10
17	а в	7	10
18	и что	2	10
19	мы видим	2	10
20	с другой	3	9
21	не в	7	9
22	все же	9	9
23	потому что	8	9
24	еще не	5	8
25	что и	4	8
26	все это	6	8
27	другой стороны	3	8
28	то же	14	8
29	а не	22	8
30	так как	6	8
31	один из	2	7
32	в том	8	7
33	одна из	3	7
34	то что	15	7
35	к нему	6	7
36	таким образом	12	7
37	тем что	4	6
38	всех этих	2	6
39	с этой	2	6
40	как и	12	6
41	так же	6	6
42	но не	9	6
43	в нем	19	6
44	он не	5	6
45	только в	10	6
46	отношение к	2	5
47	так и	7	5
48	что она	6	5
49	здесь мы	2	5
50	с ним	5	5
51	ничего не	5	5
52	героя и	10	5
53	там где	10	5
54	но в	7	5
55	на вопрос	2	4
56	никогда не	3	4
57	вовсе не	7	4
58	он может	3	4
59	по существу	3	4
60	но все	5	4
61	при этом	2	4
62	есть и	2	4
63	мы уже	2	4
64	со своим	2	4
65	как бы	19	4
66	в их	3	4
67	то и	2	4
68	и не	31	4
69	точки зрения	19	4
70	в данном	2	4
71	мы должны	3	4
72	уже в	3	3
73	с его	9	3
74	в другой	3	3
75	из одного	4	3
76	в них	3	3
77	превращается в	4	3
78	а его	2	3
79	но они	2	3
80	вопрос о	2	3
81	так что	2	3
82	кроме того	3	3
83	кажется что	2	3
84	например в	3	3
85	эта форма	2	3
86	себе и	3	3
87	его в	6	3
88	сих пор	2	3
89	данном случае	2	3
90	по своим	2	3
91	в свете	4	3
92	как мы	4	3
93	и наконец	4	3
94	и даже	2	3
95	и его	14	3
96	но это	4	3
97	к себе	2	3
98	связи с	2	3
99	в конце	6	3
100	и этим	3	3
101	тоже не	2	3
102	перед нами	5	2
103	тому что	3	2
104	или даже	2	2
105	и от	2	2
106	же что	5	2
107	прежде всего	7	2
108	не могут	6	2
109	в литературе	4	2
110	и ее	2	2
111	в то	10	2
112	все в	3	2
113	ни в	3	2
114	ее он	2	2
115	отсюда же	2	2
116	героя его	2	2
117	и нет	2	2
118	в форме	7	2
119	она не	7	2
120	тот же	2	2
121	было бы	5	2
122	на его	2	2
123	в самом	10	2
124	и о	5	2
125	с героем	2	2
126	что из	2	2
127	в котором	2	2
128	и др	5	2
129	на себя	2	2
130	ее как	3	2
131	на него	3	2
132	отличается от	3	2
133	уже не	13	2
134	нами в	2	2
135	но эта	4	2
136	и у	3	2
137	на этот	2	2
138	в которой	2	2
139	друг друга	3	2
140	героя а	5	2
141	героя но	2	2
142	сказать что	3	2
143	в основе	4	2
144	в одной	6	2
145	он в	3	2
146	с этим	2	2
147	но он	2	2
148	и на	7	2
149	они не	4	2
150	этот вопрос	2	2
151	в один	2	2
152	его на	2	2
153	все эти	9	2
154	и это	5	2
155	конечно не	2	2
156	даже там	2	2
157	все его	3	2
158	е в	2	2
159	до сих	2	2
