N	2gram	Vygotskiy__2	Vladivir
1	и в	15	30
2	то что	20	20
3	в этом	19	20
4	у него	2	19
5	в том	33	18
6	и не	7	18
7	и с	4	14
8	что он	12	13
9	том что	27	12
10	что в	14	12
11	не только	15	12
12	в его	2	11
13	а в	4	11
14	как мы	6	11
15	сказать что	6	11
16	а также	2	10
17	и вообще	2	10
18	и даже	5	10
19	не в	8	9
20	для него	3	9
21	было бы	10	9
22	все же	4	9
23	потому что	7	9
24	не может	9	9
25	связи с	9	8
26	в своем	9	8
27	вместе с	6	8
28	но и	10	8
29	что же	2	8
30	в связи	6	8
31	но в	6	8
32	никогда не	8	7
33	точки зрения	26	7
34	и все	3	7
35	ни в	2	7
36	может быть	9	7
37	для нас	4	7
38	а не	3	7
39	как это	6	7
40	к этому	4	6
41	прежде всего	4	6
42	и к	6	6
43	об этом	3	6
44	только в	4	6
45	всяком случае	6	6
46	во всяком	7	6
47	в себе	2	6
48	и его	4	6
49	также и	2	6
50	по себе	7	5
51	как и	6	5
52	при этом	3	5
53	того же	3	5
54	но что	2	5
55	тот же	7	5
56	в своей	4	5
57	как бы	7	5
58	в котором	2	5
59	для себя	3	5
60	так и	8	5
61	все это	4	5
62	с этим	3	5
63	в течение	2	5
64	и что	8	5
65	того что	17	5
66	в результате	3	5
67	все эти	3	5
68	так как	4	5
69	с ним	3	5
70	с его	4	4
71	именно в	2	4
72	с этой	2	4
73	с с	2	4
74	вовсе не	6	4
75	можно сказать	2	4
76	мы знаем	7	4
77	что его	4	4
78	в этой	6	4
79	в целом	10	4
80	что это	6	4
81	несмотря на	4	4
82	и мы	2	4
83	он не	7	4
84	в этих	2	4
85	со стороны	3	4
86	то же	5	4
87	на этот	6	4
88	так же	4	4
89	той же	2	4
90	по поводу	4	4
91	с в	4	4
92	в начале	4	4
93	мы должны	6	4
94	о том	9	4
95	в которой	4	4
96	уже в	5	3
97	мы будем	3	3
98	в них	4	3
99	в отношении	6	3
100	хотя бы	4	3
101	едва ли	7	3
102	из этих	4	3
103	в следующем	3	3
104	что и	2	3
105	по существу	5	3
106	и как	2	3
107	своей жизни	2	3
108	тем более	3	3
109	философии и	3	3
110	более или	2	3
111	но не	3	3
112	в данном	3	3
113	и для	2	3
114	том же	2	3
115	и особенно	3	3
116	с точки	18	3
117	во всех	2	3
118	вообще в	2	3
119	или менее	2	3
120	как в	4	3
121	в отличие	3	3
122	таким образом	14	3
123	те же	3	3
124	должно быть	2	3
125	отличие от	3	3
126	к ней	2	3
127	что можно	3	3
128	и это	3	3
129	учения о	2	3
130	не то	2	3
131	как у	2	2
132	с которой	2	2
133	он сам	3	2
134	нисколько не	2	2
135	казалось бы	8	2
136	уже и	2	2
137	и есть	2	2
138	он на	3	2
139	больше того	3	2
140	это не	5	2
141	тогда когда	5	2
142	на все	2	2
143	мы видели	6	2
144	же это	2	2
145	к тому	7	2
146	в общем	3	2
147	увидим ниже	2	2
148	и можно	2	2
149	без всякого	2	2
150	друг друга	5	2
151	только тогда	2	2
152	которой мы	2	2
153	в последнее	4	2
154	само по	2	2
155	и сам	3	2
156	бы с	3	2
157	и из	2	2
158	мы уже	6	2
159	в самом	11	2
160	в сущности	9	2
161	в частности	6	2
162	том чтобы	4	2
163	на то	6	2
164	для того	10	2
165	в виду	6	2
166	даже в	4	2
167	еще один	2	2
168	не имеет	4	2
169	наряду с	2	2
170	с ней	2	2
171	и до	3	2
172	данном случае	3	2
173	в их	2	2
174	есть нечто	2	2
175	того как	4	2
176	но все	2	2
177	в теории	6	2
178	мы находим	6	2
179	заключается в	8	2
180	того чтобы	12	2
181	только его	2	2
182	и по	3	2
183	что для	3	2
184	можно было	5	2
185	нет никаких	2	2
186	нас в	2	2
187	их в	4	2
188	в более	2	2
189	с и	4	2
190	к его	2	2
191	последнее время	5	2
192	на эту	2	2
193	что если	2	2
194	как он	6	2
195	или как	2	2
196	к этой	3	2
197	ничего не	3	2
198	мы не	10	2
