N	2gram	Vygotskiy__4	Freidism
1	таким образом	25	24
2	и не	8	23
3	не может	6	20
4	точки зрения	24	19
5	прежде всего	2	18
6	в этом	24	15
7	в его	11	15
8	с помощью	31	14
9	мы можем	5	13
10	может быть	12	13
11	и его	5	12
12	как и	9	11
13	как бы	7	11
14	то что	15	11
15	все эти	5	11
16	с точки	11	11
17	так и	5	10
18	как мы	13	10
19	самом деле	7	10
20	его в	6	10
21	но в	3	10
22	и в	20	9
23	что он	6	8
24	еще не	2	8
25	в своей	7	8
26	не только	15	8
27	то же	16	8
28	только в	10	8
29	так как	10	8
30	ни в	3	7
31	тот же	9	7
32	к нему	2	7
33	во всяком	4	7
34	один из	3	7
35	мы видели	6	7
36	в самом	6	7
37	те же	6	7
38	сказать что	6	7
39	мы уже	5	7
40	всяком случае	3	7
41	никогда не	5	6
42	для него	2	6
43	того что	10	6
44	в ней	2	6
45	совершенно не	3	6
46	и с	4	6
47	и к	5	5
48	в свою	2	5
49	не в	4	5
50	в этой	3	5
51	в чем	3	5
52	что такое	5	5
53	что в	19	5
54	но и	9	5
55	по мнению	2	5
56	для того	5	5
57	а в	2	5
58	и на	6	5
59	могут быть	7	5
60	с этим	5	5
61	в каком	2	5
62	мы должны	11	5
63	не менее	3	4
64	но не	3	4
65	в следующей	2	4
66	в этих	3	4
67	из этих	2	4
68	если мы	10	4
69	в собственном	7	4
70	к тому	6	4
71	на этом	3	4
72	при этом	12	4
73	другими словами	2	4
74	от того	3	4
75	в основе	17	4
76	в нем	2	4
77	все же	5	4
78	данном случае	2	4
79	между ними	4	4
80	того чтобы	7	4
81	и для	4	4
82	в которой	3	4
83	той же	6	4
84	в таком	2	4
85	в данном	2	4
86	потому что	12	4
87	зависимости от	2	4
88	не могут	3	3
89	нисколько не	2	3
90	если бы	5	3
91	ребенка к	3	3
92	тому что	4	3
93	развития как	3	3
94	и от	3	3
95	на место	3	3
96	что все	3	3
97	а только	3	3
98	в себе	10	3
99	и как	9	3
100	представления и	2	3
101	по своему	4	3
102	сейчас же	2	3
103	со всеми	3	3
104	случае не	2	3
105	было бы	8	3
106	и тот	7	3
107	один и	7	3
108	и той	4	3
109	ребенка в	4	3
110	себя в	3	3
111	когда он	3	3
112	вместе с	8	3
113	этот процесс	6	3
114	собственном смысле	7	3
115	со стороны	3	3
116	приводит к	3	3
117	и те	4	3
118	не знает	2	3
119	как в	5	3
120	мысли и	2	3
121	одной и	5	3
122	этой области	2	3
123	и что	8	3
124	свою очередь	2	3
125	этой теории	4	3
126	и т.п	2	3
127	следующей главе	2	3
128	на этот	3	3
129	между двумя	2	3
130	мы имеем	2	3
131	такой же	2	3
132	при анализе	2	3
133	у него	2	3
134	ничего общего	3	3
135	может стать	2	3
136	слова и	5	3
137	не является	5	3
138	в сознании	4	3
139	в отношении	10	2
140	уже в	6	2
141	на всем	2	2
142	видели что	2	2
143	только не	5	2
144	и другие	9	2
145	что это	2	2
146	в нашем	4	2
147	между собой	5	2
148	в какой	3	2
149	того же	9	2
150	с другой	12	2
151	это не	5	2
152	формы и	3	2
153	к этому	4	2
154	это утверждение	3	2
155	же самое	7	2
156	для развития	2	2
157	для ребенка	2	2
158	для нас	4	2
159	том что	35	2
160	самого себя	2	2
161	высшей степени	2	2
162	а не	7	2
163	в настоящей	2	2
164	что с	4	2
165	в нашей	2	2
166	ли мы	2	2
167	одной стороны	9	2
168	из них	4	2
169	не совсем	2	2
170	в сновидении	3	2
171	у ребенка	13	2
172	на один	4	2
173	мы говорили	3	2
174	что мы	7	2
175	но для	2	2
176	в процессе	27	2
177	в него	2	2
178	в своем	4	2
179	себе и	3	2
180	помощью которого	2	2
181	в развитии	25	2
182	в их	12	2
183	только на	2	2
184	во всей	4	2
185	отличается от	2	2
186	в совершенно	3	2
187	а с	2	2
188	этом отношении	7	2
189	с одной	9	2
190	что оно	4	2
191	в отличие	2	2
192	выводу что	2	2
193	и у	2	2
194	в высшей	2	2
195	тем же	4	2
196	к этим	2	2
197	так же	11	2
198	отличие от	2	2
199	роль в	4	2
200	на основе	10	2
201	мы видим	10	2
202	опирается на	2	2
203	и то	10	2
204	их в	2	2
205	и тех	2	2
206	они не	2	2
207	что и	9	2
208	является по	2	2
209	и при	4	2
210	но как	2	2
211	нам в	2	2
212	нами выше	4	2
213	когда мы	2	2
214	представлений и	3	2
215	как это	9	2
216	в области	4	2
217	оно может	3	2
218	и поэтому	3	2
219	в виду	3	2
