N	2gram	Losev_Dial_4	FransuaR
1	и в	15	45
2	и не	30	15
3	не только	8	14
4	в этом	11	14
5	но в	3	14
6	в его	4	13
7	во всех	2	13
8	и его	7	13
9	как бы	14	12
10	что в	7	12
11	в своем	5	11
12	то же	9	11
13	в то	6	11
14	прежде всего	11	10
15	в том	11	10
16	в нем	5	10
17	но и	4	10
18	как и	7	10
19	и с	4	10
20	же время	6	9
21	вовсе не	6	8
22	в ней	5	8
23	жизни и	4	8
24	таким образом	5	8
25	так же	4	8
26	с его	5	7
27	том что	10	7
28	не в	8	7
29	что и	6	7
30	все это	9	7
31	также и	4	7
32	потому что	10	7
33	и все	11	7
34	что он	7	6
35	в этой	4	6
36	так и	5	6
37	того чтобы	5	6
38	для того	5	6
39	так как	14	6
40	весь мир	2	6
41	в них	2	6
42	есть и	3	5
43	с ним	3	5
44	одной из	2	5
45	это и	9	5
46	мы видим	4	5
47	но это	4	5
48	на этом	3	5
49	хотя и	6	5
50	с ее	10	5
51	и их	2	5
52	как раз	4	5
53	не может	11	5
54	все эти	3	5
55	в себя	5	5
56	и как	4	5
57	и на	5	5
58	перед нами	6	4
59	об этом	3	4
60	и во	2	4
61	мы не	9	4
62	его как	2	4
63	ничего не	17	4
64	кроме того	2	4
65	в самом	2	4
66	в сущности	5	4
67	и о	8	4
68	между собою	2	4
69	мы уже	3	4
70	в их	3	4
71	мы находим	2	4
72	не мог	2	4
73	а не	18	4
74	и даже	6	4
75	той же	5	4
76	сказать что	6	4
77	в основе	10	4
78	чем же	2	4
79	с этим	3	4
80	точки зрения	14	4
81	только в	7	4
82	о том	5	4
83	и это	8	4
84	бы в	4	4
85	как это	2	4
86	это было	2	4
87	не менее	2	3
88	нисколько не	2	3
89	и ни	2	3
90	как в	3	3
91	это не	12	3
92	но они	2	3
93	из этих	2	3
94	мир и	4	3
95	в одном	4	3
96	что на	2	3
97	ни в	8	3
98	об этой	2	3
99	есть в	4	3
100	в своей	3	3
101	от того	2	3
102	для всех	3	3
103	вместе с	2	3
104	что она	5	3
105	не было	2	3
106	именно в	5	3
107	в течение	4	3
108	этой жизни	2	3
109	этот момент	3	3
110	и вот	11	3
111	того что	13	3
112	не имеет	14	3
113	и для	5	3
114	ведь и	2	3
115	только для	3	2
116	не могут	2	2
117	если мы	5	2
118	с тем	4	2
119	и есть	19	2
120	и та	3	2
121	мы еще	2	2
122	себя и	3	2
123	и без	2	2
124	говорить о	11	2
125	хотя бы	4	2
126	за его	2	2
127	что все	4	2
128	на все	2	2
129	к этому	3	2
130	можно сказать	5	2
131	видим что	4	2
132	в отношении	2	2
133	отличие от	2	2
134	то что	16	2
135	в качестве	2	2
136	но именно	2	2
137	было бы	9	2
138	что это	13	2
139	и если	3	2
140	конечно не	2	2
141	может быть	17	2
142	в этот	2	2
143	нет и	2	2
144	один из	4	2
145	все же	2	2
146	когда он	3	2
147	а именно	6	2
148	в свете	5	2
149	что эта	2	2
150	и только	2	2
151	в особенности	4	2
152	при этом	2	2
153	в истории	3	2
154	свободы и	3	2
155	можно говорить	2	2
156	лишь в	2	2
157	и слово	2	2
158	и что	9	2
159	и наконец	3	2
160	с точки	9	2
161	и притом	3	2
162	жизнь и	2	2
163	в данном	3	2
164	мы можем	3	2
165	и вообще	7	2
166	но мы	2	2
167	и жизни	2	2
168	в чем	8	2
169	которая не	2	2
170	нет ни	3	2
171	том как	2	2
172	от этого	3	2
