N	3gram	Vygotskiy__4	Problema
1	и т д	2	10
2	то же самое	6	9
3	на то что	6	8
4	для того чтобы	19	8
5	сам по себе	2	7
6	то что мы	3	6
7	о том что	10	5
8	в том что	12	5
9	точно так же	3	4
10	в конце концов	3	4
11	сама по себе	3	4
12	на самом деле	5	4
13	сами по себе	3	3
14	то что он	3	3
15	с точки зрения	4	3
16	мы никогда не	3	3
17	до сих пор	3	3
18	с другой стороны	2	3
19	не только не	2	3
20	и если мы	2	3
21	то что в	3	3
22	что в нем	5	3
23	во всяком случае	3	3
24	можно было бы	4	2
25	во всех этих	2	2
26	так же как	3	2
27	в самом деле	7	2
28	и в этом	3	2
29	что может быть	2	2
30	и в самом	2	2
31	о том как	2	2
32	и что в	3	2
33	нисколько не больше	2	2
