N	2gram	Bakhtin_Fr_2	Komedia
1	и в	49	22
2	и не	15	21
3	том что	4	13
4	в том	3	12
5	таким образом	7	12
6	так как	6	11
7	ни в	3	10
8	до сих	4	9
9	в самом	3	9
10	вместе с	2	9
11	сих пор	4	9
12	в своем	5	8
13	что он	3	8
14	к ней	2	8
15	в его	18	8
16	в этом	15	8
17	о том	3	8
18	о чем	3	7
19	при этом	5	7
20	то же	7	7
21	а в	4	7
22	в конце	2	7
23	во время	12	6
24	еще не	2	6
25	может быть	5	6
26	того чтобы	2	6
27	и его	17	6
28	в то	6	6
29	связи с	2	5
30	что в	2	5
31	же время	6	5
32	прежде всего	19	5
33	хотя и	2	5
34	не только	17	5
35	в своей	5	5
36	отношение к	8	5
37	из них	3	5
38	все это	9	5
39	тем что	4	5
40	к нему	3	5
41	с ним	4	5
42	но в	4	5
43	но все	4	4
44	должен был	2	4
45	у него	2	4
46	с другой	4	4
47	вовсе не	10	4
48	он был	2	4
49	все же	7	4
50	не дает	3	4
51	до конца	2	4
52	несмотря на	3	4
53	в ней	2	4
54	то что	6	4
55	но и	13	4
56	в отношении	2	4
57	до нас	8	4
58	так же	2	4
59	точки зрения	6	4
60	в себе	4	4
61	в связи	2	4
62	так и	6	4
63	и с	6	4
64	с его	5	3
65	никогда не	5	3
66	в них	13	3
67	себе в	2	3
68	одного из	2	3
69	в нем	9	3
70	далеко не	3	3
71	на то	2	3
72	и к	4	3
73	и еще	2	3
74	в ее	3	3
75	как и	11	3
76	в начале	5	3
77	в этой	10	3
78	все что	2	3
79	одной стороны	3	3
80	было бы	3	3
81	как бы	11	3
82	один из	7	3
83	не может	7	3
84	с одной	3	3
85	в течение	3	3
86	с точки	5	3
87	и даже	2	3
88	их в	3	3
89	одной из	2	3
90	мы можем	2	3
91	во всяком	2	3
92	ничего не	2	3
93	всяком случае	2	3
94	под влиянием	2	2
95	он понимает	2	2
96	уже в	5	2
97	в качестве	2	2
98	и без	2	2
99	сравнению с	2	2
100	и особенно	3	2
101	нового времени	4	2
102	и все	3	2
103	в одном	3	2
104	человека и	3	2
105	это в	2	2
106	для понимания	2	2
107	в г	3	2
108	без всякого	2	2
109	а затем	3	2
110	по существу	2	2
111	что они	2	2
112	перед лицом	2	2
113	в пределах	2	2
114	тот же	5	2
115	совершенно не	2	2
116	на его	2	2
117	в сущности	8	2
118	за пределы	2	2
119	в произведениях	2	2
120	и о	4	2
121	одним из	2	2
122	в свое	4	2
123	и со	3	2
124	раз в	3	2
125	по сравнению	2	2
126	во всех	6	2
127	в их	2	2
128	как мы	7	2
129	другой стороны	3	2
130	она была	4	2
131	целый ряд	2	2
132	вплоть до	2	2
133	в известной	4	2
134	отношения к	4	2
135	не было	4	2
136	этом отношении	3	2
137	в мире	2	2
138	в эпоху	13	2
139	что для	3	2
140	роль в	5	2
141	можно было	3	2
142	меньше чем	2	2
143	в своих	4	2
144	и на	17	2
145	и во	4	2
146	нуждается в	2	2
147	что касается	2	2
148	в другом	2	2
149	и после	2	2
150	и это	3	2
151	здесь не	2	2
152	в области	4	2
153	в виду	3	2
