N	2gram	Ircho_Kome_2	Hudozhes
1	и в	26	28
2	том что	9	19
3	в ее	2	18
4	и не	14	18
5	в том	11	15
6	не в	2	13
7	в этом	10	13
8	о том	6	12
9	как и	4	11
10	в его	4	11
11	не только	7	11
12	у нее	2	10
13	но и	10	9
14	о чем	3	8
15	что он	5	8
16	может быть	11	8
17	себя в	3	8
18	так и	12	8
19	между тем	4	8
20	и все	2	7
21	к тому	12	7
22	об этом	2	7
23	в мире	2	7
24	в частности	4	7
25	отношению к	3	7
26	что она	2	7
27	по отношению	3	7
28	как это	4	7
29	это не	2	6
30	в котором	3	6
31	то что	6	6
32	жизни и	3	6
33	в своей	3	6
34	если бы	9	6
35	то же	3	6
36	не было	3	6
37	а в	3	6
38	в глазах	2	6
39	и с	5	6
40	тем что	3	6
41	в то	6	6
42	с его	5	5
43	что это	4	5
44	и другие	2	5
45	не менее	4	5
46	у него	4	5
47	в своем	6	5
48	как бы	2	5
49	как в	3	5
50	да и	3	5
51	в этой	3	5
52	что в	9	5
53	и сам	3	5
54	в самом	4	5
55	наряду с	6	5
56	и его	12	5
57	рядом с	2	5
58	одно из	2	5
59	бы и	2	4
60	тому что	4	4
61	но не	3	4
62	в качестве	5	4
63	же время	3	4
64	для того	5	4
65	вслед за	2	4
66	он не	2	4
67	что и	7	4
68	и т	2	4
69	не может	3	4
70	человека в	3	4
71	того чтобы	6	4
72	как будто	4	4
73	только в	4	4
74	в других	2	4
75	в ответ	2	3
76	все время	2	3
77	в них	4	3
78	столь же	9	3
79	с другой	2	3
80	в одном	2	3
81	прежде всего	4	3
82	в нем	6	3
83	и ее	2	3
84	что на	3	3
85	для нас	3	3
86	и тех	2	3
87	когда в	2	3
88	еще не	6	3
89	одной стороны	2	3
90	было бы	8	3
91	по поводу	3	3
92	в это	2	3
93	одной из	4	3
94	в ней	3	3
95	в этих	4	3
96	со стороны	2	3
97	все это	3	3
98	с одной	2	3
99	едва ли	14	3
100	или в	3	3
101	можно было	4	3
102	с ними	2	3
103	и на	7	3
104	на себя	7	3
105	что у	4	3
106	как он	3	3
107	и это	2	3
108	к нему	3	3
109	место в	4	2
110	в голову	2	2
111	эти люди	2	2
112	как видим	2	2
113	отнюдь не	2	2
114	однако в	2	2
115	и от	4	2
116	из этих	4	2
117	в духе	2	2
118	с собой	2	2
119	вовсе не	2	2
120	о его	4	2
121	как мы	4	2
122	мы знаем	3	2
123	в г	17	2
124	тому же	11	2
125	жизни так	2	2
126	одна из	2	2
127	художественного мышления	2	2
128	на этом	2	2
129	с женой	2	2
130	со своей	3	2
131	и к	2	2
132	не по	4	2
133	отношениях с	3	2
134	до сих	2	2
135	если в	2	2
136	не является	2	2
137	один из	5	2
138	в нашем	2	2
139	это было	4	2
140	все же	4	2
141	в первом	2	2
142	отношение к	2	2
143	из них	7	2
144	вместе с	9	2
145	сих пор	2	2
146	дело с	3	2
147	т п	2	2
148	того как	3	2
149	в двух	6	2
150	не более	2	2
151	более чем	4	2
152	и у	2	2
153	в принципе	2	2
154	хотя бы	2	2
155	и для	4	2
156	той же	3	2
157	роль в	2	2
158	в любви	2	2
159	потому что	6	2
160	теперь в	2	2
161	точки зрения	4	2
162	говорить о	2	2
163	впрочем и	2	2
164	могла бы	3	2
165	его в	4	2
166	ответ на	3	2
167	но в	3	2
168	же не	2	2
