N	2gram	Tiupa_Lite_3	Myslijsy
1	потому что	3	52
2	то есть	5	42
3	и в	16	39
4	может быть	12	27
5	в том	12	26
6	только в	7	25
7	что в	2	22
8	не может	8	22
9	а не	12	21
10	не только	14	21
11	в нем	2	20
12	но и	14	20
13	и не	22	18
14	том что	8	16
15	не в	10	15
16	в этом	14	15
17	если бы	2	14
18	отношению к	4	13
19	так и	9	13
20	по отношению	4	13
21	в себе	6	13
22	было бы	2	12
23	по себе	2	10
24	что не	2	10
25	то что	12	10
26	как в	5	10
27	как и	5	9
28	тем что	2	9
29	но в	3	9
30	в одном	4	8
31	но не	4	8
32	вместе с	5	8
33	со стороны	7	8
34	того что	9	8
35	в слове	3	8
36	точки зрения	7	8
37	с другой	6	7
38	должно быть	4	7
39	в нас	2	7
40	это не	5	7
41	не менее	2	6
42	человеческого духа	3	6
43	и как	3	6
44	еще не	6	6
45	как бы	8	6
46	что и	2	6
47	все же	2	6
48	в природе	4	6
49	то же	9	6
50	и наоборот	2	6
51	при этом	15	6
52	несмотря на	2	5
53	то в	3	5
54	и потому	2	5
55	в его	6	5
56	то это	2	5
57	в первом	2	5
58	другой стороны	2	5
59	во всех	2	5
60	так же	2	5
61	а в	5	5
62	и для	4	5
63	во втором	2	5
64	и его	6	5
65	между тем	3	5
66	быть только	2	5
67	никогда не	4	4
68	однако в	4	4
69	тем самым	7	4
70	вопрос о	2	4
71	прежде всего	3	4
72	в свою	2	4
73	субъекта и	5	4
74	же время	7	4
75	для него	2	4
76	к тому	6	4
77	в своих	2	4
78	быть не	2	4
79	и даже	2	4
80	а так	2	4
81	тому как	3	4
82	в то	9	4
83	там где	3	4
84	только для	3	3
85	оно не	2	3
86	в жизни	8	3
87	в этой	8	3
88	того же	2	3
89	одной стороны	4	3
90	все более	2	3
91	в своей	7	3
92	для того	2	3
93	для себя	2	3
94	и тем	3	3
95	в мире	16	3
96	связи с	2	3
97	в самом	3	3
98	в словах	3	3
99	то ни	2	3
100	с одной	4	3
101	свободы и	2	3
102	как на	3	3
103	той же	3	3
104	в глазах	3	3
105	хотя и	4	3
106	одно из	4	3
107	подобно тому	2	3
108	и при	2	3
109	с точки	3	3
110	и с	2	3
111	это последнее	2	2
112	то она	2	2
113	в единстве	3	2
114	в полном	2	2
115	все они	2	2
116	с этой	2	2
117	но с	2	2
118	одного из	2	2
119	бы то	2	2
120	как например	2	2
121	и вместе	2	2
122	стороны и	2	2
123	на то	2	2
124	как мы	2	2
125	же в	2	2
126	ни было	2	2
127	в г	3	2
128	жизни и	3	2
129	уже не	3	2
130	у нас	2	2
131	за ним	2	2
132	если не	2	2
133	природа и	2	2
134	того чтобы	2	2
135	могли бы	2	2
136	и если	4	2
137	одним из	4	2
138	взгляд на	3	2
139	с ее	3	2
140	но уже	3	2
141	в целом	5	2
142	и только	2	2
143	тогда как	17	2
144	из того	2	2
145	но без	2	2
146	в начале	4	2
147	как будто	4	2
148	о том	6	2
149	это будет	2	2
