N	2gram	Ircho_Kome_1	FransuaR
1	и в	22	49
2	прежде всего	5	19
3	в его	5	18
4	не только	10	17
5	и его	8	17
6	и на	3	17
7	и не	8	15
8	в этом	3	15
9	в них	3	13
10	только в	3	13
11	но и	11	13
12	в году	3	13
13	во время	5	12
14	как и	9	11
15	вовсе не	2	10
16	в этой	7	10
17	все это	5	9
18	в нем	4	9
19	в сущности	2	8
20	отношение к	3	8
21	до нас	5	8
22	все же	3	7
23	один из	5	7
24	не может	2	7
25	таким образом	8	7
26	то же	6	7
27	как мы	4	7
28	на протяжении	4	7
29	именно в	4	6
30	то что	2	6
31	в истории	5	6
32	в себя	2	6
33	же время	4	6
34	здесь в	3	6
35	времени и	2	6
36	так и	5	6
37	и с	3	6
38	но он	2	6
39	точки зрения	4	6
40	в то	10	6
41	так как	4	6
42	уже в	5	5
43	протяжении всего	2	5
44	в начале	3	5
45	но не	2	5
46	при этом	5	5
47	тот же	3	5
48	может быть	9	5
49	относится к	2	5
50	с другой	5	4
51	нового времени	5	4
52	и во	2	4
53	в себе	2	4
54	том что	12	4
55	одна из	2	4
56	и о	3	4
57	в своих	2	4
58	сих пор	2	4
59	до сих	2	4
60	в форме	2	4
61	а в	6	4
62	в области	2	4
63	тем что	4	4
64	но в	4	4
65	место в	3	3
66	с одной	3	3
67	в течение	3	3
68	в одном	8	3
69	на все	2	3
70	что он	6	3
71	же в	4	3
72	в г	11	3
73	в том	11	3
74	да и	3	3
75	одной стороны	3	3
76	было бы	2	3
77	из них	10	3
78	несмотря на	4	3
79	в самом	2	3
80	даже в	3	3
81	и особенно	4	3
82	раз в	2	3
83	с ее	2	3
84	мы видели	2	3
85	к этим	3	3
86	ни в	6	3
87	другой стороны	5	3
88	этом отношении	3	3
89	и все	3	3
90	и других	7	3
91	и вот	4	3
92	к нему	2	3
93	так в	4	3
94	его творчества	3	3
95	о том	8	3
96	одного из	6	2
97	к году	2	2
98	в противоположность	2	2
99	одну из	2	2
100	что в	6	2
101	для них	2	2
102	могут быть	3	2
103	за пределы	2	2
104	в vii	3	2
105	в качестве	4	2
106	что касается	2	2
107	как известно	2	2
108	на то	3	2
109	в тех	3	2
110	там же	3	2
111	в отношении	6	2
112	он был	2	2
113	но это	2	2
114	что они	4	2
115	перед лицом	3	2
116	все что	2	2
117	связанные с	2	2
118	и без	2	2
119	ничего не	3	2
120	до конца	2	2
121	еще не	2	2
122	по поводу	4	2
123	такого рода	6	2
124	в первую	2	2
125	видеть в	2	2
126	у него	3	2
127	в новое	2	2
128	хотя и	3	2
129	к ней	2	2
130	еще в	5	2
131	к числу	2	2
132	из наиболее	2	2
133	вместе с	2	2
134	ее в	2	2
135	в их	4	2
136	за счет	3	2
137	того как	3	2
138	были в	2	2
139	именно на	2	2
140	и даже	5	2
141	так же	3	2
142	во всяком	2	2
143	одной из	3	2
144	на его	5	2
145	и еще	3	2
146	в другом	4	2
147	в конце	6	2
148	тех же	2	2
149	из своей	2	2
150	всяком случае	2	2
151	мы можем	4	2
