N	2gram	Vygotskiy__4	Psycholo
1	то что	15	44
2	и в	20	33
3	в этом	24	28
4	как бы	7	25
5	и что	8	25
6	все время	4	24
7	потому что	12	24
8	для того	5	23
9	может быть	12	22
10	том что	35	22
11	того чтобы	7	22
12	что в	19	21
13	в том	42	21
14	о том	5	20
15	что он	6	20
16	сейчас же	2	16
17	только что	4	15
18	как это	9	14
19	что это	2	13
20	таким образом	25	13
21	и не	8	13
22	так же	11	13
23	сказать что	6	13
24	к тому	6	12
25	в самом	6	12
26	так как	10	12
27	было бы	8	12
28	если мы	10	12
29	самом деле	7	12
30	что все	3	11
31	на то	5	10
32	говорит что	3	10
33	не может	6	10
34	в его	11	10
35	если бы	5	10
36	в этой	3	9
37	то же	16	9
38	в каком	2	8
39	вместе с	8	8
40	в своем	4	7
41	для нас	4	7
42	так что	3	7
43	в нем	2	7
44	и только	4	7
45	раз в	2	7
46	не только	15	7
47	когда он	3	7
48	перед нами	5	6
49	тому что	4	6
50	это не	5	6
51	что они	14	6
52	в ней	2	6
53	все эти	5	6
54	точки зрения	24	6
55	что мы	7	6
56	же самое	7	6
57	когда мы	2	6
58	у него	2	6
59	мы видим	10	6
60	мы должны	11	6
61	в сущности	4	6
62	никак не	2	6
63	а не	7	6
64	в себе	10	6
65	что эта	3	6
66	мы будем	2	5
67	никогда не	5	5
68	в какой	3	5
69	нисколько не	2	5
70	и как	9	5
71	в целом	11	5
72	целый ряд	5	5
73	и на	6	5
74	как он	4	5
75	мы можем	5	5
76	ясно что	2	5
77	с этим	5	5
78	как и	9	5
79	мы уже	5	5
80	и его	5	5
81	все же	5	5
82	заключается в	18	5
83	и это	2	5
84	в частности	5	4
85	это в	2	4
86	мы узнаем	2	4
87	друг с	7	4
88	том чтобы	2	4
89	совершенно не	3	4
90	из них	4	4
91	а в	2	4
92	и других	3	4
93	не просто	2	4
94	того что	10	4
95	с этой	4	4
96	с тем	6	4
97	к этому	4	4
98	даны в	2	4
99	себя в	3	4
100	в своей	7	4
101	как мы	13	4
102	с точки	11	4
103	той же	6	4
104	в таком	2	4
105	можно было	6	4
106	с другом	7	4
107	только в	10	4
108	слова и	5	4
109	в которой	3	4
110	в основу	2	3
111	же как	6	3
112	что если	2	3
113	с одной	9	3
114	что оно	4	3
115	точно так	3	3
116	ни в	3	3
117	тому же	6	3
118	тот же	9	3
119	должно быть	3	3
120	на этом	3	3
121	одной стороны	9	3
122	вслед за	2	3
123	всяком случае	3	3
124	обратимся к	4	3
125	но и	9	3
126	понятно что	2	3
127	здесь мы	2	3
128	он видит	2	3
129	увидим что	5	3
130	их в	2	3
131	и здесь	2	3
132	его в	6	3
133	в основе	17	3
134	смысле этого	7	3
135	идет о	3	3
136	но не	3	3
137	указывает на	2	3
138	мы в	2	3
139	он говорит	2	3
140	совершенно другим	2	3
141	говорит толстой	2	3
142	речь идет	5	3
143	что и	9	3
144	так и	5	3
145	как в	5	3
146	во всей	4	3
147	тем самым	7	3
148	и он	2	3
149	и для	4	3
150	что этот	2	3
151	во всяком	4	3
152	тем что	7	3
153	в виде	3	3
154	далеко не	2	3
155	этого слова	11	3
156	в той	2	3
157	на этот	3	3
158	как только	2	2
159	место в	2	2
160	уже в	6	2
161	бы сказать	3	2
162	столь же	3	2
163	с другой	12	2
164	и от	3	2
165	из этих	2	2
166	на все	3	2
167	прежде всего	2	2
168	со всей	2	2
169	мы могли	9	2
170	они действительно	2	2
171	такой же	2	2
172	совершается в	2	2
173	знает что	3	2
174	другим путем	2	2
175	в нашей	2	2
176	при этом	12	2
177	в действительности	5	2
178	себе и	3	2
179	и той	4	2
180	и является	3	2
181	в виду	3	2
182	не является	5	2
183	один из	3	2
184	с той	2	2
185	от одной	2	2
186	то как	2	2
187	в их	12	2
188	другой стороны	9	2
189	именно в	3	2
190	на одной	2	2
191	те же	6	2
192	к другой	2	2
193	не имеет	2	2
194	нам в	2	2
195	в результате	8	2
196	и с	4	2
197	во всем	3	2
198	могли бы	9	2
199	также и	2	2
200	не в	4	2
201	мы имеем	2	2
202	слово в	6	2
203	но в	3	2
204	только не	5	2
205	и к	5	2
206	видим что	2	2
207	по существу	3	2
208	представляет собой	3	2
209	что при	2	2
210	не по	2	2
211	которую он	2	2
212	и когда	3	2
213	они указывают	3	2
214	даже в	2	2
215	а другой	2	2
216	что эти	2	2
217	с таким	3	2
218	как говорит	2	2
219	со стороны	3	2
220	внимание на	3	2
221	при анализе	2	2
222	который не	2	2
223	нами в	4	2
224	а с	2	2
225	одной и	5	2
226	с психологической	2	2
227	почти всегда	3	2
228	тому как	2	2
229	и то	10	2
230	между двумя	2	2
231	связи с	3	2
232	едва ли	2	2
233	образом что	4	2
