N	2gram	Losev_Dial_4	Komedia
1	и в	15	22
2	т е	46	13
3	том что	10	12
4	в том	11	11
5	но и	4	11
6	не только	8	10
7	из них	2	10
8	в то	6	10
9	как и	7	9
10	и т	17	9
11	может быть	17	9
12	в одном	4	8
13	таким образом	5	8
14	и не	30	8
15	и его	7	8
16	о том	5	8
17	едва ли	3	7
18	в этой	4	7
19	что в	7	6
20	в отношении	2	6
21	что он	7	6
22	ни в	8	6
23	и по	2	6
24	то же	9	6
25	не в	8	6
26	в которой	2	6
27	прежде всего	11	5
28	когда же	2	5
29	при этом	2	5
30	в его	4	5
31	один из	4	5
32	в истории	3	5
33	так и	5	5
34	как в	3	5
35	все это	9	5
36	другой стороны	2	5
37	и даже	6	5
38	потому что	10	5
39	именно в	5	4
40	в их	3	4
41	к этому	3	4
42	ясно что	11	4
43	что они	4	4
44	в качестве	2	4
45	же время	6	4
46	в котором	2	4
47	можно судить	2	4
48	в нем	5	4
49	что и	6	4
50	т д	15	4
51	тем что	2	4
52	и вот	11	4
53	в результате	6	4
54	точки зрения	14	4
55	известно что	3	4
56	так как	14	4
57	но в	3	4
58	мы можем	3	4
59	главным образом	2	3
60	не менее	2	3
61	однако в	2	3
62	в них	2	3
63	вопрос о	2	3
64	на то	5	3
65	у нас	3	3
66	и как	4	3
67	одной из	2	3
68	в частности	2	3
69	и о	8	3
70	да и	2	3
71	хотя и	6	3
72	все же	2	3
73	на основании	3	3
74	так же	4	3
75	того как	2	3
76	в течение	4	3
77	не мог	2	3
78	мы не	9	3
79	как раз	4	3
80	и на	5	3
81	в этом	11	3
82	и с	4	3
83	в виде	3	3
84	могут быть	3	3
85	и ее	8	3
86	только в	7	3
87	и все	11	3
88	в чем	8	3
89	как это	2	3
90	ничего не	17	3
91	в противоположность	2	2
92	для всех	3	2
93	за пределы	3	2
94	и без	2	2
95	то ни	4	2
96	и во	2	2
97	на все	2	2
98	вовсе не	6	2
99	в свою	3	2
100	тем не	2	2
101	и можно	5	2
102	на этом	3	2
103	в себя	5	2
104	время и	2	2
105	еще не	4	2
106	было бы	9	2
107	мог бы	2	2
108	и из	2	2
109	в самом	2	2
110	говоря уже	3	2
111	и тем	6	2
112	с ее	10	2
113	то что	16	2
114	вместе с	2	2
115	не говоря	3	2
116	ее в	2	2
117	все что	2	2
118	со стороны	3	2
119	находится в	2	2
120	даже не	2	2
121	только что	2	2
122	то и	2	2
123	для этого	2	2
124	в сущности	5	2
125	не может	11	2
126	не раз	2	2
127	из которых	3	2
128	и притом	3	2
129	в силу	4	2
130	или в	7	2
131	но это	4	2
132	во всяком	2	2
133	чем же	2	2
134	в себе	8	2
135	как будто	2	2
136	уже о	4	2
137	тех же	2	2
138	на нем	2	2
139	отличие от	2	2
140	в области	3	2
141	что по	2	2
142	или по	4	2
143	е в	2	2
