N	2gram	Vygotskiy__5	Narrotol
1	не только	16	26
2	а не	8	17
3	но и	6	15
4	в том	27	14
5	при этом	8	14
6	в качестве	2	14
7	и не	6	14
8	том что	21	13
9	и в	30	13
10	в этом	14	13
11	состоит в	3	12
12	в частности	4	11
13	только в	5	11
14	может быть	11	10
15	в данном	3	10
16	к тому	8	9
17	так и	3	9
18	сводится к	5	9
19	а в	4	9
20	то есть	13	9
21	то что	37	8
22	в себе	5	8
23	не может	9	8
24	не в	8	8
25	никогда не	9	6
26	в своем	6	6
27	прежде всего	4	6
28	можно сказать	2	6
29	и к	4	6
30	того что	8	6
31	в его	4	6
32	данном случае	3	6
33	со стороны	3	6
34	героя в	3	6
35	все же	7	6
36	у него	3	6
37	как бы	19	6
38	ничего не	2	6
39	но в	5	6
40	точки зрения	7	5
41	что он	17	5
42	одной стороны	12	5
43	он не	3	5
44	в котором	2	5
45	и тем	6	5
46	в нем	7	5
47	как в	3	5
48	в форме	2	5
49	по отношению	2	5
50	в отличие	2	5
51	таким образом	20	5
52	с одной	12	5
53	в той	3	5
54	с другой	9	5
55	отличие от	2	5
56	в то	2	5
57	о том	10	5
58	ответ на	5	5
59	перед нами	2	4
60	что это	8	4
61	если бы	11	4
62	в глазах	2	4
63	в конце	4	4
64	об этом	3	4
65	же в	2	4
66	как и	6	4
67	времени и	3	4
68	что в	24	4
69	для него	3	4
70	не является	2	4
71	и уже	3	4
72	жизни и	6	4
73	в своей	4	4
74	в ее	3	4
75	то же	7	4
76	в рассказе	2	4
77	в силу	3	4
78	в другом	3	4
79	в этой	5	4
80	и все	4	4
81	как это	7	4
82	в себя	2	4
83	он является	2	3
84	а как	2	3
85	в ответ	2	3
86	с его	2	3
87	тому что	8	3
88	мы имеем	8	3
89	это не	3	3
90	представить себе	2	3
91	лицо и	2	3
92	или иной	2	3
93	и того	2	3
94	что они	5	3
95	одна из	3	3
96	о котором	6	3
97	но не	7	3
98	строго говоря	2	3
99	как раз	13	3
100	и когда	9	3
101	той или	2	3
102	характера и	2	3
103	один из	5	3
104	в целом	5	3
105	на том	2	3
106	между собой	2	3
107	внимание на	4	3
108	все эти	2	3
109	самом деле	8	3
110	того чтобы	20	3
111	и даже	2	3
112	и для	6	3
113	и его	6	3
114	в таком	3	3
115	с этой	2	3
116	этом отношении	3	3
117	никак не	6	3
118	сказать что	9	3
119	действующих лиц	7	3
120	едва ли	2	3
121	в состав	3	3
122	дело с	5	2
123	и читатель	2	2
124	в душе	2	2
125	же как	2	2
126	только не	5	2
127	о чем	4	2
128	должен был	4	2
129	в нашем	2	2
130	что у	3	2
131	хотя бы	3	2
132	к другому	2	2
133	из этих	3	2
134	обратиться к	5	2
135	вовсе не	3	2
136	и здесь	6	2
137	характеры действующих	2	2
138	в свою	3	2
139	на то	17	2
140	именно то	4	2
141	в сердце	2	2
142	для нас	3	2
143	говорит о	4	2
144	и т	7	2
145	эти два	3	2
146	должна быть	2	2
147	отношения между	2	2
148	что с	6	2
149	еще не	5	2
150	было бы	5	2
151	по поводу	3	2
152	мысль о	4	2
153	и он	2	2
154	со своим	2	2
155	себе и	2	2
156	в самом	14	2
157	несмотря на	5	2
158	в центре	2	2
159	имеет место	3	2
160	что она	6	2
161	все то	2	2
162	в него	4	2
163	одном полюсе	3	2
164	с таким	2	2
165	что и	3	2
166	только на	4	2
167	давно уже	2	2
168	а с	5	2
169	именно в	6	2
170	у нас	4	2
171	в течение	2	2
172	на самом	2	2
173	и что	23	2
174	только что	4	2
175	с точки	2	2
176	бы на	2	2
177	по его	3	2
178	так же	13	2
179	всякий раз	2	2
180	как на	11	2
181	той же	3	2
182	мы не	3	2
183	можно было	3	2
184	на одном	4	2
185	в результате	4	2
186	в ней	4	2
187	но он	3	2
188	в своих	5	2
189	т п	3	2
190	могли бы	4	2
191	представляют собой	2	2
192	как он	2	2
193	героя и	7	2
194	бы в	5	2
195	в каждой	3	2
196	потому что	23	2
