N	2gram	Bakhtin_sl_2	Problemy
1	и в	39	35
2	как бы	7	31
3	и не	22	27
4	что он	2	24
5	в его	7	21
6	но в	6	19
7	не может	20	18
8	как и	6	18
9	в нем	19	16
10	то есть	26	16
11	то же	4	15
12	и все	5	15
13	но и	21	14
14	для него	7	14
15	может быть	37	14
16	все это	16	14
17	в сущности	6	14
18	и его	33	14
19	в этом	16	14
20	к нему	3	13
21	он не	2	13
22	прежде всего	8	12
23	и с	9	12
24	и к	6	12
25	в другом	2	12
26	в пределах	13	11
27	в то	4	11
28	по замыслу	2	11
29	слова и	8	11
30	не в	9	10
31	же время	4	10
32	не только	24	10
33	то что	2	10
34	героя и	5	10
35	в отношении	4	9
36	так и	15	8
37	себя и	4	8
38	мы уже	2	8
39	все же	6	8
40	как мы	7	8
41	и слово	2	8
42	и для	5	8
43	своему предмету	5	7
44	на них	2	7
45	лишь в	3	7
46	а в	4	7
47	и наконец	5	7
48	точки зрения	8	7
49	с ним	7	7
50	с его	7	7
51	вовсе не	10	7
52	еще не	7	7
53	отношению к	4	7
54	в виде	2	7
55	отношении к	4	7
56	там где	6	7
57	таким образом	8	7
58	слова в	13	6
59	что в	3	6
60	чужое слово	10	6
61	но это	3	6
62	отношение к	4	6
63	стремится к	3	6
64	чужого слова	40	6
65	и на	4	6
66	в речах	2	6
67	не знает	2	6
68	в одном	2	6
69	от него	5	6
70	но не	6	6
71	и т.п	2	6
72	в слове	6	6
73	по отношению	4	6
74	в плане	5	6
75	только в	5	6
76	в том	5	5
77	как к	3	5
78	пределах одного	7	5
79	и даже	7	5
80	с ними	5	5
81	в романах	3	5
82	даже в	2	5
83	на него	2	5
84	как в	13	5
85	к своему	9	5
86	героя в	3	5
87	в себе	2	5
88	на протяжении	2	5
89	слово героя	2	4
90	никогда не	7	4
91	с другой	5	4
92	или иной	5	4
93	сливается с	4	4
94	слова о	2	4
95	но все	5	4
96	до конца	17	4
97	на его	2	4
98	же и	2	4
99	всяком случае	2	4
100	рядом с	3	4
101	его слово	15	4
102	между тем	3	4
103	но он	2	4
104	той или	5	4
105	к чужому	3	4
106	но как	2	4
107	ведь и	2	4
108	его в	4	4
109	так как	4	4
110	человек и	14	4
111	у него	3	4
112	в них	6	4
113	по себе	5	4
114	во всем	4	4
115	свое слово	2	4
116	с которым	2	4
117	наконец в	4	4
118	в диалогах	2	4
119	в той	4	4
120	а не	14	4
121	во всяком	3	4
122	в чем	3	4
123	уже в	2	3
124	и от	3	3
125	словом и	8	3
126	дело идет	2	3
127	в него	7	3
128	которого он	2	3
129	с ее	2	3
130	два голоса	2	3
131	его и	2	3
132	в форме	2	3
133	все эти	6	3
134	это не	5	3
135	сказать что	3	3
136	даже и	4	3
137	нуждается в	2	3
138	говорить о	3	3
139	или как	4	3
140	эти слова	2	3
141	установкой на	3	3
142	с этим	2	3
143	это и	2	3
144	том что	5	3
145	со словом	5	3
146	слов и	3	3
147	со всеми	2	3
148	за пределы	2	3
149	во всех	12	3
150	что и	3	3
151	оно стремится	2	3
152	уже не	5	3
153	слов в	2	3
154	только с	2	3
155	так сказать	6	2
156	не менее	4	2
157	в роман	3	2
158	слове и	2	2
159	в этих	7	2
160	для этого	4	2
161	и мир	4	2
162	а просто	2	2
163	ни в	4	2
164	без всякого	2	2
165	в дальнейшем	2	2
166	на этом	3	2
167	в большинстве	6	2
168	при этом	7	2
169	со своим	9	2
170	например в	5	2
171	хотя и	2	2
172	лишь о	2	2
173	мы видели	2	2
174	в своем	6	2
175	что оно	4	2
176	те же	2	2
177	но эта	2	2
178	особенно в	2	2
179	слова с	4	2
180	в ней	3	2
181	к ней	2	2
182	свой голос	2	2
183	проникает в	2	2
184	о том	2	2
185	как он	2	2
186	и ни	2	2
187	большинстве случаев	5	2
188	слово в	11	2
189	иной степени	3	2
190	вне себя	2	2
191	всех этих	4	2
192	однако в	2	2
193	конечно в	2	2
194	материал для	2	2
195	авторское слово	3	2
196	точек зрения	3	2
197	себя то	2	2
198	него нет	3	2
199	слова его	5	2
200	и слова	5	2
201	здесь в	3	2
202	мы увидим	2	2
203	конечно не	5	2
204	его слова	7	2
205	диалог в	2	2
206	о нем	2	2
207	с таким	2	2
208	себя в	8	2
209	слова не	4	2
210	вместе с	2	2
211	быть и	3	2
212	слово слово	2	2
213	бы и	3	2
214	и внутренне	2	2
215	всем этим	2	2
216	так в	2	2
217	в отличие	12	2
218	слово и	5	2
219	и как	3	2
220	хотя бы	3	2
221	с точки	3	2
222	той же	3	2
223	или в	2	2
224	с другими	4	2
225	связан с	3	2
226	и стилей	2	2
227	сознание и	3	2
228	с чужим	11	2
229	отличие от	13	2
