N	2gram	Losev_Vlad_2	Tvorches
1	у достоевского	2	30
2	и в	30	20
3	в году	24	16
4	не только	12	13
5	никогда не	7	11
6	м м	4	11
7	как бы	5	11
8	в его	11	10
9	таким образом	3	10
10	в то	9	10
11	там же	12	9
12	и его	6	9
13	и не	18	9
14	же с	13	9
15	прежде всего	6	8
16	в том	18	8
17	при этом	5	8
18	но и	8	8
19	может быть	7	8
20	в этом	20	8
21	и с	14	8
22	это не	2	7
23	же время	3	7
24	наряду с	2	7
25	года в	6	7
26	что в	12	7
27	не может	9	7
28	то же	4	7
29	потому что	9	7
30	м с	9	7
31	у него	19	6
32	в конце	13	6
33	что он	13	6
34	как и	5	6
35	в целом	4	6
36	в своей	5	6
37	так и	5	6
38	все это	5	6
39	именно в	4	6
40	а не	7	6
41	в основном	5	6
42	но это	4	5
43	но не	3	5
44	и сам	2	5
45	все же	9	5
46	и даже	10	5
47	так же	4	5
48	и на	4	5
49	в этой	4	5
50	о том	4	5
51	то есть	7	5
52	об этом	6	4
53	и от	2	4
54	мы не	2	4
55	том что	12	4
56	в дальнейшем	5	4
57	на его	4	4
58	января года	3	4
59	хотя и	6	4
60	как в	3	4
61	а а	3	4
62	если не	2	4
63	все эти	5	4
64	не в	9	4
65	а в	11	4
66	в чем	2	4
67	марта года	4	4
68	и потому	2	4
69	ничего не	2	4
70	но в	8	4
71	он сам	2	3
72	казалось бы	2	3
73	жизни в	2	3
74	с этой	4	3
75	к этому	6	3
76	с ним	5	3
77	письма к	4	3
78	для него	9	3
79	что не	2	3
80	в самом	2	3
81	и мы	4	3
82	он не	4	3
83	а ф	7	3
84	в котором	5	3
85	в нем	4	3
86	то что	20	3
87	но уже	2	3
88	и это	3	3
89	вместе с	8	3
90	в их	2	3
91	года он	10	3
92	достоевского но	2	3
93	так как	5	3
94	уже не	3	3
95	в таком	3	3
96	в своих	2	3
97	в себе	6	3
98	в начале	4	3
99	как у	2	3
100	его в	4	3
101	нет ничего	3	3
102	он же	2	2
103	декабря года	5	2
104	уже в	3	2
105	не менее	7	2
106	и есть	2	2
107	в петербург	5	2
108	его и	2	2
109	т ii	3	2
110	июля года	2	2
111	по крайней	4	2
112	соловьев в	9	2
113	я не	4	2
114	вовсе не	4	2
115	во всяком	6	2
116	письма т	9	2
117	крайней мере	4	2
118	что его	4	2
119	у нас	6	2
120	ii с	2	2
121	так что	5	2
122	что я	3	2
123	а н	14	2
124	которой он	2	2
125	и если	4	2
126	в статье	2	2
127	в частности	2	2
128	том же	3	2
129	всяком случае	6	2
130	не могли	3	2
131	себя в	2	2
132	него в	4	2
133	в отличие	3	2
134	начиная с	2	2
135	не было	10	2
136	всякого рода	6	2
137	же году	2	2
138	и что	5	2
139	и наконец	4	2
140	на этот	4	2
141	и он	4	2
142	и по	2	2
143	друг друга	2	2
144	во многих	2	2
145	тут же	2	2
146	не столько	3	2
147	в виде	3	2
148	здравого смысла	2	2
149	октября года	3	2
150	в которой	4	2
151	и вообще	10	2
152	только в	6	2
153	в россии	3	2
154	из этого	5	2
155	их в	2	2
156	едва ли	3	2
157	отличие от	3	2
158	вообще говоря	2	2
