N	2gram	Vygotskiy__5	Hudozhes
1	в качестве	2	19
2	то есть	13	18
3	состоит в	3	16
4	и не	6	16
5	в том	27	15
6	и в	30	15
7	не только	16	15
8	в частности	4	13
9	может быть	11	13
10	при этом	8	12
11	а в	4	12
12	и его	6	12
13	но не	7	11
14	в этом	14	11
15	в себе	5	11
16	как бы	19	10
17	но и	6	10
18	так и	3	10
19	по отношению	2	10
20	то же	7	10
21	а не	8	10
22	в его	4	9
23	точки зрения	7	9
24	в душе	2	8
25	произведение искусства	6	8
26	сводится к	5	8
27	с другой	9	7
28	или иной	2	7
29	в отличие	2	7
30	в искусстве	6	7
31	в то	2	7
32	отличие от	2	7
33	но в	5	7
34	в основе	7	6
35	с его	2	6
36	что в	24	6
37	в ее	3	6
38	том что	21	6
39	не в	8	6
40	приводит к	2	6
41	не может	9	6
42	в состав	3	6
43	могут быть	8	5
44	можно сказать	2	5
45	ни в	3	5
46	только в	5	5
47	в самом	14	5
48	того что	8	5
49	той или	2	5
50	в нем	7	5
51	то что	37	5
52	между ними	2	5
53	другой стороны	5	5
54	в их	3	5
55	героя и	7	5
56	искусства в	2	4
57	в этих	3	4
58	прежде всего	4	4
59	к тому	8	4
60	и как	7	4
61	в другом	3	4
62	для него	3	4
63	еще не	5	4
64	он не	3	4
65	и тем	6	4
66	в своей	4	4
67	произведения искусства	2	4
68	со стороны	3	4
69	в форме	2	4
70	отношения к	2	4
71	и то	9	4
72	сказать что	9	4
73	мы имеем	8	4
74	не знает	2	4
75	как это	7	4
76	эстетический объект	3	4
77	художественного произведения	3	3
78	если бы	11	3
79	в отношении	2	3
80	в противоположность	2	3
81	он должен	8	3
82	это не	3	3
83	одного и	2	3
84	этом смысле	2	3
85	была бы	3	3
86	что он	17	3
87	и к	4	3
88	и того	2	3
89	того же	2	3
90	в свою	3	3
91	одно и	3	3
92	о чем	4	3
93	мог бы	2	3
94	в воображении	2	3
95	имеет место	3	3
96	как раз	13	3
97	как говорит	4	3
98	в целом	5	3
99	так в	3	3
100	таким образом	20	3
101	как и	6	3
102	в той	3	3
103	и что	23	3
104	с точки	2	3
105	и для	6	3
106	в таком	3	3
107	в рассказе	2	3
108	потому что	23	3
109	но он	3	3
110	в данном	3	3
111	в которой	3	3
112	на деле	8	3
113	в виду	4	3
114	на этом	6	2
115	том и	2	2
116	и составляет	3	2
117	искусства как	4	2
118	себя и	2	2
119	в нашем	2	2
120	тому что	8	2
121	в своем	6	2
122	в них	4	2
123	не как	3	2
124	в одном	2	2
125	этих двух	7	2
126	вовсе не	3	2
127	по себе	7	2
128	только о	2	2
129	об этом	3	2
130	одна из	3	2
131	времени и	3	2
132	одной стороны	12	2
133	говорит что	6	2
134	несмотря на	5	2
135	во всех	2	2
136	и о	3	2
137	двоякого рода	3	2
138	и потому	5	2
139	чем это	3	2
140	не является	2	2
141	по преимуществу	2	2
142	но она	2	2
143	образом и	2	2
144	художественное произведение	5	2
145	как в	3	2
146	в романе	2	2
147	а с	5	2
148	с одной	12	2
149	именно в	6	2
150	все эти	2	2
151	это и	2	2
152	в себя	2	2
153	для читателя	2	2
154	того чтобы	20	2
155	для того	20	2
156	из которых	4	2
157	или в	6	2
158	к другому	2	2
159	так же	13	2
160	и на	3	2
161	в силу	3	2
162	у него	3	2
163	в этой	5	2
164	о том	10	2
165	еще один	2	2
166	и это	8	2
167	из этого	2	2
168	в катарсисе	2	2
