N	2gram	Vygotskiy__1	TeoriaLi
1	не только	16	18
2	в качестве	9	17
3	и не	9	16
4	а в	2	14
5	в частности	2	13
6	и в	23	13
7	может быть	14	12
8	так и	5	12
9	представляет собой	11	11
10	при этом	4	11
11	в этом	17	11
12	в том	24	11
13	но не	4	10
14	а не	3	10
15	и его	6	10
16	в его	14	9
17	то же	8	9
18	что в	14	8
19	отношению к	7	8
20	но и	14	8
21	по отношению	7	8
22	в себе	6	7
23	том что	21	7
24	в данном	2	7
25	точки зрения	26	7
26	по своей	5	7
27	в то	7	7
28	только в	6	7
29	как это	2	7
30	с его	4	6
31	же время	2	6
32	лишь в	6	6
33	как бы	11	6
34	но в	5	6
35	в своем	3	5
36	в ее	2	5
37	как и	14	5
38	не в	4	5
39	между ними	2	5
40	в самом	7	5
41	данном случае	2	5
42	как в	4	5
43	он не	5	5
44	уже не	2	5
45	тем самым	5	5
46	с другой	10	5
47	между тем	9	5
48	не столько	4	4
49	в свою	4	4
50	можно сказать	5	4
51	в ходе	8	4
52	ни в	4	4
53	в своей	4	4
54	то что	17	4
55	в их	3	4
56	приводит к	4	4
57	не может	12	4
58	в слове	2	4
59	сказать что	11	4
60	хотя и	2	4
61	и ее	7	4
62	говорить о	2	4
63	перед нами	5	3
64	никогда не	2	3
65	в нашем	2	3
66	говоря словами	3	3
67	в этих	2	3
68	в отношении	10	3
69	в противоположность	2	3
70	он должен	2	3
71	прежде всего	10	3
72	и к	4	3
73	человека к	2	3
74	свою очередь	3	3
75	для него	2	3
76	того что	15	3
77	и потому	2	3
78	этого слова	4	3
79	на две	3	3
80	другой стороны	9	3
81	как раз	4	3
82	таким образом	26	3
83	а с	4	3
84	именно в	6	3
85	в другом	7	3
86	и вот	2	3
87	и что	5	3
88	в единое	2	3
89	и то	3	3
90	потому что	6	3
91	в основе	8	3
92	речи и	28	3
93	между двумя	2	3
94	все прочие	2	3
95	в этой	7	3
96	и т.д	5	3
97	все эти	4	3
98	человека с	2	3
99	я не	3	2
100	одну из	4	2
101	единое целое	4	2
102	о чем	2	2
103	если бы	5	2
104	к действительности	5	2
105	могут быть	3	2
106	за пределы	2	2
107	между собой	5	2
108	в конце	2	2
109	этих двух	3	2
110	вовсе не	3	2
111	по себе	5	2
112	что он	7	2
113	к тому	4	2
114	что может	5	2
115	об этом	3	2
116	и как	5	2
117	что они	3	2
118	одной стороны	9	2
119	одно и	2	2
120	из которых	3	2
121	вслед за	2	2
122	иначе говоря	2	2
123	к его	2	2
124	слова как	2	2
125	даже в	2	2
126	своей природе	2	2
127	не могло	3	2
128	и тем	6	2
129	не с	2	2
130	как говорит	2	2
131	в целом	20	2
132	во всех	3	2
133	вместе с	9	2
134	образом и	3	2
135	мышления и	40	2
136	с одной	8	2
137	говорит что	4	2
138	внешнего мира	2	2
139	с точки	18	2
140	и даже	2	2
141	во всей	4	2
142	так же	16	2
143	их в	4	2
144	в равной	2	2
145	о том	6	2
146	и это	3	2
147	в чем	4	2
148	в которой	3	2
149	отношения к	3	2
150	в области	3	2
