N	3gram	Vygotskiy__1	Istorich
1	и т д	8	16
2	с другой стороны	5	8
3	о том что	7	5
4	что у него	3	4
5	в том что	9	4
6	так же как	4	4
7	с одной стороны	5	4
8	тем не менее	2	4
9	мы видим что	2	3
10	с этой точки	4	3
11	этой точки зрения	5	3
12	не может быть	8	3
13	от всех других	2	2
14	мы не можем	2	2
15	мы увидим что	2	2
16	как и в	4	2
17	в то время	5	2
18	точно так же	3	2
19	что и в	2	2
20	а в том	2	2
21	до сих пор	3	2
22	так и в	2	2
23	в том чтобы	7	2
24	на то чтобы	2	2
25	то время как	5	2
26	другой стороны и	2	2
