N	2gram	Losev_Prob_1	RusskieA
1	и в	32	36
2	не только	17	22
3	что в	12	19
4	том что	12	19
5	в том	9	17
6	но и	9	16
7	так как	11	15
8	в этом	19	12
9	в других	5	11
10	это не	6	10
11	как мы	7	10
12	как и	3	10
13	и т	11	10
14	вместе с	2	10
15	и на	8	10
16	потому что	16	10
17	об этом	10	9
18	т д	10	9
19	а в	4	9
20	с тем	5	8
21	у нас	14	8
22	мы увидим	3	8
23	из них	3	8
24	может быть	14	8
25	один из	4	8
26	о том	11	8
27	как это	6	8
28	что они	3	7
29	так и	12	7
30	между тем	2	7
31	и не	31	6
32	для нас	5	6
33	при этом	6	6
34	в них	7	6
35	уже не	3	6
36	таким образом	6	6
37	мы не	2	6
38	все это	7	6
39	не имеет	2	6
40	в виде	15	6
41	то что	42	6
42	этом случае	2	5
43	как будто	3	5
44	как бы	14	5
45	во многих	2	5
46	в которых	3	5
47	одно из	2	5
48	как в	4	5
49	того как	3	5
50	тому что	4	4
51	из этих	2	4
52	с собой	2	4
53	к тому	3	4
54	по существу	2	4
55	петра i	2	4
56	после этого	4	4
57	еще не	9	4
58	связи с	5	4
59	во всех	7	4
60	в их	4	4
61	не может	8	4
62	в связи	4	4
63	входит в	4	4
64	мы имеем	2	4
65	и что	9	4
66	того что	7	4
67	что этот	2	4
68	но это	8	4
69	тем что	7	4
70	только в	7	4
71	не менее	19	3
72	для них	2	3
73	о чем	6	3
74	что это	3	3
75	по этому	3	3
76	в этих	3	3
77	в качестве	2	3
78	в своем	5	3
79	но все	3	3
80	увидим ниже	2	3
81	тем не	18	3
82	не можем	2	3
83	в это	2	3
84	несмотря на	3	3
85	в целях	2	3
86	только на	4	3
87	а также	4	3
88	в настоящее	3	3
89	или на	3	3
90	не будем	2	3
91	то же	10	3
92	с точки	3	3
93	на этот	3	3
94	так же	9	3
95	ничего не	10	3
96	их в	4	3
97	точки зрения	3	3
98	настоящее время	3	3
99	то есть	33	3
100	далеко не	5	3
101	то на	2	3
102	в области	2	3
103	которые не	3	3
104	других случаях	2	3
105	не было	4	2
106	всех этих	7	2
107	могут быть	2	2
108	в отдельности	4	2
109	только для	3	2
110	с этим	3	2
111	и потому	2	2
112	не просто	23	2
113	в нем	13	2
114	не что	2	2
115	в жизни	3	2
116	его от	3	2
117	нас не	2	2
118	так что	6	2
119	и как	6	2
120	в дальнейшем	4	2
121	мы видим	2	2
122	но не	9	2
123	тем и	2	2
124	быть и	3	2
125	но что	2	2
126	с целью	4	2
127	она не	2	2
128	но есть	2	2
129	отнюдь не	10	2
130	например в	2	2
131	как они	2	2
132	на что	2	2
133	в его	6	2
134	не значит	2	2
135	и с	2	2
136	и другим	2	2
137	на этой	2	2
138	его как	2	2
139	значит что	3	2
140	и до	2	2
141	но она	3	2
142	что она	5	2
143	разница между	2	2
144	как символ	6	2
145	для этого	3	2
146	не на	3	2
147	этому поводу	3	2
148	между прочим	2	2
149	все эти	8	2
150	на самом	6	2
151	а не	15	2
152	и пр	4	2
153	для обозначения	4	2
154	и для	4	2
155	мы наблюдаем	2	2
156	с ним	3	2
157	или в	4	2
158	мы можем	4	2
159	хотя и	6	2
160	на себя	2	2
161	и здесь	6	2
162	что иное	2	2
163	но в	14	2
164	ничего общего	11	2
165	мы должны	5	2
166	как он	4	2
167	иное как	2	2
