N	2gram	Bakhtin_Pr_3	Formalny
1	т е	12	32
2	и не	29	30
3	вовсе не	11	28
4	и в	34	27
5	может быть	19	25
6	не может	19	24
7	так и	6	21
8	и его	16	19
9	таким образом	5	18
10	в этом	16	18
11	а не	9	17
12	точки зрения	8	16
13	самом деле	13	16
14	в нем	19	15
15	то же	14	15
16	на самом	11	14
17	как и	18	14
18	с точки	4	14
19	не в	9	12
20	если бы	4	12
21	и от	5	11
22	в самом	8	11
23	в жизни	2	11
24	и т	8	11
25	но и	12	10
26	лишь в	5	9
27	так как	4	9
28	как его	2	9
29	не только	10	9
30	так же	8	9
31	что в	7	8
32	ни в	4	8
33	при этом	4	8
34	в пределах	6	8
35	как бы	27	8
36	отнюдь не	2	8
37	и все	19	8
38	то что	11	8
39	как раз	4	8
40	входит в	2	8
41	как мы	7	8
42	только в	6	8
43	не менее	3	7
44	в том	3	7
45	же время	12	7
46	все это	16	7
47	потому что	12	7
48	в то	12	7
49	его в	4	7
50	между тем	3	7
51	с тем	5	7
52	в его	22	7
53	там где	7	7
54	все время	5	6
55	с другой	4	6
56	всяком случае	5	6
57	т д	2	6
58	все эти	4	6
59	здесь и	2	6
60	бы в	3	6
61	но в	16	6
62	что он	23	6
63	более того	2	6
64	еще не	4	6
65	было бы	2	6
66	все же	7	6
67	в своей	3	6
68	хотя бы	5	6
69	и для	8	6
70	во всяком	5	6
71	и ее	2	6
72	вместе с	4	6
73	никогда не	8	5
74	в каждом	3	5
75	войти в	2	5
76	ни было	4	5
77	что они	6	5
78	совсем не	3	5
79	в реальном	3	5
80	не является	2	5
81	друг друга	2	5
82	другой стороны	3	5
83	в одной	3	5
84	в ней	3	5
85	говорит он	3	5
86	большинстве случаев	3	5
87	но не	4	5
88	и потому	2	5
89	что же	8	5
90	т п	6	5
91	сводится к	3	5
92	без исключения	3	5
93	тому как	2	5
94	тем что	4	5
95	так сказать	2	5
96	уже в	3	4
97	в роман	2	4
98	то ни	4	4
99	а вовсе	2	4
100	прежде всего	15	4
101	к тому	5	4
102	мы знаем	2	4
103	да и	4	4
104	и как	3	4
105	в большинстве	2	4
106	до конца	3	4
107	же и	2	4
108	мы видели	3	4
109	бы то	4	4
110	в целом	5	4
111	жизни и	3	4
112	о том	2	4
113	по себе	3	4
114	в ее	3	4
115	том что	3	4
116	конечно не	2	4
117	как в	4	4
118	только на	4	4
119	может войти	2	4
120	в слове	5	4
121	подобно тому	2	4
122	слова и	10	4
123	бы и	4	3
124	что это	5	3
125	его и	3	3
126	тому что	2	3
127	столь же	2	3
128	это не	5	3
129	в конце	5	3
130	те же	2	3
131	вследствие этого	2	3
132	мы и	2	3
133	того что	5	3
134	дело идет	5	3
135	не о	4	3
136	в него	3	3
137	в виду	3	3
138	по отношению	5	3
139	той же	2	3
140	и что	5	3
141	в которых	2	3
142	и на	6	3
143	их в	3	3
144	сказать что	2	3
145	и с	15	3
146	а что	3	3
147	нуждается в	3	3
148	он и	5	3
149	в них	2	3
150	раз и	3	3
151	того же	2	3
152	мы уже	6	3
153	во всех	2	3
154	все без	2	3
155	о нем	2	3
156	еще в	3	3
157	нет и	3	3
158	отношению к	6	3
159	в той	2	3
160	уже не	2	3
161	героя в	5	3
162	жизнь и	2	3
163	функции в	3	3
164	в себе	6	3
165	в сторону	2	2
166	друг другу	4	2
167	для этого	3	2
168	в отношении	9	2
169	но так	3	2
170	вообще не	2	2
171	и мир	2	2
172	переходит в	2	2
173	и лишь	2	2
174	или иной	2	2
175	всех этих	2	2
176	но это	4	2
177	же слова	2	2
178	такой же	3	2
179	на этом	4	2
180	в последнем	2	2
181	в общем	4	2
182	к другому	20	2
183	увидеть и	2	2
184	внутренняя речь	3	2
185	совпадает с	2	2
186	но для	3	2
187	без труда	2	2
188	со всею	2	2
189	в котором	3	2
190	был бы	2	2
191	он может	2	2
192	из них	5	2
193	отличается от	2	2
194	в своем	2	2
195	и только	2	2
196	же он	2	2
197	человека как	4	2
198	пределах одного	2	2
199	и даже	7	2
200	увидим что	2	2
201	в высшей	3	2
202	как он	3	2
203	конце концов	3	2
204	слово в	2	2
205	в кругозор	2	2
206	к которому	2	2
207	с его	6	2
208	нисколько не	2	2
209	именно потому	2	2
210	сознания и	3	2
211	этом смысле	4	2
212	смысле этого	2	2
213	однако в	2	2
214	и со	2	2
215	установкой на	3	2
216	не как	3	2
217	и во	3	2
218	в такой	3	2
219	на тему	2	2
220	с ее	3	2
221	говорить о	3	2
222	а к	2	2
223	то в	2	2
224	так чтобы	3	2
225	от него	6	2
226	теперь на	3	2
227	мы увидим	2	2
228	мы должны	5	2
229	кажется что	2	2
230	в сущности	11	2
231	за пределы	2	2
232	вот как	3	2
233	этого слова	7	2
234	даже в	5	2
235	с таким	4	2
236	что и	5	2
237	тем не	2	2
238	внутренней речи	4	2
239	к самому	3	2
240	так в	2	2
241	в отличие	2	2
242	совсем другое	3	2
243	бы не	2	2
244	это и	2	2
245	слова как	2	2
246	высшей степени	3	2
247	на протяжении	5	2
248	мы без	2	2
249	и это	4	2
250	героя и	9	2
251	отличие от	2	2
252	ничего не	4	2
