N	2gram	Bakhtin_Pr_2	Tvorches
1	у достоевского	14	30
2	и в	45	20
3	в романе	3	15
4	романах достоевского	6	13
5	не только	16	13
6	в романах	8	13
7	никогда не	17	11
8	преступлении и	2	11
9	как бы	15	11
10	в преступлении	2	10
11	и наказании	2	10
12	в его	22	10
13	таким образом	11	10
14	в то	5	10
15	достоевского в	4	9
16	и его	8	9
17	и не	42	9
18	прежде всего	11	8
19	достоевского не	8	8
20	в том	8	8
21	достоевского как	5	8
22	при этом	2	8
23	ивана карамазова	4	8
24	но и	15	8
25	может быть	18	8
26	в этом	20	8
27	и с	7	8
28	это не	3	7
29	представление о	2	7
30	братьях карамазовых	2	7
31	же время	3	7
32	что в	6	7
33	не может	24	7
34	то же	5	7
35	достоевский в	5	7
36	потому что	8	7
37	идей в	5	7
38	у него	6	6
39	в конце	4	6
40	что он	7	6
41	романе достоевского	3	6
42	в братьях	2	6
43	как и	14	6
44	из подполья	4	6
45	в целом	5	6
46	в своей	6	6
47	так и	3	6
48	все это	5	6
49	именно в	3	6
50	а не	10	6
51	в мире	3	5
52	но это	2	5
53	еще не	9	5
54	но не	6	5
55	достоевский не	3	5
56	и сам	3	5
57	например в	2	5
58	все же	4	5
59	и даже	3	5
60	так же	5	5
61	и на	7	5
62	о том	3	5
63	героев достоевского	4	5
64	то есть	50	5
65	об этом	3	4
66	за собой	2	4
67	что у	4	4
68	и от	3	4
69	том что	7	4
70	в дальнейшем	2	4
71	мы видим	2	4
72	что они	3	4
73	на его	5	4
74	хотя и	2	4
75	что она	4	4
76	творческого процесса	2	4
77	но у	3	4
78	как в	4	4
79	если не	2	4
80	все эти	4	4
81	тем самым	2	4
82	героя в	5	4
83	не в	8	4
84	а в	3	4
85	в чем	2	4
86	герои достоевского	2	4
87	и потому	6	4
88	ничего не	3	4
89	если бы	2	4
90	но в	6	4
91	а с	3	3
92	он сам	6	3
93	же как	4	3
94	жизни в	2	3
95	превращается в	4	3
96	мире достоевского	6	3
97	в одной	5	3
98	человека и	2	3
99	своих героев	2	3
100	в образе	3	3
101	к этому	4	3
102	с ним	8	3
103	по самой	2	3
104	роман достоевского	2	3
105	характера и	2	3
106	отношению к	8	3
107	х годов	2	3
108	одна из	3	3
109	достоевского это	2	3
110	для него	9	3
111	что не	5	3
112	одной из	2	3
113	в самом	13	3
114	он не	9	3
115	в котором	7	3
116	и др	4	3
117	не является	3	3
118	один из	2	3
119	в нем	20	3
120	то что	5	3
121	но уже	2	3
122	сих пор	2	3
123	в их	4	3
124	достоевского но	3	3
125	по отношению	8	3
126	и через	2	3
127	так как	5	3
128	человека в	5	3
129	уже не	6	3
130	романа и	4	3
131	одним из	3	3
132	в таком	3	3
133	этот вопрос	4	3
134	в рассказе	3	3
135	тем что	2	3
136	к роману	2	3
137	в своих	4	3
138	в себе	5	3
139	в начале	2	3
140	как у	2	3
141	его в	3	3
142	до сих	2	3
143	уже в	4	2
144	все время	3	2
145	себя на	2	2
146	не менее	2	2
147	личности в	3	2
148	его и	3	2
149	современной ему	2	2
150	точку зрения	5	2
151	по крайней	2	2
152	в одном	6	2
153	я не	6	2
154	вовсе не	7	2
155	со своими	6	2
156	и ее	7	2
157	в литературе	6	2
158	крайней мере	2	2
159	в ее	3	2
160	у нас	2	2
161	так что	2	2
162	более того	5	2
163	живое событие	2	2
164	в произведениях	3	2
165	достоевским в	2	2
166	относится и	2	2
167	раскольникова в	2	2
168	героем и	2	2
169	нет и	3	2
170	точка зрения	7	2
171	только для	2	2
172	себя в	2	2
173	самого достоевского	2	2
174	в процессе	2	2
175	преступление и	2	2
176	в истории	2	2
177	на него	2	2
178	что идея	2	2
179	для автора	4	2
180	бы не	3	2
181	не было	2	2
182	и других	3	2
183	достоевского и	2	2
184	образ человека	2	2
185	самом деле	4	2
186	и что	2	2
187	связь с	2	2
188	и у	2	2
189	и он	3	2
190	в xix	2	2
191	не так	2	2
192	и по	2	2
193	идеи в	5	2
194	достоевский никогда	5	2
195	друг друга	7	2
196	рядом с	3	2
197	он еще	2	2
198	с другими	7	2
199	с ними	4	2
200	или наконец	3	2
201	в основе	2	2
202	героя с	2	2
203	из них	9	2
204	могут быть	4	2
205	для достоевского	4	2
206	в которой	2	2
207	только в	9	2
208	xix веке	2	2
209	но ведь	3	2
210	в русской	2	2
211	героя и	7	2
212	так сказать	7	2
213	их в	7	2
214	произведениях достоевского	4	2
215	тоже не	2	2
