N	2gram	Vygotskiy__3	Myslijsy
1	потому что	14	49
2	для нас	8	31
3	то есть	15	30
4	и в	38	24
5	может быть	19	23
6	то что	35	20
7	и не	10	19
8	а не	7	18
9	в том	25	18
10	что в	20	16
11	не только	12	15
12	того же	3	14
13	при этом	4	13
14	было бы	12	13
15	не в	12	13
16	не может	7	12
17	то же	10	12
18	мы можем	7	12
19	если бы	14	11
20	что и	4	11
21	вместе с	5	11
22	мы не	5	11
23	только в	4	11
24	таким образом	12	11
25	для него	2	10
26	в себе	4	10
27	так что	8	10
28	как в	4	10
29	так как	6	10
30	вовсе не	8	9
31	в нем	4	9
32	как бы	14	9
33	но и	5	9
34	то и	3	9
35	а в	7	8
36	том что	14	8
37	и на	6	8
38	в этом	13	8
39	не могут	2	7
40	во всяком	2	7
41	всяком случае	2	7
42	во всех	4	7
43	как и	8	7
44	того что	4	7
45	тем что	3	7
46	с этим	8	7
47	того как	3	7
48	что если	4	6
49	с другой	7	6
50	в одном	8	6
51	и как	8	6
52	свою очередь	2	6
53	не можем	4	6
54	в свою	4	6
55	и т	14	6
56	не имеет	6	6
57	есть только	2	6
58	между тем	7	6
59	в то	3	6
60	этого слова	2	6
61	и только	3	6
62	заметить что	2	6
63	и уже	2	5
64	столь же	2	5
65	с ним	2	5
66	же в	2	5
67	что они	4	5
68	тот же	3	5
69	что не	3	5
70	на то	16	5
71	о том	6	5
72	в них	3	5
73	бы не	3	5
74	для того	8	5
75	или не	2	5
76	из них	6	5
77	только для	3	5
78	вместе и	2	5
79	все же	8	5
80	в которой	5	5
81	место в	3	4
82	главным образом	3	4
83	никогда не	4	4
84	из этих	3	4
85	и вместе	2	4
86	что он	11	4
87	уже не	2	4
88	такой же	2	4
89	одна из	4	4
90	и другое	4	4
91	до сих	6	4
92	и если	6	4
93	в самом	25	4
94	в нее	2	4
95	время как	4	4
96	в котором	6	4
97	чувства и	2	4
98	сих пор	5	4
99	с одной	6	4
100	что оно	2	4
101	и что	18	4
102	в таком	3	4
103	они не	2	4
104	одним словом	2	4
105	там где	6	4
106	том смысле	2	4
107	так сказать	5	4
108	то время	2	4
109	с тем	8	4
110	но в	3	4
111	что это	10	3
112	смысле этого	2	3
113	согласно с	2	3
114	так например	2	3
115	чем сильнее	3	3
116	и все	10	3
117	но мы	2	3
118	думать что	2	3
119	то это	2	3
120	о которых	9	3
121	очевидно что	2	3
122	одной стороны	5	3
123	и может	2	3
124	но это	3	3
125	мы в	2	3
126	например в	2	3
127	в самой	4	3
128	в ней	15	3
129	и во	2	3
130	его в	3	3
131	и тем	3	3
132	в целом	4	3
133	со стороны	2	3
134	что она	16	3
135	только что	2	3
136	что его	2	3
137	в нас	4	3
138	т п	5	3
139	т д	4	3
140	которых мы	6	3
141	быть не	2	3
142	если мы	6	3
143	не так	3	3
144	и для	4	3
145	как на	3	3
146	той же	2	3
147	и то	8	3
148	одно из	2	3
149	могла бы	3	3
150	далеко не	3	3
151	в этих	2	3
152	которое мы	3	3
153	полагает что	3	3
154	на деле	4	3
155	в эту	2	3
156	это будет	2	3
157	том как	2	3
158	и той	2	2
159	самого начала	6	2
160	всех этих	2	2
161	или если	2	2
162	и затем	2	2
163	и его	6	2
164	что у	7	2
165	в какой	5	2
166	но он	2	2
167	хотя бы	2	2
168	и это	8	2
169	одной и	2	2
170	что все	3	2
171	состоит в	3	2
172	к этому	3	2
173	животных и	2	2
174	указывают на	2	2
175	бы в	3	2
176	у нас	2	2
177	такое же	3	2
178	все эти	4	2
179	есть в	2	2
180	совсем не	3	2
181	так же	2	2
182	у него	4	2
183	но что	2	2
184	одно и	3	2
185	что с	4	2
186	в общем	2	2
187	оба эти	3	2
188	имеет место	2	2
189	и следовательно	2	2
190	к ней	2	2
191	но если	4	2
192	в его	5	2
193	один из	6	2
194	с теми	3	2
195	не знаем	2	2
196	к первой	2	2
197	можно назвать	2	2
198	указывает на	6	2
199	нам не	2	2
200	не имеют	2	2
201	все это	3	2
202	другой стороны	5	2
203	внимание на	2	2
204	вытекает из	2	2
205	образом мы	4	2
206	что за	2	2
207	а с	2	2
208	на самом	2	2
209	но только	8	2
210	самом деле	21	2
211	с самого	6	2
212	того чтобы	9	2
213	мы видим	12	2
214	и по	2	2
215	отношения к	2	2
216	как это	6	2
217	или в	5	2
218	и здесь	6	2
219	ни по	2	2
220	их в	2	2
221	сказать что	4	2
222	тому что	6	2
223	что только	2	2
224	нас на	2	2
225	или от	2	2
226	не то	4	2
227	в другом	5	2
228	о котором	5	2
229	могли бы	5	2
230	на этом	5	2
231	когда мы	2	2
