N	2gram	Voloshinov_1	Literetu
1	не только	6	24
2	при этом	2	19
3	но и	3	17
4	а не	2	16
5	в том	2	16
6	том что	2	14
7	может быть	8	13
8	и не	8	12
9	в этом	2	12
10	прежде всего	9	11
11	своего рода	2	11
12	то что	6	10
13	не в	3	8
14	в целом	2	8
15	и в	13	8
16	только в	6	8
17	не менее	2	7
18	в его	7	7
19	как бы	6	7
20	в себе	3	7
21	как и	3	6
22	точки зрения	7	6
23	эстетического объекта	5	6
24	с этой	2	5
25	а также	2	5
26	для себя	2	5
27	как в	2	5
28	не может	8	5
29	то же	4	5
30	уже в	2	5
31	в данном	2	5
32	не столько	3	5
33	еще в	2	4
34	и тем	2	4
35	все же	5	4
36	литературного произведения	2	4
37	в своей	4	4
38	данном случае	2	4
39	так и	3	4
40	и т.п	7	4
41	никогда не	3	4
42	в связи	2	4
43	лишь в	4	4
44	и его	12	4
45	в своих	2	4
46	не как	3	4
47	что в	3	3
48	с другой	2	3
49	да и	3	3
50	в пределах	3	3
51	в самом	2	3
52	несмотря на	2	3
53	не мог	2	3
54	и др	2	3
55	в их	3	3
56	по отношению	3	3
57	а в	2	3
58	таким образом	6	3
59	еще и	4	3
60	эстетический объект	7	3
61	нуждается в	2	3
62	но в	4	3
63	в области	2	3
64	а как	2	2
65	превращается в	3	2
66	к тому	2	2
67	в другом	2	2
68	замкнутого круга	2	2
69	для него	2	2
70	от своего	2	2
71	одной стороны	2	2
72	было бы	4	2
73	общего с	3	2
74	за пределы	3	2
75	в искусстве	3	2
76	и является	2	2
77	не является	4	2
78	в нем	2	2
79	отношению к	3	2
80	художественное произведение	2	2
81	не на	2	2
82	с одной	2	2
83	все эти	2	2
84	самом деле	3	2
85	хотя бы	5	2
86	с точки	5	2
87	роль в	2	2
88	объект и	2	2
89	и то	3	2
90	между тем	2	2
91	тем что	2	2
92	могут быть	2	2
93	нет ничего	2	2
94	в сознании	4	2
