N	2gram	Losev_Dial_4	Problema
1	и в	15	44
2	вовсе не	6	37
3	и не	30	35
4	не есть	40	35
5	может быть	17	28
6	потому что	10	25
7	по себе	13	25
8	не просто	7	23
9	то что	16	23
10	в том	11	21
11	только в	7	19
12	а не	18	18
13	в этом	11	17
14	также и	4	16
15	сказать что	6	16
16	даже и	3	16
17	если мы	5	16
18	и даже	6	14
19	не только	8	14
20	и то	3	14
21	не в	8	13
22	и т	17	13
23	т д	15	13
24	то же	9	13
25	так что	6	12
26	той или	4	12
27	но в	3	12
28	художественного образа	3	12
29	том что	10	12
30	есть символ	5	11
31	не менее	2	10
32	но и	4	10
33	в виду	9	10
34	отнюдь не	4	10
35	у нас	3	10
36	как и	7	10
37	тем не	2	10
38	так и	5	10
39	это не	12	9
40	и тем	6	9
41	в нем	5	9
42	не имеет	14	9
43	и с	4	9
44	как бы	14	9
45	так как	14	9
46	что он	7	9
47	в то	6	9
48	никак не	2	9
49	в его	4	9
50	что и	6	9
51	как нечто	2	9
52	в данном	3	9
53	во всяком	2	9
54	и это	8	9
55	таким образом	5	9
56	перед нами	6	8
57	сама по	5	8
58	что в	7	8
59	ни в	8	8
60	а именно	6	8
61	есть нечто	2	8
62	того что	13	8
63	что мы	7	8
64	при помощи	3	8
65	но это	4	8
66	было бы	9	8
67	что же	2	8
68	художественное произведение	2	8
69	как раз	4	8
70	в себе	8	8
71	и вообще	7	8
72	вещи и	2	7
73	не может	11	7
74	уже не	9	7
75	все эти	3	7
76	мы находим	2	7
77	и что	9	7
78	мы должны	4	7
79	с ним	3	7
80	это и	9	7
81	и потому	3	7
82	мы не	9	7
83	ничего общего	4	7
84	значит что	9	7
85	никогда не	2	6
86	для этого	2	6
87	то ни	4	6
88	можно сказать	5	6
89	и если	3	6
90	но если	5	6
91	другими словами	5	6
92	жизни и	4	6
93	и только	2	6
94	но только	5	6
95	того или	2	6
96	нет ничего	6	6
97	ясно что	11	6
98	о том	5	6
99	все же	2	6
100	мы можем	3	6
101	сам по	2	6
102	в виде	3	6
103	не было	2	5
104	крайней мере	7	5
105	да и	2	5
106	что они	4	5
107	с тем	4	5
108	как о	2	5
109	и есть	19	5
110	хотя и	6	5
111	в ней	5	5
112	с той	2	5
113	другой стороны	2	5
114	все это	9	5
115	то и	2	5
116	в своем	5	5
117	точки зрения	14	5
118	что здесь	3	5
119	символ в	6	5
120	по крайней	7	5
121	есть не	5	5
122	еще не	4	5
123	за пределы	3	5
124	и о	8	5
125	тех или	4	5
126	в своей	3	5
127	как в	3	5
128	так же	4	5
129	собственно говоря	2	5
130	тем самым	3	5
131	тоже не	2	5
132	и его	7	5
133	символ есть	4	5
134	едва ли	3	5
135	иное как	8	4
136	имеется в	3	4
137	это значит	8	4
138	при этом	2	4
139	и притом	3	4
140	совершенно не	3	4
141	ни с	4	4
142	и без	2	4
143	никакого отношения	2	4
144	заключается в	2	4
145	д и	3	4
146	есть только	3	4
147	или другой	3	4
148	же и	2	4
149	чем же	2	4
150	есть обязательно	2	4
151	но как	2	4
152	что даже	2	4
153	об его	3	4
154	это будет	3	4
155	не что	8	4
156	что иное	8	4
157	самом же	2	4
158	мы уже	3	4
159	нет никакого	3	4
160	в ее	2	4
161	в чем	8	4
162	или в	7	4
163	тем что	2	4
164	в каком	5	4
165	или по	4	4
166	ни от	2	4
167	мы говорим	2	4
168	как только	5	3
169	или иная	2	3
170	что это	13	3
171	имеет ничего	2	3
172	только о	3	3
173	точно так	2	3
174	прежде всего	11	3
175	есть то	5	3
176	на то	5	3
177	идеи и	4	3
178	без всякого	2	3
179	и как	4	3
180	но все	2	3
181	это есть	13	3
182	в этой	4	3
183	кроме того	2	3
184	случае не	2	3
185	в самом	2	3
186	которые мы	2	3
187	на себе	5	3
188	отношения к	3	3
189	именно так	2	3
190	с этой	2	3
191	ни на	6	3
192	и ни	2	3
193	очень много	2	3
194	а это	2	3
195	в мифе	6	3
196	если бы	6	3
197	само по	4	3
198	что тут	7	3
199	отвлеченная идея	3	3
200	та или	3	3
201	имеет никакого	2	3
202	не мешает	2	3
203	об этом	3	3
204	говорить о	11	3
205	то в	5	3
206	тем более	6	3
207	в качестве	2	3
208	она не	4	3
209	есть ни	9	3
210	ни о	3	3
211	общего с	3	3
212	не значит	2	3
213	или другого	2	3
214	его как	2	3
215	поэтический образ	3	3
216	быть и	3	3
217	во всей	2	3
218	иной раз	3	3
219	и все	11	3
220	все равно	2	3
221	мы начинаем	2	3
222	идея и	3	3
223	и тогда	2	3
224	что такое	5	3
225	хотя бы	4	3
226	то или	3	3
227	отличие от	2	3
228	и ее	8	3
229	как будто	2	3
230	есть в	4	3
231	идет речь	4	3
232	ничего не	17	3
233	или иное	3	2
234	мы будем	2	2
235	по типу	2	2
236	время и	2	2
237	именно в	5	2
238	в частности	2	2
239	образа в	2	2
240	в отношении	2	2
241	образа вещи	2	2
242	всегда есть	2	2
243	никто не	2	2
244	что все	4	2
245	и можно	5	2
246	своим собственным	2	2
247	и нет	3	2
248	же есть	3	2
249	но что	5	2
250	в нашей	2	2
251	есть также	2	2
252	от себя	2	2
253	между собою	2	2
254	и следовательно	3	2
255	в котором	2	2
256	однако в	2	2
257	с ее	10	2
258	при таком	2	2
259	из них	2	2
260	природы и	2	2
261	от того	2	2
262	в их	3	2
263	во внимание	2	2
264	что оно	7	2
265	этой точки	2	2
266	и будет	2	2
267	и по	2	2
268	есть просто	6	2
269	о ней	2	2
270	в результате	6	2
271	в основе	10	2
272	с этим	3	2
273	этот предмет	2	2
274	если угодно	3	2
275	бы только	4	2
276	бы в	4	2
277	как это	2	2
278	мы имеем	5	2
279	том как	2	2
280	а как	2	2
281	нисколько не	2	2
282	нашего исследования	2	2
283	всей его	2	2
284	это понятие	3	2
285	и во	2	2
286	об ее	2	2
287	он есть	7	2
288	в понятии	2	2
289	просто как	2	2
290	быть в	5	2
291	же себя	2	2
292	при условии	2	2
293	только потому	3	2
294	не говорят	3	2
295	и при	2	2
296	от него	3	2
297	есть и	3	2
298	с их	4	2
299	но именно	2	2
300	и может	2	2
301	когда она	3	2
302	во всех	2	2
303	мы теперь	2	2
304	себе не	2	2
305	для нее	2	2
306	себя в	2	2
307	по сравнению	2	2
308	когда он	3	2
309	и именно	2	2
310	вместе с	2	2
311	ровно ничего	7	2
312	в природе	3	2
313	мы только	2	2
314	на основании	3	2
315	даже не	2	2
316	только что	2	2
317	только тогда	5	2
318	жизнь и	2	2
319	из которых	3	2
320	и для	5	2
321	с точки	9	2
322	в сравнении	3	2
323	да еще	2	2
324	сравнении с	2	2
325	ничто не	2	2
326	могут быть	3	2
327	сравнению с	2	2
328	в которой	2	2
329	это было	2	2
