N	2gram	Propp_Isto_1	slovoVRo
1	и в	28	41
2	в нем	2	30
3	и т	25	28
4	могут быть	4	19
5	во всех	2	17
6	но и	10	16
7	и не	9	16
8	не только	12	16
9	а не	15	15
10	то же	12	14
11	в пределах	4	14
12	может быть	25	14
13	и др	7	14
14	не может	15	14
15	и его	3	14
16	и на	4	14
17	в то	3	14
18	в его	5	13
19	как бы	2	12
20	в этом	8	12
21	так и	9	11
22	в большинстве	4	10
23	таким образом	8	9
24	все эти	4	9
25	себя в	2	9
26	прежде всего	10	8
27	точка зрения	2	8
28	в особенности	2	8
29	но в	8	8
30	как в	2	8
31	как мы	3	8
32	или в	5	8
33	не в	9	7
34	с ним	2	7
35	вовсе не	2	7
36	все же	10	7
37	это не	7	6
38	при этом	3	6
39	и даже	4	6
40	а в	7	6
41	большинстве случаев	4	6
42	к своему	2	6
43	только в	11	6
44	с другой	6	5
45	все это	4	5
46	т д	22	5
47	в основе	4	5
48	не на	2	5
49	он в	2	5
50	перед нами	3	4
51	и от	2	4
52	или меньшей	2	4
53	большей или	2	4
54	одной стороны	4	4
55	и часто	2	4
56	одним из	2	4
57	в ней	7	4
58	один из	4	4
59	в их	3	4
60	с одной	4	4
61	и с	4	4
62	всех этих	2	4
63	не как	3	4
64	ли он	3	4
65	как и	4	4
66	здесь в	2	4
67	еще не	7	4
68	и потому	2	4
69	о нем	2	4
70	другой стороны	5	4
71	и для	4	4
72	там где	4	4
73	ничего не	2	4
74	не могут	2	3
75	никогда не	14	3
76	точку зрения	3	3
77	хотя бы	4	3
78	к тому	6	3
79	в том	9	3
80	более или	5	3
81	не выходит	2	3
82	для него	2	3
83	в зависимости	2	3
84	из них	3	3
85	его и	2	3
86	в своем	5	3
87	именно в	3	3
88	того что	4	3
89	также и	3	3
90	а иногда	2	3
91	и здесь	7	3
92	его но	2	3
93	о том	9	3
94	его в	6	3
95	так как	6	3
96	с этим	4	3
97	связанные с	2	3
98	в себе	2	3
99	по существу	5	3
100	зависимости от	2	3
101	в качестве	5	3
102	было бы	7	3
103	одной из	2	3
104	конечно не	2	3
105	но оно	4	3
106	он не	2	3
107	в основном	2	3
108	из этого	2	3
109	или менее	5	3
110	и этим	2	3
111	как оно	2	3
112	которые в	2	3
113	же как	2	2
114	в частности	2	2
115	столь же	2	2
116	или даже	3	2
117	ни было	2	2
118	для нас	13	2
119	его как	2	2
120	так что	4	2
121	что они	5	2
122	на этом	3	2
123	без другого	2	2
124	друг с	4	2
125	например в	5	2
126	где нет	2	2
127	между ними	2	2
128	был бы	2	2
129	и по	3	2
130	и тем	2	2
131	в целом	2	2
132	в этих	7	2
133	уже не	3	2
134	должно быть	2	2
135	так же	7	2
136	время как	3	2
137	сказать что	5	2
138	потому что	4	2
139	между тем	2	2
140	оно может	2	2
141	возникает из	2	2
142	нисколько не	2	2
143	в котором	3	2
144	между собой	4	2
145	обстоит дело	4	2
146	дело не	5	2
147	в одном	5	2
148	к этому	2	2
149	связь с	4	2
150	и эти	3	2
151	том что	7	2
152	не с	3	2
153	мы видим	11	2
154	одна из	2	2
155	но не	5	2
156	то время	3	2
157	до сих	5	2
158	одним словом	4	2
159	даже в	4	2
160	сих пор	5	2
161	с ней	2	2
162	в ее	2	2
163	как раз	2	2
164	так в	4	2
165	а с	2	2
166	если мы	3	2
167	не есть	2	2
168	мы не	10	2
169	можно было	5	2
170	нас в	2	2
171	различные формы	2	2
172	от этого	2	2
173	в виде	2	2
174	в другом	3	2
175	связи с	4	2
176	с другом	3	2
177	здесь не	4	2
