N	2gram	Vinokur_Ku_3	Narrotol
1	не только	17	26
2	а не	11	17
3	но и	3	15
4	в том	22	14
5	при этом	6	14
6	в качестве	2	14
7	и не	10	14
8	том что	11	13
9	и в	23	13
10	в этом	16	13
11	состоит в	2	12
12	в частности	2	11
13	только в	6	11
14	может быть	14	10
15	в данном	7	10
16	своего рода	2	9
17	к тому	3	9
18	так и	6	9
19	а в	5	9
20	то что	4	8
21	не может	6	8
22	не в	5	8
23	иначе говоря	2	7
24	в рамках	5	6
25	в своем	4	6
26	прежде всего	9	6
27	можно сказать	2	6
28	и к	3	6
29	того что	11	6
30	в его	11	6
31	данном случае	4	6
32	все же	5	6
33	как бы	5	6
34	а также	4	6
35	ничего не	6	6
36	но в	2	6
37	точки зрения	23	5
38	не столько	4	5
39	тем не	9	5
40	что он	6	5
41	одной стороны	4	5
42	хотя и	5	5
43	он не	3	5
44	в котором	2	5
45	я не	5	5
46	и тем	6	5
47	отношению к	2	5
48	на него	3	5
49	как в	4	5
50	по отношению	3	5
51	в отличие	2	5
52	таким образом	9	5
53	с одной	4	5
54	в той	4	5
55	тем самым	4	5
56	с другой	7	5
57	на протяжении	2	5
58	отличие от	2	5
59	в то	3	5
60	я в	3	5
61	далеко не	5	5
62	о том	6	5
63	что это	3	4
64	не менее	12	4
65	если бы	8	4
66	отнюдь не	3	4
67	тому же	3	4
68	как и	5	4
69	что в	13	4
70	в своей	4	4
71	в ее	4	4
72	то же	6	4
73	в какой	3	4
74	уже не	8	4
75	в силу	6	4
76	как это	7	4
77	в известном	2	3
78	тому что	4	3
79	мы имеем	2	3
80	точку зрения	2	3
81	это не	3	3
82	или иного	3	3
83	или иной	7	3
84	и того	2	3
85	в слове	4	3
86	что они	2	3
87	но не	3	3
88	того или	3	3
89	известном смысле	2	3
90	к его	2	3
91	как раз	4	3
92	той или	5	3
93	один из	4	3
94	в целом	4	3
95	на том	2	3
96	внимание на	2	3
97	то и	2	3
98	как к	2	3
99	все эти	7	3
100	самом деле	14	3
101	того чтобы	11	3
102	то у	2	3
103	следует подчеркнуть	2	3
104	в таком	4	3
105	с этой	3	3
106	никак не	2	3
107	сказать что	7	3
108	между тем	4	3
109	так сказать	2	3
110	о чем	2	2
111	а то	2	2
112	однако в	2	2
113	в нашем	7	2
114	о них	4	2
115	может оказаться	2	2
116	хотя бы	9	2
117	столь же	4	2
118	к другому	2	2
119	из этих	5	2
120	но также	5	2
121	на фоне	7	2
122	вовсе не	5	2
123	и здесь	2	2
124	для нас	4	2
125	и т	54	2
126	тем более	5	2
127	эти два	2	2
128	и более	3	2
129	по своему	2	2
130	как о	3	2
131	должна быть	3	2
132	отношения между	4	2
133	еще не	9	2
134	было бы	16	2
135	по поводу	3	2
136	в самом	13	2
137	может служить	2	2
138	но для	3	2
139	что она	5	2
140	все те	2	2
141	не все	2	2
142	что и	6	2
143	в процессе	3	2
144	подчеркнуть что	2	2
145	а с	3	2
146	именно в	3	2
147	у нас	10	2
148	те же	7	2
149	на самом	3	2
150	они не	3	2
151	и что	7	2
152	более чем	2	2
153	только что	2	2
154	с точки	16	2
155	не имеет	3	2
156	так же	2	2
157	как на	8	2
158	той же	3	2
159	мы не	3	2
160	можно было	11	2
161	в чем	5	2
162	тому как	2	2
163	но это	5	2
164	не случайно	4	2
165	в результате	3	2
166	в ней	3	2
167	т п	41	2
168	говорить о	6	2
169	как он	2	2
170	зрения на	3	2
171	здесь не	2	2
172	потому что	12	2
173	в области	14	2
174	могло бы	3	2
