N	2gram	Bakhtin_fo_1	Analitik
1	не только	9	22
2	и в	50	18
3	как и	8	14
4	так и	12	14
5	в этом	25	14
6	но и	8	13
7	и его	16	13
8	в частности	6	12
9	том что	4	12
10	в качестве	3	12
11	и не	14	12
12	при этом	3	11
13	а в	3	10
14	как бы	2	10
15	то есть	33	10
16	может быть	11	9
17	что в	5	9
18	а не	3	9
19	в том	9	9
20	с его	9	8
21	со своей	3	8
22	и даже	2	8
23	с другой	2	7
24	но не	5	7
25	в его	13	7
26	отношению к	5	7
27	как раз	13	7
28	по отношению	3	7
29	к тому	3	6
30	не в	5	6
31	в начале	3	6
32	для него	2	6
33	еще не	5	6
34	он не	5	6
35	в их	6	6
36	никогда не	2	5
37	не является	2	5
38	в конце	9	5
39	прежде всего	15	5
40	в свою	2	5
41	или иной	2	5
42	того же	8	5
43	в самом	8	5
44	что и	3	5
45	и т.п	4	5
46	в сущности	3	5
47	лишь в	6	5
48	уже не	2	5
49	той же	2	5
50	в результате	6	5
51	отнюдь не	5	4
52	в своем	4	4
53	в одном	3	4
54	по себе	2	4
55	и к	2	4
56	и как	10	4
57	во втором	2	4
58	в пределах	5	4
59	все же	6	4
60	принадлежит к	2	4
61	таким образом	11	4
62	и на	8	4
63	в данном	2	4
64	далеко не	2	4
65	героя и	7	4
66	уже в	2	3
67	к этому	3	3
68	в ее	6	3
69	тому же	2	3
70	и того	6	3
71	было бы	2	3
72	же время	9	3
73	с их	2	3
74	той или	2	3
75	к жизни	2	3
76	с ее	6	3
77	в целом	2	3
78	как в	6	3
79	все это	4	3
80	то же	11	3
81	не было	7	3
82	этом отношении	3	3
83	еще и	2	3
84	именно в	3	3
85	что не	3	3
86	роль в	9	3
87	мы не	3	3
88	ничего не	9	3
89	здесь и	2	3
90	вступает в	2	3
91	с этим	6	3
92	точки зрения	5	3
93	одного и	5	3
94	во всем	2	3
95	в то	9	3
96	жизнь и	4	3
97	его в	3	3
98	здесь не	4	3
99	в особенности	9	3
100	могут быть	5	2
101	для всех	2	2
102	все эти	9	2
103	в них	4	2
104	это не	6	2
105	но они	3	2
106	не как	2	2
107	в жизни	6	2
108	себе самому	4	2
109	в нем	24	2
110	углом зрения	2	2
111	есть не	3	2
112	и ее	3	2
113	же в	3	2
114	да и	3	2
115	в романе	32	2
116	в соответствии	2	2
117	в дальнейшем	6	2
118	с самим	5	2
119	одна из	2	2
120	с тем	3	2
121	в глаза	2	2
122	одной стороны	2	2
123	со всеми	3	2
124	совершенно не	2	2
125	например в	6	2
126	по преимуществу	3	2
127	хотя и	3	2
128	в ней	4	2
129	об этом	2	2
130	вальтера скотта	3	2
131	и потому	3	2
132	а также	2	2
133	только к	3	2
134	один из	3	2
135	то что	6	2
136	во всех	6	2
137	вместе с	3	2
138	в форме	3	2
139	не может	6	2
140	в отличие	2	2
141	входит в	3	2
142	отношения к	3	2
143	с одной	3	2
144	не для	2	2
145	те же	2	2
146	в той	4	2
147	в значительной	2	2
148	с точки	2	2
149	и по	2	2
150	и для	4	2
151	и прежде	2	2
152	сказать что	3	2
153	во всяком	3	2
154	тем что	2	2
155	личности и	2	2
156	на себя	2	2
157	в себе	3	2
158	что мы	2	2
159	только в	4	2
160	и все	6	2
161	дело в	2	2
162	так сказать	7	2
163	там где	2	2
164	отличие от	2	2
165	но в	10	2
166	о своей	2	2
