N	2gram	Vygotskiy__3	slovoVRo
1	и в	38	41
2	в нем	4	30
3	и т	14	28
4	то есть	15	26
5	т п	5	23
6	во всех	4	17
7	но и	5	16
8	и не	10	16
9	точки зрения	16	16
10	не только	12	16
11	а не	7	15
12	то же	10	14
13	может быть	19	14
14	не может	7	14
15	и его	6	14
16	и на	6	14
17	в то	3	14
18	в сущности	10	13
19	в его	5	13
20	до конца	2	12
21	как бы	14	12
22	в этом	13	12
23	в той	5	10
24	таким образом	12	9
25	все эти	4	9
26	но в	3	8
27	как в	4	8
28	как мы	7	8
29	с точки	9	8
30	или в	5	8
31	все они	2	7
32	не в	12	7
33	и следовательно	2	7
34	с ним	2	7
35	вовсе не	8	7
36	в своей	5	7
37	все же	8	7
38	во всяком	2	7
39	того же	3	6
40	при этом	4	6
41	поэтического стиля	2	6
42	и даже	4	6
43	а в	7	6
44	в плане	3	6
45	в них	3	6
46	к своему	2	6
47	только в	4	6
48	с другой	7	5
49	в самом	25	5
50	всяком случае	2	5
51	все это	3	5
52	т д	4	5
53	в основе	3	5
54	и к	3	5
55	он в	2	5
56	далеко не	3	5
57	так сказать	5	5
58	перед нами	8	4
59	одной стороны	5	4
60	и часто	2	4
61	в ней	15	4
62	один из	6	4
63	с ее	2	4
64	с одной	6	4
65	и наконец	2	4
66	в которой	5	4
67	и все	10	4
68	поэзии и	2	4
69	всех этих	2	4
70	лежит в	2	4
71	как и	8	4
72	здесь в	2	4
73	по преимуществу	2	4
74	другой стороны	5	4
75	и для	4	4
76	автора и	2	4
77	там где	6	4
78	ничего не	2	4
79	как только	3	3
80	не могут	2	3
81	все время	30	3
82	никогда не	4	3
83	хотя бы	2	3
84	из этих	3	3
85	на всю	2	3
86	к тому	6	3
87	мы найдем	2	3
88	в том	25	3
89	в свою	4	3
90	для него	2	3
91	из них	6	3
92	данном случае	2	3
93	в своем	5	3
94	того что	4	3
95	и здесь	6	3
96	в истории	2	3
97	о том	6	3
98	его в	3	3
99	так как	6	3
100	у него	4	3
101	и во	2	3
102	с этим	8	3
103	в себе	4	3
104	с этой	2	3
105	по существу	2	3
106	в качестве	2	3
107	она не	6	3
108	и может	2	3
109	было бы	12	3
110	конечно не	4	3
111	он не	6	3
112	из этого	8	3
113	в данном	2	3
114	и ее	2	3
115	свою очередь	2	2
116	действительно не	3	2
117	от этой	2	2
118	тому что	6	2
119	и одновременно	2	2
120	столь же	2	2
121	одного из	2	2
122	что все	3	2
123	том и	2	2
124	для нас	8	2
125	так что	8	2
126	что они	4	2
127	на этом	5	2
128	например в	2	2
129	и той	2	2
130	для того	8	2
131	был бы	3	2
132	и по	2	2
133	и тем	3	2
134	в целом	4	2
135	в этих	2	2
136	друг другу	2	2
137	как к	2	2
138	не могла	2	2
139	уже не	2	2
140	одновременно и	3	2
141	а вовсе	2	2
142	у них	2	2
143	так же	2	2
144	время как	4	2
145	сказать что	4	2
146	потому что	14	2
147	но он	2	2
148	рассказ в	3	2
149	между тем	7	2
150	в котором	6	2
151	он может	2	2
152	между собой	2	2
153	дело не	2	2
154	в одном	8	2
155	к этому	3	2
156	из одного	3	2
157	и эти	2	2
158	у нас	2	2
159	том что	14	2
160	мы видим	12	2
161	без всяких	3	2
162	одна из	4	2
163	по своему	4	2
164	то время	2	2
165	одно и	3	2
166	лучшем случае	2	2
167	слов и	2	2
168	до сих	6	2
169	мы уже	7	2
170	совершенно не	5	2
171	и о	3	2
172	одним словом	2	2
173	сих пор	5	2
174	в ее	7	2
175	как раз	8	2
176	нами в	2	2
177	а с	2	2
178	на самом	2	2
179	если мы	6	2
180	заставляет его	2	2
181	той же	2	2
182	в лучшем	2	2
183	мы не	5	2
184	и заставляет	3	2
185	и то	8	2
186	мы все	4	2
187	в виде	2	2
188	эти слова	2	2
189	в другом	5	2
190	на возможность	2	2
191	здесь не	3	2
192	в эту	2	2
193	из него	4	2
