N	2gram	Losev_Prob_1	Tvorches
1	и в	32	21
2	как бы	14	17
3	в то	6	15
4	в его	6	13
5	из подполья	2	13
6	то же	10	13
7	что в	12	12
8	как и	3	12
9	то есть	33	12
10	с его	2	11
11	том что	12	11
12	все это	7	10
13	как в	4	8
14	он не	3	8
15	то что	42	8
16	в том	9	7
17	тем самым	4	7
18	при этом	6	7
19	не только	17	7
20	и не	31	7
21	и на	8	7
22	но в	14	7
23	он сам	2	6
24	что он	7	6
25	и все	7	6
26	не менее	19	6
27	для него	2	6
28	в котором	5	6
29	а в	4	6
30	и его	3	6
31	в этом	19	6
32	о том	11	6
33	отнюдь не	10	5
34	вовсе не	35	5
35	а не	15	5
36	но это	8	5
37	может быть	14	5
38	в этой	10	5
39	таким образом	6	5
40	хотя бы	3	5
41	потому что	16	5
42	как будто	3	5
43	только в	7	5
44	в своем	5	4
45	прежде всего	10	4
46	и как	6	4
47	не имеют	5	4
48	один из	4	4
49	в своей	8	4
50	не может	8	4
51	это не	6	4
52	не существует	6	3
53	уже в	3	3
54	никогда не	7	3
55	с другой	3	3
56	что все	3	3
57	с ним	3	3
58	говорит о	3	3
59	в дальнейшем	4	3
60	но не	9	3
61	со всеми	2	3
62	на его	2	3
63	в самом	6	3
64	но если	2	3
65	в нем	13	3
66	и т	11	3
67	но и	9	3
68	ее в	2	3
69	в их	4	3
70	уже не	3	3
71	на самом	6	3
72	того что	7	3
73	и даже	11	3
74	так же	9	3
75	в которой	2	3
76	и с	2	3
77	хотя и	6	3
78	в виде	15	3
79	далеко не	5	3
80	дело в	3	3
81	так как	11	3
82	я и	2	3
83	ни на	4	3
84	перед нами	5	2
85	однако в	2	2
86	в этих	3	2
87	на том	4	2
88	в качестве	2	2
89	по крайней	2	2
90	у пушкина	2	2
91	точно так	4	2
92	в жизни	3	2
93	в литературе	4	2
94	есть не	6	2
95	вот в	2	2
96	можно сказать	5	2
97	крайней мере	2	2
98	его как	2	2
99	что его	3	2
100	самое время	4	2
101	об этом	10	2
102	так что	6	2
103	не в	4	2
104	то в	5	2
105	того же	3	2
106	не нужно	3	2
107	от других	2	2
108	из них	3	2
109	действительности и	5	2
110	действительности в	3	2
111	к тому	3	2
112	только на	4	2
113	по преимуществу	2	2
114	из других	2	2
115	же и	3	2
116	в него	2	2
117	себе не	3	2
118	гораздо более	2	2
119	здесь нет	2	2
120	которого он	2	2
121	и тем	13	2
122	тем не	18	2
123	не будет	2	2
124	вместе с	2	2
125	но она	3	2
126	данном случае	8	2
127	так и	12	2
128	во всей	3	2
129	который является	2	2
130	что для	2	2
131	и того	2	2
132	именно в	4	2
133	мы находим	2	2
134	что она	5	2
135	но только	2	2
136	в одно	4	2
137	самом деле	6	2
138	что не	3	2
139	и притом	4	2
140	только что	2	2
141	или в	4	2
142	свидетельствует о	3	2
143	сказать что	13	2
144	больше чем	2	2
145	в первом	2	2
146	могут быть	2	2
147	но он	3	2
148	в данном	9	2
149	в себе	15	2
150	при помощи	13	2
151	настоящее время	3	2
152	в чем	3	2
153	не то	2	2
154	значит что	3	2
155	в виду	6	2
