N	2gram	Trubetskoy_1	FransuaR
1	и в	26	40
2	то есть	4	18
3	прежде всего	2	16
4	в этом	15	15
5	не только	10	13
6	и не	8	13
7	в его	5	13
8	что в	9	12
9	но и	9	11
10	таким образом	22	10
11	в них	2	9
12	и все	2	9
13	может быть	10	9
14	он не	4	9
15	во время	4	8
16	отношение к	5	8
17	в том	11	8
18	все эти	6	8
19	в эпоху	7	8
20	и с	10	8
21	и на	2	8
22	но в	7	8
23	в своем	3	7
24	в одном	3	7
25	то же	4	7
26	культуры и	3	7
27	в виду	2	7
28	в этих	4	6
29	к этому	3	6
30	же время	2	6
31	в самом	4	6
32	во всех	2	6
33	связь с	2	6
34	связи с	9	6
35	в то	4	6
36	со всеми	2	5
37	в нем	4	5
38	то что	7	5
39	в связи	3	5
40	не было	2	5
41	те же	2	5
42	а не	5	5
43	и для	5	5
44	для него	3	5
45	том что	7	4
46	до сих	5	4
47	из них	7	4
48	и потому	6	4
49	а также	2	4
50	один из	2	4
51	в мире	5	4
52	жизни и	2	4
53	сих пор	5	4
54	все это	6	4
55	о том	6	4
56	и о	3	4
57	того чтобы	5	4
58	особенно в	2	4
59	и даже	3	4
60	из всех	3	4
61	и здесь	2	4
62	так как	9	4
63	в области	9	4
64	в эту	2	4
65	том числе	5	3
66	только для	2	3
67	с его	2	3
68	если бы	3	3
69	и от	4	3
70	и к	5	3
71	мы видели	2	3
72	в начале	2	3
73	в этой	4	3
74	для этого	2	3
75	еще не	2	3
76	вплоть до	2	3
77	как бы	12	3
78	и наконец	2	3
79	что и	6	3
80	вместе с	15	3
81	так и	6	3
82	не может	4	3
83	а в	4	3
84	начиная с	2	3
85	в значительной	3	3
86	для того	5	3
87	и как	3	3
88	но все	7	3
89	связан с	2	3
90	сказать что	2	3
91	между тем	2	3
92	при этом	3	3
93	одно из	2	3
94	народная культура	2	3
95	в себе	6	3
96	только в	4	3
97	связанные с	7	3
98	в конце	6	3
99	в других	3	3
100	не исчерпывается	2	2
101	не менее	3	2
102	связана с	2	2
103	уже в	2	2
104	представление о	6	2
105	сравнению с	2	2
106	хотя бы	3	2
107	в течение	4	2
108	с другой	8	2
109	из этих	10	2
110	больше чем	2	2
111	образом в	5	2
112	что он	4	2
113	или иной	2	2
114	можно сказать	3	2
115	связан и	2	2
116	все же	6	2
117	следующий период	2	2
118	этой эпохи	4	2
119	но не	8	2
120	все что	2	2
121	конечно не	2	2
122	и перед	2	2
123	и другие	3	2
124	и если	3	2
125	к нему	7	2
126	свидетельствует о	2	2
127	одним из	2	2
128	из этого	2	2
129	той или	2	2
130	в котором	4	2
131	к жизни	5	2
132	отношению к	3	2
133	не к	2	2
134	в разных	2	2
135	этом отношении	2	2
136	именно в	2	2
137	одновременно и	2	2
138	из этой	2	2
139	лишь в	5	2
140	и у	8	2
141	числе и	4	2
142	потому что	7	2
143	одной из	5	2
144	он в	2	2
145	точки зрения	13	2
146	ко всему	2	2
147	по сравнению	2	2
148	с того	2	2
149	далеко не	4	2
150	и это	2	2
151	в которой	3	2
152	того же	6	2
153	как о	3	2
