N	2gram	Ircho_Kome_1	formyVre
1	и в	22	50
2	в этом	3	25
3	в нем	4	24
4	и его	8	16
5	прежде всего	5	15
6	и не	8	14
7	как мы	4	14
8	вовсе не	2	13
9	как раз	3	13
10	в его	5	13
11	так и	5	12
12	может быть	9	11
13	таким образом	8	11
14	то же	6	11
15	и как	3	10
16	времени и	2	10
17	но в	4	10
18	в конце	6	9
19	в том	11	9
20	же время	4	9
21	в других	2	9
22	в то	10	9
23	не только	10	9
24	ничего не	3	9
25	в самом	2	8
26	и т	9	8
27	но и	11	8
28	и на	3	8
29	как и	9	8
30	того же	2	8
31	ни в	6	8
32	т п	5	8
33	это время	2	7
34	и во	2	7
35	для себя	2	7
36	все же	3	6
37	в частности	3	6
38	с ее	2	6
39	в их	4	6
40	не может	2	6
41	так же	3	6
42	в результате	4	6
43	так как	4	6
44	у него	3	6
45	и все	3	6
46	то что	2	6
47	как в	5	6
48	что в	6	5
49	в образе	3	5
50	не в	6	5
51	до нас	5	5
52	время как	4	5
53	точки зрения	4	5
54	но не	2	5
55	еще не	2	5
56	наряду с	2	5
57	он не	3	5
58	отношению к	3	5
59	и у	3	5
60	могут быть	3	5
61	время и	2	4
62	до конца	2	4
63	в котором	4	4
64	все это	5	4
65	потому что	5	4
66	и с	3	4
67	в них	3	4
68	то время	5	4
69	раз в	2	4
70	том что	12	4
71	только в	3	4
72	в отношении	6	3
73	к тому	6	3
74	да и	3	3
75	при этом	5	3
76	в новое	2	3
77	хотя и	3	3
78	один из	5	3
79	в форме	2	3
80	по отношению	3	3
81	этом отношении	3	3
82	с одной	3	3
83	именно в	4	3
84	и других	7	3
85	а в	6	3
86	в начале	3	3
87	его в	3	3
88	в одном	8	3
89	для них	2	3
90	к этому	4	3
91	же в	4	3
92	в качестве	4	3
93	со своей	2	3
94	одной из	3	3
95	в сущности	2	3
96	что и	4	3
97	вместе с	2	3
98	сих пор	2	3
99	мы не	3	3
100	или в	2	3
101	нас в	2	3
102	во всяком	2	3
103	и ее	3	3
104	в себе	2	3
105	до сих	2	3
106	место в	3	2
107	уже в	5	2
108	совсем не	2	2
109	же как	3	2
110	в течение	3	2
111	с другой	5	2
112	вопрос о	3	2
113	тому же	6	2
114	их к	3	2
115	в свою	2	2
116	одной стороны	3	2
117	нашей эры	2	2
118	мы встречаем	5	2
119	в целом	3	2
120	не к	2	2
121	отношение к	3	2
122	см например	2	2
123	как по	2	2
124	еще и	2	2
125	была уже	2	2
126	и даже	5	2
127	и по	6	2
128	в более	3	2
129	но он	2	2
130	и еще	3	2
131	в истории	5	2
132	тех же	2	2
133	для всех	2	2
134	здесь и	2	2
135	они с	2	2
136	ясно что	4	2
137	в трагедии	2	2
138	в чем	3	2
139	одна из	2	2
140	здесь в	3	2
141	было бы	2	2
142	к ней	2	2
143	а также	4	2
144	в честь	3	2
145	принадлежит к	2	2
146	ее в	2	2
147	всего этого	2	2
148	даже не	2	2
149	были в	2	2
150	а мы	2	2
151	в которой	6	2
152	если они	2	2
153	тем что	4	2
154	на себя	2	2
155	ту же	2	2
156	отличие от	2	2
