N	2gram	Medvedev_F_1	Problemy
1	и в	24	43
2	и не	20	29
3	т е	34	26
4	может быть	14	23
5	как бы	6	22
6	не может	16	18
7	в пределах	6	16
8	но и	7	14
9	как и	11	14
10	и т	12	13
11	точки зрения	16	13
12	в этом	15	13
13	что он	3	13
14	в нем	14	12
15	в одном	2	12
16	в каждом	3	11
17	не в	8	11
18	по себе	5	11
19	не только	7	11
20	прежде всего	22	10
21	и на	8	10
22	но в	5	10
23	в его	23	10
24	как мы	5	10
25	никогда не	4	9
26	в большинстве	3	9
27	еще не	6	9
28	он не	3	9
29	т п	4	9
30	для него	3	8
31	лишь в	8	8
32	большинстве случаев	2	8
33	то же	10	8
34	с точки	13	8
35	и его	10	8
36	до сих	6	7
37	в него	2	7
38	в самом	5	7
39	в то	9	7
40	то что	8	7
41	сих пор	6	7
42	а не	10	7
43	в том	6	6
44	при этом	5	6
45	и наконец	3	6
46	и все	6	6
47	не как	4	6
48	приводит к	2	6
49	здесь не	3	6
50	так сказать	3	6
51	же время	8	5
52	все это	9	5
53	по отношению	4	5
54	таким образом	13	5
55	все эти	6	5
56	а в	6	5
57	и с	8	5
58	но ведь	2	5
59	бы в	3	5
60	на фоне	3	5
61	вовсе не	10	5
62	но не	3	5
63	было бы	6	5
64	мы увидим	4	5
65	и что	2	5
66	отношению к	4	5
67	самом деле	6	5
68	в себе	3	5
69	сама по	2	4
70	что в	4	4
71	в своем	11	4
72	с другой	5	4
73	к тому	3	4
74	в самой	2	4
75	до конца	7	4
76	но это	3	4
77	у тургенева	2	4
78	ни одного	2	4
79	т д	8	4
80	должно быть	11	4
81	в результате	2	4
82	в произведении	2	4
83	а как	2	4
84	с его	4	4
85	в чужом	2	4
86	в них	3	4
87	более того	3	4
88	в своей	11	4
89	если же	2	4
90	и до	5	4
91	во всех	5	4
92	не на	2	4
93	между ними	3	4
94	мы не	3	4
95	как раз	2	4
96	только в	2	4
97	и это	2	4
98	не менее	11	3
99	должна быть	7	3
100	в отношении	3	3
101	это не	2	3
102	более или	6	3
103	не должна	7	3
104	в формах	4	3
105	но для	3	3
106	со всею	5	3
107	и со	2	3
108	и их	10	3
109	в их	11	3
110	и даже	3	3
111	и здесь	6	3
112	во всем	2	3
113	ни на	3	3
114	его в	3	3
115	в художественном	3	3
116	с ним	2	3
117	между тем	2	3
118	в жизни	3	3
119	если бы	4	3
120	в единстве	7	3
121	стороны и	4	3
122	в различных	2	3
123	и к	4	3
124	по существу	2	3
125	здесь в	2	3
126	она не	6	3
127	со всеми	3	3
128	когда он	3	3
129	в конкретном	3	3
130	за пределы	2	3
131	наконец в	3	3
132	что и	2	3
133	все же	3	3
134	на него	2	3
135	так и	18	3
136	или менее	6	3
137	только на	5	3
138	уже не	2	3
139	ничего не	2	3
140	и ее	10	3
141	в эту	2	3
142	а лишь	2	2
143	самый предмет	2	2
144	его и	2	2
145	была бы	2	2
146	вопрос о	2	2
147	ни в	2	2
148	как если	2	2
149	и как	3	2
150	но все	2	2
151	лишь как	5	2
152	правда это	2	2
153	что такое	2	2
154	и является	2	2
155	оно должно	3	2
156	в настоящее	10	2
157	и др	5	2
158	в целом	6	2
159	друг от	2	2
160	отношение к	3	2
161	значение в	3	2
162	целый ряд	3	2
163	отличается от	3	2
164	для этого	4	2
165	отношения к	6	2
166	но эта	2	2
167	того что	5	2
168	так же	4	2
169	особенно в	3	2
170	всего этого	2	2
171	чтобы не	2	2
172	в своих	2	2
173	именно как	12	2
174	настоящее время	10	2
175	почти не	2	2
176	во всяком	4	2
177	произведения как	2	2
178	ни было	2	2
179	и всякое	3	2
180	с этим	2	2
181	раз и	2	2
182	что было	2	2
183	бы ни	5	2
184	у нас	5	2
185	к миру	2	2
186	одна из	2	2
187	от друга	2	2
188	конечно не	4	2
189	этого слова	3	2
190	на почве	13	2
191	и особенно	2	2
192	не есть	2	2
193	и пр	17	2
194	в процессе	9	2
195	быть и	4	2
196	как в	8	2
197	всем этим	2	2
198	входит в	6	2
199	если мы	2	2
200	должны быть	5	2
201	хотя бы	5	2
202	значение для	2	2
203	нашей работы	3	2
204	отношении к	2	2
