N	2gram	Voloshinov_1	Komedia
1	и в	13	26
2	в г	2	17
3	и не	8	14
4	к тому	2	12
5	так и	3	12
6	и его	12	12
7	в том	2	11
8	может быть	8	11
9	но и	3	10
10	в этом	2	10
11	что в	3	9
12	том что	2	9
13	если бы	2	9
14	было бы	4	8
15	не только	6	7
16	то что	6	6
17	в нем	2	6
18	в двух	4	6
19	таким образом	6	6
20	в которой	3	5
21	с этим	3	5
22	уже в	2	4
23	не менее	2	4
24	в них	2	4
25	прежде всего	9	4
26	как и	3	4
27	в целом	2	4
28	в его	7	4
29	еще в	2	4
30	все же	5	4
31	в самом	2	4
32	и для	3	4
33	точки зрения	7	4
34	в руках	2	4
35	только в	6	4
36	так как	3	4
37	между тем	2	4
38	до тех	4	3
39	с этой	2	3
40	в каждом	4	3
41	в тех	2	3
42	отношению к	3	3
43	да и	3	3
44	в ней	2	3
45	не имеет	2	3
46	тех пор	4	3
47	в своей	4	3
48	и их	7	3
49	в их	3	3
50	все это	4	3
51	по отношению	3	3
52	в связи	2	3
53	то же	4	3
54	как в	2	3
55	а в	2	3
56	тем что	2	3
57	не может	8	3
58	но в	4	3
59	мы можем	4	3
60	мы понимаем	2	2
61	с другой	2	2
62	в одном	3	2
63	вовсе не	2	2
64	и к	2	2
65	в ее	3	2
66	не в	3	2
67	тот же	2	2
68	связанных с	2	2
69	одной стороны	2	2
70	в действительности	2	2
71	вслед за	2	2
72	наконец в	2	2
73	как бы	6	2
74	не является	4	2
75	хотя бы	5	2
76	с г	2	2
77	с одной	2	2
78	в течение	2	2
79	с самого	2	2
80	от всех	2	2
81	роль в	2	2
82	мы не	4	2
83	с ними	2	2
84	от этого	2	2
85	и ее	2	2
86	говорить о	3	2
87	и все	3	2
88	пути к	2	2
89	бы в	2	2
