N	2gram	Bakhtin_KF_1	Dialekti
1	не есть	20	47
2	и не	26	30
3	может быть	45	20
4	и в	24	19
5	не только	5	19
6	по себе	2	18
7	а не	17	16
8	в себе	21	15
9	то что	7	14
10	в том	6	14
11	как бы	9	14
12	потому что	2	14
13	вовсе не	7	13
14	но и	9	12
15	то же	5	12
16	точки зрения	12	12
17	и все	7	12
18	что это	3	10
19	ни в	12	10
20	как и	5	10
21	и как	2	10
22	в нем	28	10
23	так и	2	10
24	том что	4	10
25	это не	10	10
26	времени и	4	9
27	никогда не	5	9
28	не может	27	9
29	прежде всего	2	8
30	с точки	9	8
31	не в	12	8
32	это есть	2	8
33	в этом	14	8
34	в своей	10	8
35	но это	6	7
36	совершенно не	6	7
37	что в	4	7
38	должно быть	6	7
39	и то	2	7
40	пространства и	2	7
41	я не	6	6
42	и та	2	6
43	что он	2	6
44	что не	3	6
45	отнюдь не	6	6
46	в то	3	6
47	но не	12	6
48	конечно не	7	6
49	того что	3	6
50	и может	3	6
51	не могу	3	6
52	жизни и	8	6
53	чтобы не	2	6
54	не потому	2	6
55	тогда когда	3	6
56	сознания и	3	5
57	должна быть	4	5
58	же время	2	5
59	по своему	3	5
60	и пр	3	5
61	и потому	2	5
62	что и	7	5
63	и это	12	5
64	в смысле	6	5
65	и его	17	5
66	жизнь и	2	5
67	но как	5	5
68	говорить о	2	5
69	только в	16	5
70	о том	3	5
71	в виду	3	5
72	во мне	3	4
73	или иное	2	4
74	может не	2	4
75	нисколько не	4	4
76	независимо от	3	4
77	и есть	9	4
78	и время	2	4
79	в своем	16	4
80	ясно что	3	4
81	та же	2	4
82	в одном	4	4
83	быть в	4	4
84	в ее	16	4
85	все же	5	4
86	при этом	4	4
87	еще не	4	4
88	к нему	12	4
89	той или	3	4
90	он не	6	4
91	хотя бы	4	4
92	быть и	3	4
93	от того	3	4
94	все это	10	4
95	и только	6	4
96	самом деле	3	4
97	то или	2	4
98	а в	4	4
99	могут быть	3	4
100	в каком	4	4
101	и когда	2	4
102	в другом	3	4
103	с ним	5	4
104	не менее	3	3
105	всех этих	3	3
106	в это	2	3
107	вопрос о	2	3
108	уже не	7	3
109	это и	2	3
110	но я	2	3
111	даны в	2	3
112	в этой	2	3
113	только как	4	3
114	себе как	2	3
115	было бы	8	3
116	и мы	2	3
117	себе и	3	3
118	не значит	6	3
119	и их	6	3
120	не было	8	3
121	мы имеем	5	3
122	что этот	3	3
123	в данном	2	3
124	от этого	2	3
125	может иметь	2	3
126	его с	2	3
127	это только	2	3
128	его в	5	3
129	или как	2	3
130	в чем	4	3
131	ничего не	3	3
132	это было	2	3
133	смысла и	2	2
134	это суть	2	2
135	быть только	8	2
136	время и	5	2
137	это уже	2	2
138	утверждение себя	2	2
139	ко мне	6	2
140	в бытии	26	2
141	я уже	2	2
142	на самом	3	2
143	не должно	3	2
144	момент в	7	2
145	именно в	5	2
146	он может	2	2
147	не быть	3	2
148	тем не	2	2
149	но все	5	2
150	что я	5	2
151	не будет	2	2
152	с тем	2	2
153	или иным	2	2
154	нем и	3	2
155	не по	4	2
156	в ней	3	2
157	и делает	2	2
158	когда я	3	2
159	себя в	8	2
160	в мире	6	2
161	будет ли	2	2
162	и я	5	2
163	во всех	11	2
164	дело не	2	2
165	в каждом	3	2
166	в их	8	2
167	тому что	2	2
168	что есть	2	2
169	смысл и	6	2
170	с ее	2	2
171	как в	2	2
172	культуры и	5	2
173	и она	2	2
174	бы и	3	2
175	со всем	5	2
176	с ними	3	2
177	в своих	3	2
178	и совершенно	3	2
179	в акте	3	2
180	между тем	4	2
181	не как	4	2
182	тем что	3	2
183	смысле не	2	2
184	в виде	2	2
185	того или	3	2
186	но ведь	5	2
187	но всегда	2	2
188	все эти	10	2
189	бытие и	3	2
190	в области	2	2
191	но в	5	2
192	я и	2	2
193	в жизни	2	2
