N	2gram	Vygotskiy__5	DiskursI
1	в качестве	2	34
2	не только	16	28
3	в том	27	23
4	а не	8	22
5	то есть	13	20
6	том что	21	19
7	может быть	11	17
8	и в	30	16
9	как и	6	16
10	в этом	14	15
11	еще не	5	14
12	но и	6	14
13	при этом	8	13
14	прежде всего	4	11
15	но не	7	11
16	и не	6	11
17	с другой	9	10
18	как в	3	10
19	в частности	4	9
20	состоит в	3	9
21	в нем	7	9
22	одной стороны	12	9
23	по отношению	2	9
24	не может	9	9
25	с одной	12	9
26	так и	3	8
27	о том	10	8
28	но в	5	8
29	в основе	7	7
30	в его	4	7
31	со стороны	3	7
32	то же	7	7
33	в себе	5	7
34	только в	5	7
35	не в	8	7
36	в своем	6	6
37	и как	7	6
38	к тому	8	5
39	или иной	2	5
40	можно сказать	2	5
41	в силу	3	5
42	как бы	19	5
43	в котором	2	5
44	в своей	4	5
45	то что	37	5
46	во всех	2	5
47	в отличие	2	5
48	а с	5	5
49	а в	4	5
50	в себя	2	5
51	в их	3	5
52	сводится к	5	5
53	отличие от	2	5
54	и на	3	5
55	в данном	3	5
56	с его	2	4
57	что в	24	4
58	не является	2	4
59	в них	4	4
60	не как	3	4
61	и к	4	4
62	что он	17	4
63	для него	3	4
64	в целом	5	4
65	связи с	2	4
66	на его	3	4
67	и о	3	4
68	внимание на	4	4
69	в которых	2	4
70	потому что	23	4
71	могут быть	8	4
72	перед нами	2	3
73	того же	2	3
74	это не	3	3
75	в одной	2	3
76	по себе	7	3
77	что и	3	3
78	в ее	3	3
79	и того	2	3
80	времени и	3	3
81	в свою	3	3
82	различия между	2	3
83	с этим	2	3
84	в самом	14	3
85	имеет место	3	3
86	той или	2	3
87	еще в	2	3
88	себе не	2	3
89	или на	2	3
90	один из	5	3
91	не с	2	3
92	хотя бы	3	3
93	все же	7	3
94	из них	2	3
95	ли не	2	3
96	таким образом	20	3
97	именно в	6	3
98	заключается в	8	3
99	того что	8	3
100	другой стороны	5	3
101	и даже	2	3
102	в сферу	2	3
103	в своих	5	3
104	сказать что	9	3
105	тем что	6	3
106	точки зрения	7	3
107	в то	2	3
108	и составляет	3	3
109	и потому	5	3
110	в каждой	3	3
111	в противоположность	2	2
112	из двух	3	2
113	и есть	5	2
114	никогда не	9	2
115	о котором	6	2
116	между собой	2	2
117	одного и	2	2
118	и все	4	2
119	к искусству	3	2
120	в одном	2	2
121	в каждом	2	2
122	это в	3	2
123	к этому	3	2
124	стороны и	4	2
125	об этом	3	2
126	на этом	6	2
127	строго говоря	2	2
128	указывает на	4	2
129	отличается от	2	2
130	так например	3	2
131	что с	6	2
132	события в	3	2
133	в сущности	12	2
134	действующее лицо	2	2
135	обратить внимание	2	2
136	на сцене	2	2
137	сами по	2	2
138	и тем	6	2
139	не есть	4	2
140	когда он	5	2
141	на том	2	2
142	героя и	7	2
143	в форме	2	2
144	данном случае	3	2
145	приводит к	2	2
146	целый ряд	3	2
147	дело с	5	2
148	отношения к	2	2
149	уже в	6	2
150	человека в	3	2
151	как мы	5	2
152	и что	23	2
153	том чтобы	2	2
154	и герой	2	2
155	исходя из	2	2
156	и он	2	2
157	к другому	2	2
158	и его	6	2
159	или в	6	2
160	в рассказе	2	2
161	мы имеем	8	2
162	героя в	3	2
163	что касается	2	2
164	в другом	3	2
165	что даже	2	2
166	же самое	5	2
167	в этой	5	2
168	едва ли	2	2
169	в виду	4	2
170	о чем	4	2
