N	2gram	Tiupa_Anal_1	Narrotol
1	не только	15	31
2	но и	17	27
3	и не	21	23
4	при этом	12	19
5	может быть	29	15
6	в частности	19	14
7	в качестве	31	14
8	в тексте	5	13
9	как и	13	13
10	а не	17	13
11	а в	9	13
12	только в	6	12
13	в этом	13	12
14	и в	18	11
15	в данном	2	11
16	состоит в	11	10
17	такого рода	5	10
18	своего рода	3	10
19	и его	5	10
20	тогда как	14	10
21	времени и	6	9
22	то что	6	9
23	во времени	4	9
24	то есть	11	9
25	то же	9	8
26	в том	27	8
27	данном случае	2	8
28	со стороны	2	8
29	и т.п	5	8
30	не может	22	8
31	уже не	4	8
32	иначе говоря	9	8
33	представляет собой	16	8
34	если бы	3	7
35	том что	12	7
36	но в	8	7
37	одного из	2	6
38	к тому	7	6
39	а также	3	6
40	не в	14	6
41	и пространстве	4	6
42	в самом	6	6
43	как бы	5	6
44	один из	2	6
45	тому же	4	6
46	в себе	11	6
47	в его	13	6
48	в этой	5	6
49	можно сказать	2	5
50	той или	6	5
51	в своей	6	5
52	так и	4	5
53	тем самым	7	5
54	столь же	4	5
55	и на	5	5
56	потому что	2	5
57	между двумя	3	5
58	точки зрения	6	5
59	как правило	4	5
60	с его	3	4
61	никогда не	2	4
62	из этих	2	4
63	в литературе	4	4
64	или иной	6	4
65	соответствии с	2	4
66	все же	4	4
67	для него	2	4
68	то в	2	4
69	но не	10	4
70	же время	6	4
71	прежде всего	6	4
72	еще не	3	4
73	к нему	3	4
74	имеет место	5	4
75	в нем	3	4
76	в мире	8	4
77	в первом	2	4
78	из них	2	4
79	по себе	4	4
80	и состоит	5	4
81	того что	4	4
82	того чтобы	3	4
83	в принципе	8	4
84	или не	2	4
85	на себя	2	4
86	в то	9	4
87	о том	5	4
88	в эпизоде	2	4
89	в сознании	2	4
90	мира в	2	4
91	тому как	3	3
92	по мысли	3	3
93	что в	5	3
94	однако в	3	3
95	в нашем	3	3
96	первом случае	2	3
97	текста в	12	3
98	это не	6	3
99	не всегда	4	3
100	что он	3	3
101	художественного письма	2	3
102	сводится к	5	3
103	и как	5	3
104	различного рода	2	3
105	в начале	2	3
106	в противовес	2	3
107	в целом	5	3
108	самом деле	2	3
109	как известно	3	3
110	для того	4	3
111	может служить	2	3
112	при всей	2	3
113	и о	2	3
114	он не	3	3
115	в конечном	4	3
116	о нем	3	3
117	еще в	2	3
118	не является	2	3
119	отношению к	5	3
120	в ходе	3	3
121	по отношению	6	3
122	быть не	3	3
123	этом отношении	2	3
124	именно в	4	3
125	лишь в	5	3
126	героя в	2	3
127	едва ли	2	3
128	и то	2	3
129	также и	2	3
130	и с	2	3
131	подобно тому	3	3
132	исходя из	4	3
133	как будто	3	3
134	и все	3	3
135	представляют собой	2	3
136	присутствия в	2	3
137	в состав	3	3
138	всего лишь	4	3
139	мы имеем	6	3
140	между тем	5	3
141	художественного высказывания	2	2
142	встречи с	2	2
143	и составляет	2	2
144	отнюдь не	15	2
145	его и	2	2
146	между собой	2	2
147	которая в	3	2
148	большей или	4	2
149	национального языка	2	2
150	установкой на	2	2
151	другого сознания	2	2
152	в сущности	6	2
153	не сводится	2	2
154	как мы	2	2
155	равной степени	2	2
156	она может	3	2
157	и того	5	2
158	имеем дело	4	2
159	в пределах	2	2
160	в случае	6	2
161	и самого	2	2
162	в роли	2	2
163	и является	2	2
164	если в	3	2
165	хотя бы	3	2
166	себя в	6	2
167	не будет	3	2
168	вместе с	4	2
169	дело не	3	2
170	и тогда	2	2
171	другой стороны	2	2
172	в отличие	6	2
173	сознания в	4	2
174	в той	8	2
175	единого художественного	2	2
176	что не	3	2
177	который в	2	2
178	с другой	4	2
179	особенно в	2	2
180	отличие от	6	2
181	роль в	2	2
182	в таком	3	2
183	каждый из	2	2
184	самого рассказывания	2	2
185	сами по	2	2
186	дело с	4	2
187	не о	2	2
188	в присутствии	2	2
189	в наиболее	3	2
190	я в	3	2
191	события в	2	2
192	что мы	3	2
193	же самое	2	2
194	в равной	3	2
195	жизни но	2	2
196	героя к	2	2
197	в произведении	5	2
198	здесь не	2	2
199	с ним	4	2
200	в области	4	2
201	за пределами	2	2
