N	2gram	Vinokur_St_3	FransuaR
1	и в	25	29
2	то есть	2	21
3	таким образом	10	20
4	и не	10	16
5	в этой	14	13
6	как и	4	12
7	но в	5	12
8	так и	5	11
9	и на	6	11
10	в этом	24	11
11	то же	5	10
12	во время	3	10
13	как мы	2	10
14	в то	7	10
15	не только	12	10
16	вовсе не	2	9
17	в конце	6	9
18	но и	9	9
19	все эти	3	9
20	и с	4	9
21	же время	3	8
22	прежде всего	10	8
23	в его	12	8
24	и его	3	8
25	как бы	6	8
26	в них	5	7
27	в том	20	7
28	так как	3	7
29	в сущности	2	6
30	своего рода	3	6
31	но он	3	6
32	это место	2	5
33	что это	16	5
34	у него	9	5
35	все они	3	5
36	это не	7	5
37	того же	2	5
38	до конца	3	5
39	в своей	4	5
40	и по	2	5
41	сказать что	4	5
42	он и	2	5
43	но они	2	4
44	с его	3	4
45	что он	19	4
46	но это	4	4
47	еще не	2	4
48	которую он	2	4
49	конце концов	3	4
50	и др	4	4
51	один из	2	4
52	то что	12	4
53	все это	8	4
54	этот образ	2	4
55	с другой	5	4
56	связана с	4	4
57	связан с	3	4
58	в результате	2	4
59	тем что	19	4
60	точки зрения	7	4
61	в которой	4	4
62	в плане	2	4
63	все время	2	3
64	всех этих	3	3
65	в качестве	4	3
66	отметить что	5	3
67	с ее	2	3
68	самого начала	2	3
69	и здесь	3	3
70	что у	2	3
71	все же	4	3
72	но как	2	3
73	с самого	2	3
74	том что	15	3
75	мы видим	4	3
76	то в	4	3
77	такой же	2	3
78	были и	2	3
79	что здесь	4	3
80	того что	5	3
81	той же	2	3
82	он не	5	3
83	к нему	4	3
84	другой стороны	5	3
85	и других	2	3
86	в году	5	3
87	и за	2	3
88	для того	2	3
89	в ней	4	3
90	нужно отметить	2	3
91	в чем	4	3
92	в эту	4	3
93	своего времени	2	3
94	это был	2	2
95	место в	6	2
96	уже в	3	2
97	времени и	2	2
98	сам он	2	2
99	связи с	3	2
100	к этому	3	2
101	в этих	11	2
102	исторического процесса	2	2
103	в жизни	4	2
104	это в	4	2
105	его к	2	2
106	а как	4	2
107	к тому	2	2
108	и к	4	2
109	им в	2	2
110	одной из	2	2
111	ни в	5	2
112	он был	3	2
113	из этого	4	2
114	и тот	2	2
115	что я	3	2
116	что они	2	2
117	есть в	2	2
118	в подлиннике	6	2
119	на этом	3	2
120	но не	2	2
121	то время	4	2
122	кроме того	3	2
123	одной стороны	3	2
124	не может	7	2
125	на его	4	2
126	может быть	19	2
127	между прочим	3	2
128	в ряде	2	2
129	нужно сказать	2	2
130	никогда не	2	2
131	уже не	3	2
132	а также	4	2
133	в виду	2	2
134	в котором	5	2
135	если в	2	2
136	со стороны	3	2
137	на котором	2	2
138	и для	4	2
139	в словах	3	2
140	как в	6	2
141	до нас	2	2
142	в их	3	2
143	как раз	3	2
144	не на	2	2
145	в особенности	4	2
146	с одной	2	2
147	и у	2	2
148	и наконец	3	2
149	с точки	4	2
150	не столько	2	2
151	как на	6	2
152	или в	2	2
153	не мог	2	2
154	в своих	8	2
155	то он	2	2
156	в одной	2	2
157	этого рода	3	2
158	что из	2	2
159	только в	6	2
160	о том	8	2
161	и это	5	2
162	здесь только	2	2
163	так сказать	2	2
164	к которому	3	2
165	в новом	2	2
