N	3gram	Vygotskiy__5	Psycholo
1	для того чтобы	14	19
2	в том что	11	14
3	с одной стороны	3	12
4	в сущности говоря	4	8
5	в зависимости от	2	6
6	о том что	4	6
7	заключается в том	5	6
8	в самом деле	2	5
9	до сих пор	3	5
10	с другой стороны	2	5
11	по сравнению с	5	4
12	не только не	3	4
13	мы могли бы	6	4
14	а с другой	2	4
15	то что он	2	3
16	таким образом что	2	3
17	в этом отношении	5	3
18	мы видим что	2	3
19	из того что	4	3
20	в лучшем случае	3	3
21	так как это	3	3
22	с самого начала	5	3
23	вместе с тем	2	3
24	то же самое	4	3
25	и то что	2	3
26	на этот вопрос	4	3
27	не в состоянии	4	3
28	можно было бы	3	3
29	друг с другом	7	3
30	можно сказать что	5	2
31	друг от друга	4	2
32	одного и того	3	2
33	могли бы сказать	2	2
34	в отличие от	2	2
35	ответ на этот	2	2
36	и того же	3	2
37	так же как	7	2
38	состоит в том	3	2
39	именно потому что	2	2
40	с точки зрения	9	2
41	не может быть	3	2
42	вопрос о том	3	2
43	само по себе	2	2
44	является то что	2	2
45	потому что в	2	2
46	в этом случае	3	2
47	потому что он	5	2
