N	2gram	Tiupa_Lite_3	Psycholo
1	то что	12	37
2	и в	16	30
3	в том	12	27
4	что в	2	24
5	потому что	3	23
6	том что	8	21
7	все время	3	20
8	для того	2	20
9	того чтобы	2	20
10	как бы	8	19
11	что он	5	17
12	на то	2	17
13	не только	14	16
14	в самом	3	14
15	в этом	14	14
16	так же	2	13
17	как раз	2	13
18	в нас	2	13
19	то есть	5	13
20	одной стороны	4	12
21	вместе с	5	12
22	с одной	4	12
23	если бы	2	11
24	может быть	12	11
25	как на	3	11
26	о том	6	10
27	никогда не	4	9
28	с другой	6	9
29	не может	8	9
30	к тому	6	8
31	не в	10	8
32	а не	12	8
33	при этом	15	8
34	того что	9	8
35	самом деле	3	8
36	по себе	2	7
37	в нем	2	7
38	и как	3	7
39	но не	4	7
40	все же	2	7
41	то же	9	7
42	точки зрения	7	7
43	как это	3	7
44	в основе	5	7
45	произведение искусства	6	6
46	именно в	5	6
47	как и	5	6
48	и если	4	6
49	совершенно не	3	6
50	и тем	3	6
51	и для	4	6
52	но и	14	6
53	в совершенно	2	6
54	и не	22	6
55	жизни и	3	6
56	и его	6	6
57	тем что	2	6
58	как будто	4	6
59	в целом	5	5
60	несмотря на	2	5
61	как мы	2	5
62	и потому	2	5
63	в этой	8	5
64	еще не	6	5
65	было бы	2	5
66	искусства и	3	5
67	когда он	2	5
68	один из	2	5
69	художественное произведение	2	5
70	другой стороны	2	5
71	в своих	2	5
72	в себе	6	5
73	но в	3	5
74	только в	7	5
75	же самое	2	5
76	в частности	11	4
77	прежде всего	3	4
78	стороны и	2	4
79	то это	2	4
80	у нас	2	4
81	и к	3	4
82	в своей	7	4
83	в его	6	4
84	внимание на	2	4
85	а в	5	4
86	там где	3	4
87	могли бы	2	4
88	в конце	2	4
89	о чем	3	4
90	что у	2	3
91	это не	5	3
92	не как	2	3
93	состоит в	6	3
94	к этому	2	3
95	вопрос о	2	3
96	художественного произведения	2	3
97	в свою	2	3
98	для него	2	3
99	мы с	2	3
100	в ее	5	3
101	что и	2	3
102	на его	3	3
103	данном случае	4	3
104	так и	9	3
105	со стороны	7	3
106	как в	5	3
107	и только	2	3
108	этом отношении	5	3
109	из того	2	3
110	и наконец	3	3
111	той же	3	3
112	человека в	2	3
113	и на	2	3
114	в данном	4	3
115	в другом	6	3
116	в каждой	2	3
117	эстетический объект	3	3
118	с этой	2	2
119	внимание зрителя	2	2
120	с которой	2	2
121	с его	6	2
122	связи с	2	2
123	он в	2	2
124	себя и	2	2
125	в противоположность	2	2
126	части романа	3	2
127	искусство как	2	2
128	в одном	4	2
129	или иной	2	2
130	можно сказать	2	2
131	же в	2	2
132	до конца	4	2
133	а затем	3	2
134	в романе	3	2
135	по существу	4	2
136	всякий раз	2	2
137	и при	2	2
138	что ему	2	2
139	того же	2	2
140	том чтобы	2	2
141	той или	2	2
142	в качестве	5	2
143	еще в	3	2
144	не с	2	2
145	еще один	2	2
146	из них	4	2
147	во всех	2	2
148	отношения к	3	2
149	в словах	3	2
150	по отношению	4	2
151	в отличие	5	2
152	но еще	2	2
153	и вот	2	2
154	с точки	3	2
155	и даже	2	2
156	должно быть	4	2
157	отличие от	5	2
158	в глазах	3	2
159	и с	2	2
160	как например	2	2
161	в то	9	2
162	не знает	2	2
163	едва ли	3	2
164	это будет	2	2
