N	2gram	Tiupa_Hudo_2	FransuaR
1	и в	28	56
2	в его	11	18
3	в этом	13	14
4	в том	15	13
5	так и	8	13
6	и его	5	12
7	в то	6	12
8	в этих	3	11
9	как бы	5	11
10	в них	3	11
11	то же	6	11
12	же время	4	10
13	еще не	3	10
14	мы уже	3	10
15	только в	4	9
16	в самом	5	9
17	но и	9	9
18	и не	18	9
19	том что	19	8
20	не только	11	8
21	в нем	3	8
22	сих пор	2	8
23	все это	3	8
24	до сих	2	8
25	и с	6	8
26	в частности	7	7
27	у него	5	7
28	как мы	2	7
29	и на	3	7
30	все они	3	6
31	прежде всего	3	6
32	вовсе не	2	6
33	в ее	18	6
34	в этой	5	6
35	той же	2	6
36	потому что	2	6
37	точки зрения	2	6
38	и все	7	6
39	но в	2	6
40	но не	4	5
41	с его	5	5
42	никогда не	5	5
43	ни с	2	5
44	с ее	5	5
45	как и	11	5
46	есть и	3	5
47	и другие	5	5
48	он не	4	5
49	один из	2	5
50	своего рода	16	5
51	что в	5	5
52	не было	6	5
53	роль в	2	5
54	что все	3	4
55	что это	5	4
56	в духе	2	4
57	и ее	3	4
58	в себе	9	4
59	они были	2	4
60	в качестве	4	4
61	и к	2	4
62	в ней	3	4
63	с одной	3	4
64	при этом	11	4
65	того чтобы	4	4
66	в основе	2	4
67	о том	12	4
68	одна из	2	4
69	перед нами	11	3
70	казалось бы	6	3
71	в своем	5	3
72	это была	3	3
73	может быть	8	3
74	и о	4	3
75	одной из	3	3
76	а также	2	3
77	что и	4	3
78	то что	6	3
79	еще и	2	3
80	уже не	10	3
81	не в	13	3
82	рядом с	5	3
83	сказать что	2	3
84	между тем	8	3
85	характер и	2	3
86	в другом	2	3
87	и т.д	2	3
88	все его	3	3
89	только не	2	2
90	если бы	6	2
91	в виде	2	2
92	в нашем	2	2
93	о себе	3	2
94	характерно что	3	2
95	о них	3	2
96	с другой	3	2
97	это не	6	2
98	не как	2	2
99	в других	4	2
100	в одном	3	2
101	человека и	3	2
102	что он	8	2
103	бы и	4	2
104	можно сказать	6	2
105	говорит о	4	2
106	для него	5	2
107	когда в	3	2
108	одной стороны	3	2
109	было бы	3	2
110	и сам	5	2
111	из них	2	2
112	несмотря на	3	2
113	ни о	3	2
114	а в	6	2
115	и эта	2	2
116	по преимуществу	3	2
117	в церкви	2	2
118	между ними	2	2
119	все те	2	2
120	что на	3	2
121	в котором	6	2
122	его жизни	5	2
123	все же	2	2
124	в своей	6	2
125	в мире	7	2
126	вместе с	2	2
127	самом деле	3	2
128	дело не	2	2
129	ни одного	2	2
130	данном случае	2	2
131	что она	7	2
132	только на	5	2
133	так же	3	2
134	как раз	4	2
135	не может	4	2
136	того как	2	2
137	у всех	3	2
138	а не	14	2
139	с собой	2	2
140	для того	4	2
141	к нему	3	2
142	и для	2	2
143	с точки	2	2
144	его в	2	2
145	с такою	2	2
146	в данном	2	2
147	и то	2	2
148	что они	4	2
149	зрения на	2	2
150	с ним	7	2
