N	2gram	Vygotskiy__1	Literetu
1	и не	9	22
2	и в	23	16
3	при этом	4	15
4	не только	16	14
5	но и	14	14
6	в этом	17	14
7	а не	3	12
8	то что	17	12
9	может быть	14	12
10	в том	24	12
11	в частности	2	11
12	не в	4	10
13	то же	8	9
14	так и	5	9
15	того что	15	9
16	в то	7	9
17	том что	21	8
18	не может	12	8
19	в этой	7	8
20	как бы	11	8
21	в своей	4	7
22	же время	2	7
23	тем самым	5	7
24	точки зрения	26	7
25	только в	6	7
26	с его	4	6
27	с другой	10	6
28	к тому	4	6
29	в его	14	6
30	и его	6	6
31	в себе	6	6
32	в другом	7	6
33	о том	6	6
34	в качестве	9	5
35	что он	7	5
36	в ее	2	5
37	как и	14	5
38	лишь в	6	5
39	в целом	20	5
40	вместе с	9	5
41	как в	4	5
42	а в	2	5
43	этом отношении	4	5
44	именно в	6	5
45	в основе	8	5
46	но не	4	4
47	никогда не	2	4
48	в жизнь	2	4
49	даже в	2	4
50	по существу	4	4
51	одной стороны	9	4
52	и если	3	4
53	хотя и	2	4
54	отношению к	7	4
55	в природе	3	4
56	данном случае	2	4
57	по отношению	7	4
58	с одной	8	4
59	должно быть	2	4
60	в данном	2	4
61	одно из	2	4
62	в одном	4	4
63	только для	3	3
64	все время	6	3
65	прежде всего	10	3
66	а затем	5	3
67	и как	5	3
68	о чем	2	3
69	и к	4	3
70	в самом	7	3
71	вслед за	2	3
72	наконец в	2	3
73	в слове	2	3
74	и тем	6	3
75	жизни и	2	3
76	бы и	2	3
77	в словах	2	3
78	уже не	2	3
79	самом деле	3	3
80	говоря словами	3	3
81	и наконец	2	3
82	с точки	18	3
83	те кто	2	3
84	как на	4	3
85	той же	2	3
86	потому что	6	3
87	по своей	5	3
88	там где	2	3
89	едва ли	2	3
90	как это	2	3
91	отношения к	3	3
92	в области	3	3
93	но в	5	3
94	между тем	9	3
95	в противоположность	2	2
96	сознания и	3	2
97	что в	14	2
98	если бы	5	2
99	все более	3	2
100	что у	2	2
101	с этой	6	2
102	в конце	2	2
103	одного из	3	2
104	я не	3	2
105	к этому	4	2
106	вопрос о	7	2
107	по себе	5	2
108	со всей	4	2
109	на то	5	2
110	и ее	7	2
111	выше и	2	2
112	и при	2	2
113	связи с	3	2
114	в свою	4	2
115	для него	2	2
116	можно сказать	5	2
117	было бы	4	2
118	со всеми	2	2
119	несмотря на	2	2
120	во всех	3	2
121	не могу	3	2
122	том чтобы	3	2
123	нас к	8	2
124	для себя	4	2
125	один из	2	2
126	не с	2	2
127	все же	3	2
128	когда он	2	2
129	с ней	2	2
130	в ту	2	2
131	как мы	5	2
132	во всей	4	2
133	так же	16	2
134	как раз	4	2
135	если не	3	2
136	о природе	4	2
137	из того	5	2
138	и вот	2	2
139	целом и	5	2
140	того чтобы	17	2
141	для того	15	2
142	другой стороны	9	2
143	и даже	2	2
144	в своих	5	2
145	и на	8	2
146	мы и	3	2
147	и с	9	2
148	еще на	3	2
149	тем что	6	2
150	он в	3	2
151	представляет собой	11	2
152	же самое	3	2
153	могли бы	6	2
154	в первом	2	2
155	и потому	2	2
156	ее в	2	2
157	если это	2	2
158	одном из	2	2
