N	2gram	Vygotskiy__6	Marksizm
1	может быть	13	28
2	и в	28	19
3	как бы	11	19
4	и не	11	19
5	не может	19	18
6	в процессе	9	18
7	точки зрения	13	17
8	то же	7	16
9	и его	3	16
10	языка и	5	15
11	как мы	10	15
12	в этом	27	15
13	таким образом	18	14
14	в сущности	7	14
15	не только	16	13
16	с точки	10	13
17	речи и	5	13
18	связи с	3	13
19	в нем	7	11
20	если бы	7	11
21	не в	4	10
22	в пределах	5	10
23	но и	10	10
24	том что	19	10
25	так и	6	10
26	речи в	2	10
27	для него	6	9
28	при этом	3	9
29	в основе	3	9
30	как и	6	9
31	самом деле	2	9
32	а не	3	9
33	по отношению	10	8
34	в то	6	8
35	с его	3	8
36	отношению к	10	8
37	только в	18	8
38	никогда не	8	7
39	в связи	2	7
40	в том	28	7
41	его в	6	7
42	но в	5	7
43	и более	2	7
44	прежде всего	2	7
45	к тому	10	6
46	и как	6	6
47	того чтобы	10	6
48	в самом	8	6
49	и следовательно	4	6
50	с помощью	13	6
51	же самое	6	6
52	и все	5	6
53	более того	2	6
54	мы уже	2	6
55	во всех	4	6
56	если мы	2	6
57	для того	8	6
58	мы можем	9	6
59	самого начала	7	5
60	является не	2	5
61	на этой	5	5
62	в их	3	5
63	так же	15	5
64	и на	5	5
65	и здесь	3	5
66	к другому	4	5
67	и того	4	5
68	того же	7	5
69	в его	3	5
70	этого слова	2	5
71	все же	2	5
72	в той	4	5
73	с самого	7	5
74	в данном	2	5
75	отношении к	3	5
76	тому что	11	4
77	в отношении	10	4
78	это не	5	4
79	одного и	4	4
80	на то	4	4
81	по мере	3	4
82	то что	28	4
83	и тем	5	4
84	мы видели	8	4
85	того что	24	4
86	с ними	2	4
87	сказать что	13	4
88	бы в	3	4
89	как раз	6	4
90	что он	18	4
91	было бы	9	4
92	только на	2	4
93	речь в	2	4
94	в себе	4	4
95	и т.д	3	4
96	в этих	2	3
97	с другой	2	3
98	и от	2	3
99	в этой	5	3
100	в котором	2	3
101	исходит из	2	3
102	а в	2	3
103	с этим	4	3
104	что оно	7	3
105	все эти	2	3
106	в другом	2	3
107	не имеет	6	3
108	языка в	2	3
109	в высшей	2	3
110	так как	10	3
111	родного языка	18	3
112	по себе	3	3
113	у нас	2	3
114	в качестве	4	3
115	связано с	3	3
116	слов и	3	3
117	до сих	3	3
118	еще не	8	3
119	он не	7	3
120	относится к	4	3
121	что и	4	3
122	в своей	2	3
123	мысли и	2	3
124	только что	2	3
125	нами в	2	3
126	на основе	4	3
127	той же	4	3
128	с другими	2	3
129	и то	4	3
130	могут быть	5	3
131	сих пор	3	3
132	все основные	2	2
133	все время	3	2
134	независимо от	3	2
135	что в	17	2
136	все более	2	2
137	в нашем	4	2
138	точку зрения	2	2
139	эти последние	2	2
140	в одной	4	2
141	является как	3	2
142	не знает	3	2
143	вопрос о	5	2
144	разрыв между	2	2
145	мы знаем	4	2
146	что они	2	2
147	но что	4	2
148	до конца	3	2
149	одним из	2	2
150	и непосредственно	2	2
151	в зависимости	5	2
152	в своем	7	2
153	восприятия и	3	2
154	отношения к	3	2
155	именно в	4	2
156	они не	4	2
157	в системе	3	2
158	друг друга	4	2
159	как на	3	2
160	опирается на	2	2
161	к его	2	2
162	и является	2	2
163	но как	3	2
164	родной язык	4	2
165	от этого	3	2
166	у него	2	2
167	лежит в	3	2
168	не с	2	2
169	различие между	2	2
170	родном языке	6	2
171	зависимости от	5	2
172	но не	10	2
173	приводит к	6	2
174	всем этим	2	2
175	не на	2	2
176	в значительной	2	2
177	ко всем	4	2
178	между ними	7	2
179	мы не	6	2
180	об одном	2	2
181	тем что	8	2
182	там где	7	2
183	от него	2	2
184	в определенных	2	2
185	вместе с	7	2
