N	2gram	Bakhtin_Pr_5	DiskursI
1	не только	10	28
2	в том	5	23
3	а не	4	22
4	то есть	16	20
5	том что	3	19
6	может быть	14	17
7	и в	35	16
8	как и	18	16
9	в этом	14	15
10	еще не	7	14
11	но и	14	14
12	при этом	2	13
13	и т.п	6	12
14	прежде всего	12	11
15	но не	6	11
16	и не	27	11
17	по своей	2	11
18	с другой	4	10
19	как в	5	10
20	в нем	16	9
21	отношению к	7	9
22	по отношению	6	9
23	не может	18	9
24	своего рода	2	8
25	так и	8	8
26	о том	2	8
27	но в	19	8
28	в его	21	7
29	то же	15	7
30	в себе	5	7
31	только в	6	7
32	не в	10	7
33	в своем	2	6
34	и как	2	6
35	пока еще	2	6
36	к тому	6	5
37	или иной	4	5
38	тому же	3	5
39	как бы	31	5
40	в котором	3	5
41	в своей	4	5
42	то что	10	5
43	во всех	3	5
44	в отличие	2	5
45	а с	3	5
46	а в	7	5
47	сводится к	3	5
48	отличие от	2	5
49	и на	6	5
50	с его	7	4
51	что в	6	4
52	в сторону	2	4
53	в них	4	4
54	для себя	7	4
55	не как	3	4
56	и к	12	4
57	что он	24	4
58	уже не	3	4
59	для него	14	4
60	в целом	3	4
61	же время	10	4
62	одной из	2	4
63	на его	4	4
64	отношение к	6	4
65	лишь в	7	4
66	что не	4	4
67	в которых	2	4
68	потому что	8	4
69	между тем	4	4
70	и т.д	3	4
71	однако в	2	3
72	столь же	2	3
73	это не	3	3
74	в одной	3	3
75	по себе	4	3
76	что и	3	3
77	в ее	3	3
78	и того	2	3
79	времени и	2	3
80	по своему	4	3
81	с этим	3	3
82	в самом	6	3
83	той или	4	3
84	еще в	4	3
85	хотя бы	2	3
86	все же	8	3
87	из них	3	3
88	таким образом	7	3
89	того что	3	3
90	другой стороны	3	3
91	и даже	5	3
92	сказать что	3	3
93	тем что	4	3
94	точки зрения	7	3
95	в то	11	3
96	тому как	2	3
97	в первом	2	3
98	в произведении	2	3
99	в каждой	2	3
100	слова в	6	2
101	с человеком	3	2
102	не менее	2	2
103	никогда не	4	2
104	и без	4	2
105	к себе	18	2
106	и во	3	2
107	определяется не	2	2
108	и все	15	2
109	в одном	6	2
110	в каждом	6	2
111	это в	2	2
112	но зато	4	2
113	как его	3	2
114	в пределах	11	2
115	в построении	2	2
116	на этом	2	2
117	что с	2	2
118	было в	2	2
119	в начале	3	2
120	в сущности	14	2
121	к другим	2	2
122	совпадает с	2	2
123	хотя и	2	2
124	о нем	2	2
125	будто бы	2	2
126	например в	2	2
127	с ее	3	2
128	себя в	2	2
129	когда он	3	2
130	героя и	10	2
131	в форме	3	2
132	что же	7	2
133	приводит к	2	2
134	за пределы	3	2
135	как к	5	2
136	уже в	3	2
137	как мы	8	2
138	и что	6	2
139	и он	2	2
140	и по	2	2
141	к другому	16	2
142	слово не	2	2
143	и его	14	2
144	или в	2	2
145	в рассказе	2	2
146	здесь в	2	2
147	во всяком	4	2
148	героя в	5	2
149	подобно тому	2	2
150	характер и	2	2
151	но как	4	2
152	в другом	12	2
153	на протяжении	5	2
154	и вообще	2	2
155	что даже	2	2
156	внутренней речи	5	2
157	так сказать	2	2
158	в виду	3	2
159	это было	2	2
