N	2gram	Trubetskoy_1	Myshleni
1	в этом	12	29
2	точки зрения	13	28
3	и в	23	26
4	не только	7	24
5	для себя	2	24
6	то что	18	24
7	таким образом	31	23
8	с точки	8	21
9	того чтобы	8	19
10	в том	30	18
11	и не	8	18
12	для того	8	18
13	том что	19	17
14	потому что	9	16
15	как и	9	15
16	этом случае	4	14
17	того что	6	14
18	так же	8	14
19	так как	7	14
20	как мы	2	14
21	что в	8	12
22	вместе с	6	12
23	в которой	5	11
24	но и	9	11
25	только не	2	11
26	не может	17	11
27	что они	2	10
28	по своей	7	10
29	по своему	5	9
30	тому что	2	9
31	в самом	8	9
32	по сравнению	5	9
33	что мы	4	9
34	в сущности	2	9
35	в себе	5	9
36	же как	3	8
37	то же	4	8
38	сравнению с	5	8
39	что он	7	8
40	тем самым	3	8
41	только в	6	8
42	к тому	8	7
43	представление о	3	7
44	прежде всего	3	7
45	может быть	16	7
46	и к	5	7
47	и то	4	7
48	вопрос о	3	6
49	по отношению	9	6
50	именно в	5	6
51	заключается в	2	6
52	как на	4	6
53	мы должны	4	6
54	как бы	10	6
55	между собой	4	6
56	все что	9	6
57	и что	8	6
58	было бы	3	6
59	во всех	10	6
60	все эти	19	6
61	все же	13	6
62	самом деле	12	6
63	в сознании	6	6
64	что это	5	6
65	что эта	4	6
66	на вопрос	4	5
67	с этой	3	5
68	что с	5	5
69	одной стороны	2	5
70	если бы	8	5
71	в виду	2	5
72	в целом	5	5
73	и их	5	5
74	данном случае	3	5
75	с одной	3	5
76	и с	5	5
77	одно из	3	5
78	в начале	2	5
79	бы в	3	5
80	с тем	2	5
81	тогда когда	3	5
82	из всех	5	5
83	в силу	7	5
84	она не	2	5
85	отношению к	9	5
86	в процессе	2	5
87	только что	3	5
88	если мы	4	5
89	тем же	2	5
90	и для	6	5
91	в данном	3	5
92	не менее	7	4
93	не могут	4	4
94	никогда не	4	4
95	в нашем	3	4
96	что у	2	4
97	с другой	6	4
98	и от	5	4
99	в конце	4	4
100	в такой	4	4
101	на то	9	4
102	в пользу	5	4
103	так что	5	4
104	имеет место	2	4
105	в котором	2	4
106	целый ряд	4	4
107	то и	2	4
108	и наконец	3	4
109	друг друга	2	4
110	в его	5	4
111	о том	7	4
112	но в	4	4
113	по этому	2	4
114	связи с	4	4
115	чем в	3	4
116	еще не	5	4
117	гораздо более	2	4
118	не есть	2	4
119	что оно	3	4
120	должны быть	3	4
121	не в	8	4
122	это есть	4	4
123	и только	2	4
124	в области	4	4
125	я не	2	3
126	для этого	7	3
127	все это	11	3
128	это не	3	3
129	из этих	8	3
130	том и	2	3
131	исторического развития	2	3
132	тем не	4	3
133	такой же	2	3
134	есть в	2	3
135	очевидно что	3	3
136	для него	2	3
137	в ней	3	3
138	в основе	2	3
139	между ними	2	3
140	из двух	2	3
141	мы видели	2	3
142	как к	5	3
143	в самой	2	3
144	во втором	2	3
145	и по	3	3
146	он не	3	3
147	мы уже	4	3
148	что эти	2	3
149	с ним	6	3
150	чем у	8	3
151	представить себе	2	3
152	во всем	3	3
153	в то	6	3
154	но не	2	3
155	до сих	8	3
156	и потому	3	3
157	этого слова	2	3
158	что и	7	3
159	сих пор	8	3
160	так и	10	3
161	на самом	7	3
162	из того	4	3
163	к нему	2	3
164	отличается от	6	3
165	мы можем	6	3
166	между двумя	5	3
167	в этой	6	3
168	психологии в	2	3
169	и состоит	2	3
170	у взрослого	3	2
171	что если	3	2
172	можно ли	2	2
173	себя и	2	2
174	в этих	3	2
175	друг с	9	2
176	точку зрения	2	2
177	столь же	5	2
178	никто не	2	2
179	говорили выше	5	2
180	что все	5	2
181	как известно	3	2
182	то время	2	2
183	по тем	2	2
184	что при	6	2
185	мы знаем	10	2
186	для нас	3	2
187	что его	4	2
188	которой мы	2	2
189	мы и	2	2
190	свою очередь	2	2
191	в свою	2	2
192	несмотря на	6	2
193	одним из	4	2
194	но для	2	2
195	к двум	2	2
196	но если	2	2
197	в нем	3	2
198	с ее	2	2
199	друг от	6	2
200	отношение к	4	2
201	только одно	2	2
202	в их	4	2
203	показывают что	2	2
204	которых мы	3	2
205	и других	2	2
206	образом в	3	2
207	лишь в	5	2
208	должно быть	4	2
209	а в	3	2
210	что для	4	2
211	в своих	2	2
212	также и	2	2
213	в которых	2	2
214	его в	5	2
215	с которыми	2	2
216	всякой другой	3	2
217	что по	3	2
218	признать что	3	2
219	от нее	2	2
220	с этим	11	2
221	этих двух	2	2
222	к этому	5	2
223	вовсе не	2	2
224	в одну	4	2
225	а затем	2	2
226	у нас	3	2
227	то в	2	2
228	и при	6	2
229	совершенно не	3	2
230	от друга	6	2
231	мы говорили	7	2
232	том же	4	2
233	как для	3	2
234	гораздо больше	3	2
235	даже в	3	2
236	о которых	6	2
237	и до	3	2
238	к другу	2	2
239	из этого	6	2
240	что же	2	2
241	оказывается что	5	2
242	даже если	2	2
243	но с	2	2
244	одной и	2	2
245	ко всему	2	2
246	из которых	4	2
247	ко всем	3	2
248	во всяком	2	2
249	в психологии	3	2
250	и ее	2	2
251	ту же	2	2
252	с другом	9	2
253	если же	3	2
254	отличие от	3	2
