N	2gram	Bakhtin_Fr_1	VLabPisa
1	в этом	15	26
2	и в	65	25
3	не только	10	22
4	может быть	6	21
5	и не	22	19
6	не может	3	17
7	в его	9	15
8	в процессе	2	14
9	прежде всего	11	13
10	в том	16	13
11	этом отношении	3	13
12	в частности	5	12
13	все это	9	12
14	с другой	3	11
15	из них	4	11
16	не могут	3	10
17	о том	2	10
18	что в	3	9
19	для него	5	9
20	и др	24	9
21	но и	10	9
22	все эти	10	8
23	в своем	8	8
24	могут быть	2	8
25	из этих	2	7
26	в году	6	7
27	же в	2	7
28	как и	5	7
29	том что	6	7
30	во всех	9	7
31	это не	3	6
32	в себе	3	6
33	то что	3	6
34	главным образом	6	6
35	в основном	2	6
36	в нем	13	6
37	так и	10	6
38	и его	10	6
39	их в	2	6
40	между тем	5	6
41	все же	6	5
42	связи с	4	5
43	в искусстве	3	5
44	одним из	2	5
45	как бы	22	5
46	в их	4	5
47	приводит к	2	5
48	сказать что	6	5
49	только в	7	5
50	не в	4	5
51	не является	3	5
52	к тому	2	4
53	никогда не	6	4
54	в одном	5	4
55	в целом	2	4
56	что он	3	4
57	с его	5	4
58	можно сказать	2	4
59	в ее	3	4
60	в романе	2	4
61	в своей	5	4
62	в самом	4	4
63	даже в	3	4
64	образов и	2	4
65	как раз	3	4
66	в них	5	4
67	в этой	4	4
68	в противоположность	2	3
69	и к	4	3
70	во время	4	3
71	всех этих	8	3
72	даже и	3	3
73	и от	2	3
74	или меньшей	4	3
75	и образы	2	3
76	но как	3	3
77	большей или	4	3
78	или в	2	3
79	что не	2	3
80	например в	2	3
81	некоторые из	2	3
82	значительной мере	2	3
83	далеко не	3	3
84	и он	2	3
85	в виду	3	3
86	нет и	2	3
87	его в	7	3
88	жизни и	7	3
89	и их	3	3
90	образом в	2	3
91	этот вопрос	2	3
92	в значительной	6	3
93	того что	2	3
94	и по	2	3
95	точки зрения	7	3
96	др в	2	3
97	том числе	10	2
98	дель арте	4	2
99	на время	3	2
100	связана с	5	2
101	мира и	4	2
102	не подлежит	2	2
103	формы и	7	2
104	в жизни	4	2
105	вовсе не	18	2
106	роль в	2	2
107	в книге	2	2
108	или иной	5	2
109	а затем	2	2
110	до сих	4	2
111	и потому	10	2
112	но не	2	2
113	но для	3	2
114	пародия на	3	2
115	числе и	7	2
116	всех его	2	2
117	так например	2	2
118	из основных	2	2
119	в системе	3	2
120	еще не	6	2
121	одной стороны	2	2
122	в большей	5	2
123	он и	3	2
124	в общем	4	2
125	подчеркнуть что	2	2
126	меньшей степени	5	2
127	видеть в	2	2
128	ни с	2	2
129	в ней	6	2
130	и даже	8	2
131	не вполне	2	2
132	так называемые	2	2
133	многие из	2	2
134	сих пор	4	2
135	от того	2	2
136	как пародия	2	2
137	до нас	3	2
138	между прочим	2	2
139	во всей	3	2
140	в особенности	2	2
141	начиная с	2	2
142	еще и	5	2
143	с одной	2	2
144	но с	2	2
145	при всей	2	2
146	между ними	4	2
147	и для	2	2
148	по его	3	2
149	отметить что	2	2
150	в своих	5	2
151	хотя и	2	2
152	он не	2	2
153	что мы	2	2
154	в чем	2	2
155	в области	7	2
156	но в	14	2
