N	2gram	Losev_Vlad_3	Myslijsy
1	потому что	11	52
2	то есть	24	42
3	и в	40	39
4	может быть	8	27
5	в том	18	26
6	только в	13	25
7	что в	17	22
8	не может	14	22
9	а не	8	21
10	так как	7	21
11	не только	25	21
12	в нем	3	20
13	но и	18	20
14	и не	25	18
15	том что	18	16
16	так что	14	16
17	не в	3	15
18	в этом	16	15
19	если бы	3	14
20	так и	6	13
21	в себе	9	13
22	таким образом	11	13
23	было бы	4	12
24	точно так	4	11
25	есть только	9	11
26	мы не	2	10
27	по себе	6	10
28	не есть	10	10
29	то что	28	10
30	и что	8	10
31	для нас	5	9
32	как и	7	9
33	там же	7	9
34	тем что	5	9
35	но в	4	9
36	в одном	5	8
37	но не	4	8
38	вместе с	7	8
39	со стороны	2	8
40	того что	7	8
41	точки зрения	13	8
42	с другой	5	7
43	должно быть	5	7
44	в ней	5	7
45	в истории	5	7
46	с этим	2	7
47	по его	2	7
48	это не	3	7
49	то и	2	7
50	в этих	2	7
51	же с	7	7
52	не менее	9	6
53	независимо от	3	6
54	тем не	10	6
55	и как	7	6
56	еще не	4	6
57	что на	2	6
58	как бы	3	6
59	что и	7	6
60	все же	4	6
61	то же	4	6
62	при этом	3	6
63	и по	2	6
64	в каком	4	6
65	с тем	7	5
66	вовсе не	13	5
67	несмотря на	7	5
68	но это	6	5
69	то в	6	5
70	и потому	10	5
71	в его	14	5
72	то это	10	5
73	другой стороны	2	5
74	не имеют	2	5
75	так же	8	5
76	а в	7	5
77	и для	3	5
78	не имеет	4	5
79	друг друга	2	5
80	и его	10	5
81	в таком	3	5
82	не могут	2	4
83	никогда не	11	4
84	тем самым	2	4
85	вопрос о	4	4
86	этом смысле	3	4
87	прежде всего	10	4
88	в смысле	6	4
89	а только	7	4
90	мы видели	3	4
91	самого себя	2	4
92	же время	2	4
93	для него	8	4
94	к тому	7	4
95	от того	4	4
96	в своих	7	4
97	не было	5	4
98	и притом	3	4
99	и даже	6	4
100	само по	3	4
101	из этих	3	4
102	во всем	6	4
103	в то	7	4
104	что мы	2	4
105	бы в	2	4
106	что это	9	3
107	тому что	4	3
108	оно не	3	3
109	и от	6	3
110	и это	6	3
111	бытия и	2	3
112	в жизни	2	3
113	что все	7	3
114	в этой	8	3
115	в своем	8	3
116	того же	2	3
117	если мы	4	3
118	она не	2	3
119	одной стороны	3	3
120	только на	5	3
121	в своей	9	3
122	но оно	2	3
123	что если	4	3
124	для того	2	3
125	для себя	5	3
126	и тем	3	3
127	не иначе	2	3
128	об отношении	2	3
129	в мире	2	3
130	связи с	2	3
131	в самом	4	3
132	на него	2	3
133	по мнению	4	3
134	к первому	2	3
135	то ни	3	3
136	с одной	3	3
137	в сравнении	2	3
138	не мог	6	3
139	к этой	2	3
140	не так	3	3
141	как на	3	3
142	должна быть	2	3
143	и то	9	3
144	сказать что	12	3
145	во всяком	3	3
146	хотя и	7	3
147	он не	8	3
148	и вообще	3	3
149	с точки	6	3
150	мы должны	4	3
151	могло бы	2	3
152	и все	4	3
153	то не	2	3
154	и с	9	3
155	но как	2	3
156	не существует	2	2
157	мы будем	2	2
158	это последнее	2	2
159	утверждает что	4	2
160	нисколько не	3	2
161	но на	2	2
162	и более	2	2
163	по этому	3	2
164	все они	2	2
165	с этой	2	2
166	но тогда	2	2
167	но с	2	2
168	бы то	3	2
169	как например	2	2
170	и вместе	2	2
171	не можем	2	2
172	стороны и	2	2
173	на то	4	2
174	что такая	2	2
175	но если	5	2
176	как мы	8	2
177	о которых	2	2
178	же в	3	2
179	уже не	9	2
180	у нас	5	2
181	но все	3	2
182	есть не	2	2
183	если не	6	2
184	не будет	6	2
185	чем в	4	2
186	только то	2	2
187	того чтобы	3	2
188	мог бы	4	2
189	в сущности	2	2
190	между прочим	5	2
191	за пределы	3	2
192	и о	4	2
193	и если	7	2
194	никак не	4	2
195	в виду	3	2
196	взгляд на	2	2
197	оно должно	4	2
198	не все	3	2
199	что бы	3	2
200	но уже	2	2
201	в целом	2	2
202	из этого	2	2
203	что же	9	2
204	только при	4	2
205	в их	2	2
206	только что	2	2
207	ничего общего	5	2
208	и только	3	2
209	в разных	2	2
210	точке зрения	2	2
211	в теории	2	2
212	в одно	2	2
213	в течение	4	2
214	хотя бы	6	2
215	сравнении с	2	2
216	можно думать	2	2
217	даже и	12	2
218	то он	4	2
219	в начале	2	2
220	что даже	2	2
221	все то	3	2
222	о том	11	2
223	при помощи	4	2
224	дело в	5	2
225	и всегда	2	2
226	что а	2	2
227	нет ничего	2	2
228	таком случае	2	2
229	заметить что	2	2
230	в которой	2	2
231	которые не	2	2
