N	2gram	Tiupa_Vved_1	FransuaR
1	и в	13	45
2	то есть	8	25
3	и т.п	9	16
4	и не	12	15
5	не только	20	14
6	в этом	21	14
7	но в	6	14
8	в его	4	13
9	во всех	2	13
10	и его	5	13
11	как бы	4	12
12	что в	3	12
13	в своем	5	11
14	в романе	6	11
15	то же	5	11
16	в то	4	11
17	прежде всего	7	10
18	в том	10	10
19	в нем	5	10
20	но и	19	10
21	как и	11	10
22	и с	2	10
23	же время	3	9
24	как мы	3	8
25	в ней	4	8
26	жизни и	7	8
27	таким образом	4	8
28	мира и	2	8
29	том что	7	7
30	не в	6	7
31	что и	2	7
32	мы видели	2	7
33	также и	4	7
34	потому что	5	7
35	и все	4	7
36	он не	3	6
37	здесь не	2	6
38	так и	8	6
39	в них	2	6
40	с ним	3	5
41	и к	2	5
42	но это	3	5
43	например в	2	5
44	одним из	5	5
45	хотя и	7	5
46	как раз	2	5
47	не может	7	5
48	этом отношении	4	5
49	на самом	4	5
50	самом деле	3	5
51	и на	3	5
52	перед нами	6	4
53	об этом	4	4
54	все они	2	4
55	и от	2	4
56	мы не	4	4
57	тому же	4	4
58	но не	5	4
59	по своему	2	4
60	по поводу	2	4
61	своего рода	10	4
62	в самом	2	4
63	а также	8	4
64	а не	15	4
65	а в	6	4
66	можно было	2	4
67	в основе	3	4
68	только в	6	4
69	о том	5	4
70	бы в	3	4
71	не менее	4	3
72	в приведенном	2	3
73	как в	4	3
74	это не	6	3
75	но они	2	3
76	в одной	2	3
77	из этих	3	3
78	что на	2	3
79	но на	2	3
80	есть в	2	3
81	для него	3	3
82	в своей	5	3
83	не могло	2	3
84	образов но	2	3
85	не было	2	3
86	того что	6	3
87	не имеет	2	3
88	и для	3	3
89	он и	2	3
90	как он	2	3
91	о чем	2	3
92	встреча с	2	2
93	на фоне	2	2
94	жизни в	4	2
95	говорить о	2	2
96	к этому	2	2
97	можно сказать	4	2
98	к тому	6	2
99	слова но	2	2
100	отличие от	2	2
101	когда в	2	2
102	в начале	3	2
103	то что	6	2
104	в пределах	2	2
105	в качестве	8	2
106	для них	3	2
107	у нее	2	2
108	было бы	4	2
109	может быть	18	2
110	это время	2	2
111	еще в	2	2
112	в этот	2	2
113	если в	2	2
114	произведение в	2	2
115	один из	3	2
116	все же	6	2
117	в целом	3	2
118	на него	2	2
119	данном случае	6	2
120	во времени	2	2
121	так в	4	2
122	в отличие	2	2
123	начиная с	3	2
124	при этом	26	2
125	лишь в	2	2
126	и наконец	2	2
127	войны и	3	2
128	в данном	13	2
129	не столько	4	2
130	мы можем	2	2
131	в наиболее	2	2
132	и т.д	5	2
133	мира а	2	2
134	которая не	2	2
135	подчеркнуть что	5	2
136	том как	3	2
