N	2gram	Voloshinov_1	FransuaR
1	и в	38	29
2	то есть	4	21
3	таким образом	7	20
4	и не	14	16
5	и все	4	13
6	в этой	6	13
7	как и	10	12
8	и т.п	21	12
9	но в	5	12
10	так и	6	11
11	и на	6	11
12	в этом	10	11
13	то же	14	10
14	как мы	9	10
15	мы уже	10	10
16	в то	9	10
17	не только	27	10
18	вовсе не	2	9
19	в конце	6	9
20	но и	13	9
21	все эти	2	9
22	и с	5	9
23	его в	4	9
24	же время	7	8
25	прежде всего	21	8
26	в его	6	8
27	и его	7	8
28	как бы	28	8
29	мы видели	5	7
30	еще и	2	7
31	так же	4	7
32	в том	2	7
33	так как	7	7
34	из них	3	6
35	этот процесс	2	6
36	что это	4	5
37	это не	3	5
38	в нем	4	5
39	в своей	2	5
40	сказать что	3	5
41	перед нами	3	4
42	с его	7	4
43	в нашем	5	4
44	что он	2	4
45	но это	2	4
46	по своему	3	4
47	связанные с	2	4
48	еще не	3	4
49	конце концов	3	4
50	один из	4	4
51	то что	8	4
52	жизни и	3	4
53	конечно не	3	4
54	все это	4	4
55	на самом	3	4
56	с помощью	6	4
57	также и	2	4
58	тем что	2	4
59	точки зрения	10	4
60	в которой	7	4
61	все время	5	3
62	в частности	3	3
63	в качестве	4	3
64	и так	6	3
65	самого начала	4	3
66	и здесь	3	3
67	что у	3	3
68	в ее	3	3
69	все же	7	3
70	но как	2	3
71	с самого	4	3
72	том что	3	3
73	и как	9	3
74	в дальнейшем	2	3
75	мы видим	3	3
76	мы можем	7	3
77	и сам	2	3
78	слов и	7	3
79	тот же	2	3
80	того что	4	3
81	той же	5	3
82	и их	5	3
83	он не	2	3
84	к нему	2	3
85	здесь не	2	3
86	в разных	3	3
87	при этом	9	3
88	и вот	3	3
89	у них	2	3
90	того чтобы	7	3
91	для того	9	3
92	и даже	3	3
93	роль в	3	3
94	в ней	8	3
95	в себе	9	3
96	по своей	2	3
97	место в	2	2
98	уже в	5	2
99	времени и	2	2
100	бы не	2	2
101	связи с	3	2
102	связанных с	3	2
103	к этому	2	2
104	в этих	2	2
105	быть может	3	2
106	другими словами	7	2
107	в жизни	2	2
108	но мы	2	2
109	к тому	4	2
110	и к	4	2
111	одной из	2	2
112	да и	4	2
113	связаны с	4	2
114	так называемые	4	2
115	мы увидим	5	2
116	но не	2	2
117	о своей	4	2
118	кроме того	2	2
119	было в	4	2
120	не может	12	2
121	о своем	3	2
122	на его	5	2
123	может быть	13	2
124	хотя и	3	2
125	никогда не	7	2
126	уже не	4	2
127	в виду	3	2
128	в котором	3	2
129	и для	3	2
130	себя в	4	2
131	его и	3	2
132	в словах	3	2
133	как в	2	2
134	во второй	3	2
135	в той	5	2
136	и эта	3	2
137	и наконец	5	2
138	с точки	5	2
139	между ними	3	2
140	друг друга	2	2
141	в слове	3	2
142	или в	2	2
143	не мог	3	2
144	в своих	2	2
145	и то	3	2
146	то он	3	2
147	их в	3	2
148	и при	2	2
149	в основе	2	2
150	которое не	2	2
151	это же	2	2
152	даже и	2	2
153	только в	6	2
154	разных местах	2	2
155	о том	4	2
156	и это	7	2
157	нет ничего	2	2
158	так сказать	4	2
159	с ним	2	2
