N	3gram	Bakhtin_Pr_4	Problemy
1	на чужое слово	11	13
2	в пределах одного	6	9
3	с точки зрения	9	8
4	в большинстве случаев	8	8
5	до сих пор	8	7
6	к чужому слову	5	6
7	на свой предмет	6	6
8	то же время	5	5
9	сам по себе	3	5
10	чужое слово и	4	5
11	по отношению к	5	5
12	на устную речь	5	5
13	последняя смысловая инстанция	5	5
14	то перед нами	4	5
15	в то же	5	5
16	с самим собою	3	5
17	в одном слове	3	4
18	в самом деле	4	4
19	на чужую речь	4	4
20	такой как и	4	4
21	в отличие от	3	4
22	и не может	7	4
23	как бы в	3	4
24	сама по себе	2	4
25	с чужим словом	3	4
26	пределах одного контекста	4	4
27	как и все	4	4
28	не может быть	8	4
29	разновидности третьего типа	4	4
30	я ведь и	4	4
31	друг с другом	5	4
32	прямое авторское слово	2	3
33	чужого слова и	3	3
34	жизнь слова в	3	3
35	в скрытой полемике	3	3
36	да и только	3	3
37	слово у достоевского	4	3
38	знаю что я	3	3
39	тут в самом	3	3
40	той или иной	2	3
41	но это ничего	2	3
42	и сам знаю	3	3
43	более или менее	3	3
44	в чужом слове	3	3
45	что я немного	3	3
46	самом деле такого	3	3
47	можно было бы	2	3
48	как и в	3	3
49	и в пародии	3	3
50	я немного делаю	3	3
51	последней разновидности третьего	3	3
52	перебой голосов в	3	3
53	разнонаправленное двуголосое слово	3	3
54	в направлении его	3	3
55	что ж тут	4	3
56	прямым авторским словом	3	3
57	как мы увидим	3	3
58	с другой стороны	3	3
59	типов и разновидностей	3	3
60	речь макара девушкина	3	3
61	чужое слово в	3	3
62	к себе самому	3	3
63	о себе самом	3	3
64	он дескать переписывает	3	3
65	но в то	2	3
66	чужим словом в	3	3
67	ну что ж	5	3
68	с самим собой	2	3
69	деле такого что	3	3
70	и в стилизации	3	3
71	этот второй голос	2	3
72	приведенном нами отрывке	2	3
73	слово о себе	3	3
74	сам знаю что	3	3
75	в произведениях достоевского	2	3
76	чужого слова в	3	3
77	такого что переписываю	3	3
78	ведь и сам	3	3
79	в бедных людях	3	3
80	в плоскости одного	2	2
81	слова делая его	2	2
82	кусок хлеба есть	2	2
83	смысл какой был	2	2
84	таинственный смысл какой	2	2
85	точки зрения своего	2	2
86	комнате за перегородкой	2	2
87	нужно быть никому	2	2
88	себя на фоне	2	2
89	композиционное замещение авторского	2	2
90	слово может быть	2	2
91	на друга и	2	2
92	направленное на свой	2	2
93	девушкин оглядывается на	2	2
94	быть никому в	2	2
95	отчего же и	2	2
96	впрочем ведь что	2	2
97	девушкин ну что	2	2
98	живу но это	2	2
99	друг на друга	2	2
100	переписываю что грех	2	2
101	макар девушкин ну	2	2
102	том или другом	2	2
103	чужой человек да	2	2
