N	2gram	Voloshinov_1	Dialekti
1	не есть	2	40
2	и не	4	30
3	и есть	3	19
4	может быть	17	17
5	то что	3	16
6	и в	16	15
7	как бы	5	14
8	так как	4	14
9	точки зрения	8	14
10	что это	2	13
11	прежде всего	9	11
12	и вот	3	11
13	в том	3	11
14	не может	8	11
15	говорить о	2	11
16	и все	4	11
17	в этом	9	11
18	с ее	4	10
19	в основе	3	10
20	том что	3	10
21	было бы	2	9
22	все это	4	9
23	мы не	2	9
24	то же	2	9
25	и пр	12	9
26	с точки	6	9
27	ни в	5	8
28	и о	2	8
29	не только	7	8
30	в чем	5	8
31	и ее	4	8
32	и это	6	8
33	что в	3	7
34	крайней мере	3	7
35	и мы	2	7
36	что оно	2	7
37	что мы	2	7
38	по крайней	3	7
39	что он	2	7
40	как и	2	7
41	и его	8	7
42	и вообще	2	7
43	только в	4	7
44	и даже	4	6
45	сказать что	7	6
46	что и	2	6
47	так и	4	5
48	можно сказать	4	5
49	в нем	4	5
50	другими словами	2	5
51	таким образом	9	5
52	и на	4	5
53	о том	2	5
54	с его	7	5
55	в жизни	2	5
56	учение о	3	5
57	если мы	2	5
58	что такое	5	5
59	и для	2	5
60	в каком	2	5
61	и как	3	4
62	но это	2	4
63	в этой	4	4
64	есть в	2	4
65	один из	2	4
66	жизни и	3	4
67	но и	4	4
68	так же	2	4
69	с ними	4	4
70	и с	8	4
71	в одном	3	4
72	отнюдь не	4	4
73	этом смысле	3	4
74	мы видим	2	4
75	с их	3	4
76	еще не	5	4
77	хотя бы	4	4
78	в его	4	4
79	только для	5	3
80	оно и	2	3
81	на этом	3	3
82	для всех	4	3
83	себя и	2	3
84	совершенно не	8	3
85	отношения к	3	3
86	все эти	5	3
87	и наконец	4	3
88	с этим	2	3
89	об его	2	3
90	с ним	2	3
91	но в	4	3
92	сознания и	2	3
93	можно назвать	2	3
94	в один	4	3
95	к этому	2	3
96	есть и	2	3
97	мы уже	2	3
98	за пределы	2	3
99	в своей	2	3
100	и потому	3	3
101	что не	2	3
102	и притом	3	3
103	мы можем	9	3
104	могут быть	3	3
105	едва ли	3	3
106	в области	3	3
107	не менее	2	2
108	не могут	2	2
109	в частности	2	2
110	чувства и	2	2
111	с этой	2	2
112	из этих	2	2
113	что на	2	2
114	и может	4	2
115	при этом	6	2
116	в самом	2	2
117	никогда не	2	2
118	но мы	4	2
119	и их	4	2
120	для этого	2	2
121	и только	9	2
122	можем сказать	2	2
123	и по	2	2
124	между собою	2	2
125	и так	2	2
126	но как	2	2
127	как это	3	2
128	в них	2	2
129	сравнению с	3	2
130	не будет	2	2
131	все что	4	2
132	конечно не	6	2
133	в свое	2	2
134	в этот	2	2
135	нет и	2	2
136	оно не	2	2
137	нем нет	2	2
138	по сравнению	3	2
139	как не	2	2
140	во всех	3	2
141	вместе с	3	2
142	ее в	2	2
143	сделать это	2	2
144	находится в	2	2
145	даже не	3	2
146	во всей	2	2
147	тех же	3	2
148	да еще	2	2
149	во всяком	3	2
150	для меня	2	2
