N	2gram	Vygotskiy__3	TeoriaLi
1	в мире	2	24
2	не только	6	18
3	в качестве	12	17
4	и не	10	16
5	а в	4	14
6	в частности	4	13
7	и в	25	13
8	состоит в	3	13
9	может быть	13	12
10	так и	5	12
11	представляет собой	6	11
12	при этом	5	11
13	в этом	14	11
14	в том	23	11
15	но не	6	10
16	и его	2	10
17	в его	15	9
18	то же	2	9
19	что в	17	8
20	такого рода	2	8
21	отношению к	2	8
22	но и	4	8
23	по отношению	3	8
24	в себе	2	7
25	том что	20	7
26	в отличие	6	7
27	точки зрения	6	7
28	по своей	7	7
29	в то	4	7
30	только в	10	7
31	как это	7	7
32	отличие от	6	7
33	место в	2	6
34	с его	2	6
35	еще не	4	6
36	как бы	10	6
37	и одновременно	2	5
38	однако в	2	5
39	в своем	4	5
40	или иного	2	5
41	или иной	3	5
42	а также	2	5
43	как и	15	5
44	не в	6	5
45	между ними	3	5
46	в самом	3	5
47	того или	2	5
48	в нем	2	5
49	как в	9	5
50	он не	4	5
51	уже не	2	5
52	тем самым	2	5
53	с другой	6	5
54	между тем	3	5
55	мы имеем	4	5
56	не менее	6	4
57	не столько	4	4
58	в свою	3	4
59	ни в	9	4
60	в своей	2	4
61	то что	15	4
62	или менее	3	4
63	приводит к	4	4
64	не может	6	4
65	по пути	4	4
66	сказать что	4	4
67	хотя и	2	4
68	слова в	2	3
69	перед нами	10	3
70	никогда не	4	3
71	в этих	2	3
72	в отношении	6	3
73	этом смысле	2	3
74	прежде всего	4	3
75	и к	5	3
76	тем не	5	3
77	свою очередь	2	3
78	по своему	11	3
79	для него	5	3
80	того что	10	3
81	и сам	3	3
82	мог бы	4	3
83	совпадает с	6	3
84	той или	2	3
85	и потому	2	3
86	этого слова	4	3
87	с ее	5	3
88	другой стороны	3	3
89	входит в	5	3
90	таким образом	17	3
91	а с	3	3
92	именно в	5	3
93	и что	10	3
94	и по	5	3
95	или в	2	3
96	и то	2	3
97	потому что	6	3
98	в основе	16	3
99	речи и	8	3
100	между двумя	2	3
101	в этой	5	3
102	и т.д	5	3
103	для возникновения	3	3
104	его в	3	3
105	все эти	7	3
106	к которому	3	3
107	но на	3	2
108	если бы	5	2
109	могут быть	5	2
110	между собой	13	2
111	того же	6	2
112	одного и	4	2
113	по себе	7	2
114	что он	6	2
115	к тому	4	2
116	об этом	2	2
117	но как	3	2
118	и того	4	2
119	и как	5	2
120	что они	10	2
121	что каждый	2	2
122	одной стороны	5	2
123	имеем дело	2	2
124	к области	2	2
125	мы в	2	2
126	из которых	5	2
127	вслед за	3	2
128	имеет место	3	2
129	иначе говоря	2	2
130	здесь мы	2	2
131	в роли	2	2
132	к жизни	2	2
133	и особенно	2	2
134	как говорит	5	2
135	в целом	13	2
136	слова не	2	2
137	вместе с	14	2
138	вытекает из	2	2
139	мышления и	23	2
140	и для	2	2
141	с одной	5	2
142	в себя	3	2
143	к одному	5	2
144	так же	17	2
145	или иначе	2	2
146	их в	3	2
147	на себя	2	2
148	и здесь	2	2
149	о том	5	2
150	перед ним	3	2
151	и это	4	2
152	в чем	2	2
153	в области	7	2
154	на деле	3	2
