N	2gram	Losev_Dial_4	StatiiOP
1	и в	15	29
2	том что	10	27
3	в том	11	27
4	в этом	11	21
5	но и	4	19
6	что в	7	19
7	не только	8	19
8	о том	5	17
9	что он	7	13
10	в его	4	13
11	то что	16	11
12	все это	9	11
13	в которой	2	11
14	таким образом	5	10
15	т е	46	10
16	в своем	5	9
17	и т	17	9
18	так и	5	9
19	и не	30	9
20	потому что	10	9
21	и пр	9	8
22	как раз	4	8
23	но в	3	8
24	но все	2	7
25	с тем	4	7
26	в самом	2	7
27	в ней	5	7
28	в виду	9	7
29	в котором	2	7
30	я не	5	7
31	в своей	3	7
32	вместе с	2	7
33	того как	2	7
34	для того	5	7
35	об этом	3	6
36	в одном	4	6
37	вовсе не	6	6
38	вопрос о	2	6
39	все же	2	6
40	т д	15	6
41	в течение	4	6
42	и что	9	6
43	того чтобы	5	6
44	и его	7	6
45	и на	5	6
46	прежде всего	11	5
47	в качестве	2	5
48	было бы	9	5
49	как бы	14	5
50	а не	18	5
51	того что	13	5
52	точки зрения	14	5
53	а как	2	4
54	именно в	5	4
55	в частности	2	4
56	к этому	3	4
57	не в	8	4
58	кроме того	2	4
59	и о	8	4
60	хотя и	6	4
61	в нем	5	4
62	ничего не	17	4
63	при помощи	3	4
64	и с	4	4
65	не менее	2	3
66	что это	13	3
67	оно не	2	3
68	с этим	3	3
69	по себе	13	3
70	что на	2	3
71	ни в	8	3
72	не мог	2	3
73	у нас	3	3
74	так что	6	3
75	но это	4	3
76	в пользу	2	3
77	одной из	2	3
78	и именно	2	3
79	никогда не	2	3
80	и даже	6	3
81	из них	2	3
82	другой стороны	2	3
83	как в	3	3
84	в их	3	3
85	не было	2	3
86	тем что	2	3
87	и по	2	3
88	хотя бы	4	3
89	так же	4	3
90	во всяком	2	3
91	отношении к	2	3
92	что эта	2	3
93	иметь в	2	3
94	в отношении	2	2
95	но они	2	2
96	есть еще	2	2
97	с его	5	2
98	только не	3	2
99	если бы	6	2
100	в них	2	2
101	что с	2	2
102	с этой	2	2
103	не раз	2	2
104	что было	2	2
105	что именно	7	2
106	бы ни	2	2
107	что и	6	2
108	к своему	2	2
109	вне всякого	2	2
110	тем не	2	2
111	его как	2	2
112	в ее	2	2
113	только потому	3	2
114	говорит о	3	2
115	как и	7	2
116	то ни	4	2
117	и как	4	2
118	только о	3	2
119	в этой	4	2
120	что я	5	2
121	что они	4	2
122	в истории	3	2
123	в то	6	2
124	не дает	2	2
125	случае не	2	2
126	может быть	17	2
127	далее в	2	2
128	во внимание	2	2
129	не по	2	2
130	никак не	2	2
131	и потому	3	2
132	на то	5	2
133	нет никакого	3	2
134	нет и	2	2
135	только в	7	2
136	не могли	2	2
137	ее в	2	2
138	с той	2	2
139	также и	4	2
140	ни с	4	2
141	со стороны	3	2
142	только что	2	2
143	совершенно не	3	2
144	не может	11	2
145	в особенности	4	2
146	истории и	2	2
147	то же	9	2
148	все эти	3	2
149	при этом	2	2
150	что такое	5	2
151	не имеет	14	2
152	с точки	9	2
153	что этот	2	2
154	в данном	3	2
155	в результате	6	2
156	сказать что	6	2
157	в каком	5	2
158	в себе	8	2
159	и вообще	7	2
160	в один	3	2
161	сравнении с	2	2
162	и это	8	2
163	так как	14	2
164	как это	2	2
165	отличие от	2	2
166	в области	3	2
167	это было	2	2
