N	2gram	Trubetskoy_1	Psycholo
1	в том	17	37
2	и в	14	32
3	и что	2	22
4	том что	9	21
5	то что	13	21
6	таким образом	11	21
7	потому что	5	21
8	что в	4	20
9	так же	2	18
10	может быть	9	18
11	что и	3	17
12	не может	22	17
13	точки зрения	11	17
14	самом деле	7	16
15	того чтобы	8	14
16	что он	6	13
17	при этом	5	13
18	то же	11	13
19	для того	6	13
20	в этом	17	13
21	по себе	2	12
22	в самом	3	12
23	не только	9	12
24	так как	4	12
25	на то	5	11
26	с тем	6	11
27	было бы	5	11
28	как и	4	10
29	и т	3	10
30	но и	10	10
31	и не	19	10
32	с точки	9	10
33	никогда не	5	9
34	что все	3	9
35	в своих	6	9
36	тем что	3	9
37	что это	3	8
38	не в	4	8
39	того что	3	8
40	к тому	7	7
41	ясно что	2	7
42	и как	3	7
43	а не	2	7
44	все эти	2	7
45	можно было	4	7
46	что для	3	7
47	как будто	2	7
48	только в	5	7
49	что они	3	7
50	в этой	4	6
51	он не	5	6
52	как бы	4	6
53	целый ряд	2	6
54	о том	7	6
55	если бы	6	6
56	отнюдь не	7	5
57	в ней	2	5
58	до сих	5	5
59	сих пор	5	5
60	все это	6	5
61	на самом	6	5
62	только на	2	5
63	и даже	2	5
64	как на	8	5
65	и на	5	5
66	в то	10	5
67	и более	2	4
68	случае если	3	4
69	от того	4	4
70	том случае	4	4
71	несмотря на	3	4
72	из этого	3	4
73	совершенно не	2	4
74	и по	3	4
75	и тем	2	4
76	в нем	5	4
77	все же	4	4
78	из них	3	4
79	жизни и	4	4
80	данном случае	3	4
81	а в	5	4
82	и для	6	4
83	и те	2	4
84	в данном	7	4
85	тому что	2	4
86	и с	7	4
87	знаем что	3	4
88	с этим	2	4
89	если же	2	4
90	в сознании	3	4
91	между тем	5	4
92	не могут	4	3
93	главным образом	3	3
94	состоит в	2	3
95	в частности	2	3
96	для этого	3	3
97	хотя бы	5	3
98	в конце	3	3
99	точно так	2	3
100	представить себе	2	3
101	указывает на	2	3
102	и к	6	3
103	свое собственное	2	3
104	по существу	5	3
105	так что	2	3
106	что с	2	3
107	в своей	5	3
108	на это	2	3
109	конце концов	3	3
110	но совершенно	2	3
111	то это	3	3
112	не к	2	3
113	во всех	5	3
114	том чтобы	3	3
115	были бы	2	3
116	в их	4	3
117	что же	4	3
118	это только	2	3
119	этот вопрос	2	3
120	и вот	2	3
121	и сейчас	3	3
122	отказаться от	4	3
123	приходит к	3	3
124	по самому	2	3
125	и то	4	3
126	во всем	4	3
127	мы должны	7	3
128	отношении к	2	3
129	того или	2	3
130	тогда когда	4	3
131	но в	2	3
132	мы можем	2	3
133	место в	2	2
134	признание что	3	2
135	зависит от	2	2
136	и этот	3	2
137	но даже	2	2
138	все что	4	2
139	то ни	4	2
140	и от	2	2
141	из всех	2	2
142	это в	2	2
143	или иного	2	2
144	к которой	6	2
145	во всяком	9	2
146	том и	2	2
147	сводится к	3	2
148	ни в	2	2
149	же время	10	2
150	и при	6	2
151	еще не	3	2
152	но не	4	2
153	она не	2	2
154	ничего другого	2	2
155	стоит только	2	2
156	и тот	2	2
157	из которых	5	2
158	к нему	2	2
159	том же	2	2
160	в его	4	2
161	всяком случае	6	2
162	если в	6	2
163	для нее	2	2
164	не так	2	2
165	бы то	4	2
166	в этих	2	2
167	для нас	2	2
168	на том	3	2
169	вместе с	4	2
170	отличается от	2	2
171	противоречие с	2	2
172	себе и	4	2
173	согласиться с	2	2
174	а с	2	2
175	не было	3	2
176	что оно	3	2
177	а потому	5	2
178	именно на	2	2
179	в других	2	2
180	в таком	2	2
181	принадлежат к	2	2
182	но это	2	2
183	их в	2	2
184	ли это	4	2
185	в себе	9	2
186	и только	5	2
