N	2gram	Vygotskiy__3	Formalny
1	и не	10	30
2	вовсе не	8	28
3	и в	38	27
4	может быть	19	25
5	не может	7	24
6	и его	6	19
7	таким образом	12	18
8	в этом	13	18
9	а не	7	17
10	точки зрения	16	16
11	самом деле	21	16
12	в нем	4	15
13	то же	10	15
14	на самом	2	14
15	как и	8	14
16	с точки	9	14
17	не в	12	12
18	если бы	14	12
19	в самом	25	11
20	и т	14	11
21	место в	3	10
22	но и	5	10
23	не могут	2	10
24	так как	6	9
25	не только	12	9
26	так же	2	9
27	что в	20	8
28	ни в	3	8
29	при этом	4	8
30	как бы	14	8
31	отнюдь не	2	8
32	и все	10	8
33	то что	35	8
34	как раз	8	8
35	как мы	7	8
36	только в	4	8
37	в том	25	7
38	все это	3	7
39	потому что	14	7
40	в то	3	7
41	его в	3	7
42	между тем	7	7
43	с тем	8	7
44	совершенно не	5	7
45	в его	5	7
46	если мы	6	7
47	там где	6	7
48	все время	30	6
49	с другой	7	6
50	всяком случае	2	6
51	т д	4	6
52	все эти	4	6
53	в своих	4	6
54	бы в	3	6
55	но в	3	6
56	что он	11	6
57	было бы	12	6
58	все же	8	6
59	в своей	5	6
60	хотя бы	2	6
61	и для	4	6
62	в данном	2	6
63	во всяком	2	6
64	и ее	2	6
65	вместе с	5	6
66	никогда не	4	5
67	что именно	2	5
68	что они	4	5
69	совсем не	3	5
70	того чтобы	9	5
71	другой стороны	5	5
72	в одной	2	5
73	в ней	15	5
74	говорит он	2	5
75	и между	4	5
76	в истории	2	5
77	что же	2	5
78	т п	5	5
79	тем что	3	5
80	так сказать	5	5
81	а вовсе	2	4
82	к тому	6	4
83	он был	3	4
84	и как	8	4
85	до конца	2	4
86	для того	8	4
87	мы видели	6	4
88	в целом	4	4
89	данном случае	2	4
90	со стороны	2	4
91	смысл и	4	4
92	они не	2	4
93	о том	6	4
94	как это	6	4
95	мы можем	7	4
96	между собой	2	4
97	следует что	2	4
98	в ее	7	4
99	том что	14	4
100	слов и	2	4
101	она не	6	4
102	конечно не	4	4
103	как в	4	4
104	мы не	5	4
105	из этого	8	4
106	что это	10	3
107	в этих	2	3
108	тому что	6	3
109	в какой	5	3
110	столь же	2	3
111	в конце	2	3
112	для нас	8	3
113	должна быть	5	3
114	того что	4	3
115	имеет место	2	3
116	в виду	4	3
117	и тем	3	3
118	только то	2	3
119	той же	2	3
120	и что	18	3
121	в которых	6	3
122	и на	6	3
123	никак не	7	3
124	их в	2	3
125	сказать что	4	3
126	в основе	3	3
127	и следовательно	2	3
128	к его	2	3
129	и более	2	3
130	в них	3	3
131	ясно что	6	3
132	у нас	2	3
133	того же	3	3
134	же самое	10	3
135	мы уже	7	3
136	во всех	4	3
137	жанра и	2	3
138	время в	5	3
139	ее в	4	3
140	в той	5	3
141	уже не	2	3
142	в себе	4	3
143	где она	3	2
144	она должна	3	2
145	друг другу	2	2
146	для этого	2	2
147	главным образом	3	2
148	была бы	2	2
149	всех этих	2	2
150	находятся в	2	2
151	но это	3	2
152	такой же	2	2
153	в этой	13	2
154	на этом	5	2
155	очевидно что	2	2
156	не можем	4	2
157	с такой	5	2
158	в общем	2	2
159	совпадает с	2	2
160	и очень	2	2
161	но если	4	2
162	в котором	6	2
163	был бы	3	2
164	он может	2	2
165	из них	6	2
166	вошел в	2	2
167	дело не	2	2
168	что она	16	2
169	в своем	5	2
170	в нас	4	2
171	и только	3	2
172	отношения к	2	2
173	в самой	4	2
174	у них	2	2
175	весь этот	3	2
176	и даже	4	2
177	одной и	2	2
178	увидим что	9	2
179	действующих лиц	5	2
180	из этих	3	2
181	и действительно	2	2
182	том как	2	2
183	видели что	2	2
184	смысле этого	2	2
185	в стихах	3	2
186	из нее	2	2
187	и во	2	2
188	в такой	3	2
189	к этому	3	2
190	из одного	3	2
191	на тему	3	2
192	с ее	2	2
193	одна из	4	2
194	мы увидим	12	2
195	в сущности	10	2
196	этого слова	2	2
197	должен быть	3	2
198	что и	4	2
199	именно это	3	2
200	к самому	2	2
201	вытекает из	2	2
202	это только	3	2
203	бы не	3	2
204	в таком	3	2
205	что этот	4	2
206	и это	8	2
207	без всякой	2	2
208	здесь не	3	2
209	ничего не	2	2
210	в эту	2	2
211	для художественного	2	2
