N	2gram	Vygotskiy__2	Komedia
1	и в	15	22
2	том что	27	12
3	в том	33	11
4	но и	10	11
5	не только	15	10
6	из них	3	10
7	как и	6	9
8	может быть	9	9
9	в одном	2	8
10	таким образом	14	8
11	должны были	3	8
12	и не	7	8
13	и его	4	8
14	о том	9	8
15	едва ли	7	7
16	в этой	6	7
17	и других	2	7
18	что в	14	6
19	в отношении	6	6
20	что он	12	6
21	к тому	7	6
22	ни в	2	6
23	и по	3	6
24	то же	5	6
25	не в	8	6
26	а в	4	6
27	в которой	4	6
28	уже в	5	5
29	с другой	6	5
30	во время	3	5
31	прежде всего	4	5
32	о которых	3	5
33	при этом	3	5
34	в его	2	5
35	в истории	6	5
36	так и	8	5
37	как в	4	5
38	все это	4	5
39	и даже	5	5
40	потому что	7	5
41	именно в	2	4
42	в их	2	4
43	к этому	4	4
44	по поводу	4	4
45	несмотря на	4	4
46	как мы	6	4
47	в другом	2	4
48	на протяжении	2	4
49	что они	3	4
50	в качестве	4	4
51	а также	2	4
52	в котором	2	4
53	и особенно	3	4
54	что и	2	4
55	тем что	2	4
56	в результате	3	4
57	точки зрения	26	4
58	так как	4	4
59	но в	6	4
60	мы можем	10	4
61	же как	2	3
62	казалось бы	8	3
63	в них	4	3
64	вопрос о	5	3
65	идет о	3	3
66	на то	6	3
67	и как	2	3
68	тот же	7	3
69	одной стороны	7	3
70	и сам	3	3
71	одной из	3	3
72	в начале	4	3
73	в частности	6	3
74	у него	2	3
75	он не	7	3
76	речь идет	2	3
77	даже в	4	3
78	все же	4	3
79	отношению к	5	3
80	в целом	10	3
81	так же	4	3
82	по отношению	6	3
83	того как	4	3
84	этом отношении	3	3
85	с одной	7	3
86	в течение	2	3
87	мы не	10	3
88	как раз	4	3
89	в более	2	3
90	в этом	19	3
91	и с	4	3
92	могут быть	2	3
93	и ее	3	3
94	только в	4	3
95	и все	3	3
96	как это	6	3
97	ничего не	3	3
98	к которому	6	3
99	в известном	2	2
100	в противоположность	2	2
101	независимо от	4	2
102	для всех	4	2
103	за пределы	2	2
104	столь же	2	2
105	здесь и	3	2
106	и теперь	2	2
107	на все	2	2
108	вовсе не	6	2
109	указывает на	2	2
110	в следующем	3	2
111	мы знаем	7	2
112	и можно	2	2
113	протяжении всего	2	2
114	раз в	2	2
115	мы видели	6	2
116	из всех	2	2
117	но не	3	2
118	того же	3	2
119	в себя	2	2
120	как известно	6	2
121	было бы	10	2
122	и из	2	2
123	в самом	11	2
124	указывает что	2	2
125	и самого	2	2
126	всяком случае	6	2
127	для себя	3	2
128	и тем	2	2
129	с ее	2	2
130	то что	20	2
131	вернуться к	3	2
132	в первой	2	2
133	наряду с	2	2
134	вместе с	6	2
135	ее в	2	2
136	все что	5	2
137	со стороны	3	2
138	или менее	2	2
139	как по	2	2
140	находится в	2	2
141	который в	4	2
142	только что	3	2
143	в первые	3	2
144	для этого	3	2
145	в сущности	9	2
146	не может	9	2
147	в других	2	2
148	принадлежит к	2	2
149	что у	3	2
150	ни малейшего	3	2
151	которую можно	2	2
152	из которых	3	2
153	в силу	2	2
154	или в	3	2
155	нас в	2	2
156	не следует	2	2
157	во всяком	7	2
158	к ней	2	2
159	в себе	2	2
160	по своей	6	2
161	ту же	2	2
162	в споре	2	2
163	же самое	2	2
164	которые он	2	2
165	об отношении	3	2
166	отличие от	3	2
