N	2gram	Berdyaev_M_1	Problema
1	и в	28	30
2	в своей	15	22
3	то есть	3	21
4	то что	5	18
5	не только	29	18
6	том что	3	17
7	в этом	20	17
8	но и	25	13
9	людей и	2	13
10	потому что	16	13
11	в том	6	12
12	в его	9	12
13	и не	11	12
14	также и	2	12
15	о том	2	12
16	в своем	10	11
17	у него	17	11
18	для нас	3	10
19	точки зрения	4	10
20	в этой	6	10
21	на земле	2	9
22	все же	2	9
23	сказать что	2	9
24	но в	7	9
25	только в	6	9
26	и все	10	9
27	в конце	7	8
28	никогда не	14	7
29	что он	10	7
30	у нас	5	7
31	как и	5	7
32	но не	8	7
33	может быть	30	7
34	вместе с	6	7
35	не в	16	7
36	прежде всего	10	6
37	уже не	4	6
38	и как	2	6
39	и для	2	6
40	как бы	2	6
41	конце концов	2	6
42	в нем	13	6
43	что и	4	6
44	и что	2	6
45	а в	4	6
46	и его	9	6
47	и на	6	6
48	его в	3	6
49	так как	3	6
50	с тем	9	5
51	что в	10	5
52	в которой	6	5
53	будто бы	3	5
54	в самом	11	5
55	и их	3	5
56	еще в	2	5
57	не может	28	5
58	а не	25	5
59	и у	2	5
60	но он	9	5
61	он и	2	5
62	и с	3	5
63	человека из	2	4
64	жизни в	2	4
65	человека и	14	4
66	было бы	10	4
67	не так	3	4
68	оказывается что	2	4
69	разного рода	2	4
70	свободы и	10	4
71	и к	2	4
72	не мог	3	4
73	и он	12	4
74	даже и	2	4
75	в себе	7	4
76	в то	2	4
77	учение о	3	3
78	в самой	7	3
79	он сам	6	3
80	для них	3	3
81	страдания и	2	3
82	и страдания	3	3
83	все в	6	3
84	в ее	3	3
85	в начале	2	3
86	смысле слова	4	3
87	то время	2	3
88	как будто	2	3
89	для того	2	3
90	он не	24	3
91	бы не	2	3
92	только и	3	3
93	того что	7	3
94	к нему	7	3
95	есть только	2	3
96	в человека	4	3
97	время как	2	3
98	от этого	2	3
99	в ней	15	3
100	он в	2	3
101	с ним	2	3
102	в виду	2	3
103	не могут	5	2
104	прежде чем	2	2
105	нет у	3	2
106	в них	4	2
107	хотя бы	3	2
108	как в	2	2
109	бога в	2	2
110	это не	5	2
111	с этой	4	2
112	уже в	4	2
113	зла и	8	2
114	не все	2	2
115	один из	4	2
116	если он	5	2
117	к этому	2	2
118	небо и	4	2
119	к тому	3	2
120	он был	14	2
121	него не	2	2
122	и нет	2	2
123	и сама	2	2
124	в свою	2	2
125	до сих	2	2
126	и человека	5	2
127	жизни и	2	2
128	конечно не	3	2
129	преступления и	3	2
130	в котором	8	2
131	отношению к	2	2
132	человека то	2	2
133	не к	4	2
134	когда он	3	2
135	все что	2	2
136	человеческой жизни	2	2
137	в середине	4	2
138	отношение к	4	2
139	по отношению	2	2
140	человеческого духа	26	2
141	все эти	2	2
142	или к	4	2
143	того чтобы	2	2
144	его не	3	2
145	тем что	4	2
146	человека а	3	2
147	о себе	3	2
148	по своей	2	2
149	мира и	5	2
150	ничего не	3	2
151	в мир	3	2
152	человек и	6	2
153	человека но	4	2
154	духа в	3	2
155	любви к	7	2
156	сих пор	2	2
